Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,4272,1.8300000000000001,2656.0,581.0,1540.0,850.0,16.0,10-2-0,12
2,1501,1.6599999999999999,2430.0,328.0,1180.0,1000.0,15.0,10-1-0,12
3,461,1.5800000000000001,2528.0,221.0,1020.0,1200.0,38.0,9-2-1,12
4,234,1.5,2332.0,534.0,1200.0,800.0,32.0,9-3-0,12
5,292,1.4099999999999999,2164.0,215.0,1140.0,800.0,29.0,8-3-1,12
6,1529,1.3300000000000001,2313.0,393.0,1080.0,1050.0,23.0,8-4-0,12
7,3940,1.3300000000000001,2136.0,479.0,1140.0,650.0,96.0,8-4-0,12
8,4103,1.1599999999999999,2593.0,479.0,1180.0,1050.0,23.0,7-5-0,12
9,3559,1.1599999999999999,2400.0,335.0,1100.0,1000.0,30.0,7-5-0,12
10,5188,1.1599999999999999,2386.0,463.0,1260.0,850.0,31.0,7-5-0,12
11,1024,1.1599999999999999,2381.0,370.0,1220.0,950.0,66.0,7-5-0,12
12,829,1.1599999999999999,2323.0,477.0,1300.0,800.0,33.0,7-5-0,12
13,3147,1.1599999999999999,2192.0,398.0,1040.0,900.0,17.0,7-5-0,12
14,1646,1.1599999999999999,2127.0,400.0,1080.0,750.0,22.0,6-5-1,12
15,4926,1.0800000000000001,2272.0,460.0,1180.0,750.0,17.0,6-5-1,12
16,4982,1.0800000000000001,1914.0,403.0,1000.0,700.0,29.0,6-6-0,12
17,6451,1.0,2246.0,278.0,1000.0,950.0,101.0,6-6-0,12
18,3865,1.0,1961.0,222.0,820.0,900.0,31.0,6-6-0,12
19,141,0.91000000000000003,2141.0,383.0,1100.0,800.0,61.0,5-7-0,12
20,3176,0.91000000000000003,2064.0,355.0,1140.0,650.0,39.0,5-7-0,12
21,1747,0.91000000000000003,2053.0,406.0,1080.0,700.0,28.0,5-6-1,12
22,6498,0.91000000000000003,1745.0,439.0,980.0,550.0,30.0,5-4-1,12
23,1741,0.82999999999999996,2252.0,165.0,920.0,1050.0,52.0,5-7-0,12
24,3947,0.82999999999999996,2156.0,330.0,1060.0,800.0,21.0,5-6-0,12
25,3180,0.82999999999999996,2079.0,393.0,1080.0,700.0,24.0,5-7-0,12
26,2909,0.82999999999999996,2038.0,328.0,1140.0,700.0,28.0,5-7-0,12
27,4824,0.82999999999999996,1967.0,322.0,1060.0,650.0,22.0,5-7-0,12
28,3936,0.82999999999999996,1963.0,229.0,1060.0,700.0,38.0,5-7-0,12
29,868,0.75,2163.0,219.0,940.0,950.0,18.0,4-6-1,12
30,1018,0.66000000000000003,2466.0,706.0,1420.0,800.0,16.0,4-8-0,12
31,447,0.66000000000000003,2006.0,317.0,1020.0,800.0,16.0,4-8-0,12
32,2171,0.66000000000000003,1996.0,451.0,1080.0,700.0,6.0,4-8-0,12
33,5944,0.66000000000000003,1846.0,324.0,1140.0,450.0,21.0,3-7-2,12
34,5010,0.66000000000000003,1673.0,392.0,1040.0,400.0,13.0,4-7-0,12
35,5402,0.57999999999999996,1693.0,215.0,820.0,600.0,13.0,3-8-1,12
36,45,0.5,1699.0,376.0,1080.0,450.0,19.0,2-8-2,12
37,3487,0.33000000000000002,1753.0,262.0,760.0,750.0,38.0,2-8-0,12
38,4580,0.33000000000000002,1518.0,304.0,820.0,500.0,28.0,2-9-0,12
