Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1675,28.0,202.0,125.0,90.0,535.0,9-1-0,10
2,1094,26.0,246.0,150.0,106.0,525.0,9-1-0,10
3,4356,24.0,190.0,125.0,58.0,505.0,7-2-1,10
4,4931,24.0,170.0,130.0,54.0,540.0,7-3-0,10
5,2783,23.0,178.0,100.0,103.0,425.0,8-1-1,10
6,1985,23.0,154.0,120.0,78.0,520.0,7-3-0,10
7,1288,22.0,258.0,85.0,79.0,500.0,7-3-0,10
8,1208,22.0,200.0,110.0,115.0,475.0,7-3-0,10
9,5583,22.0,192.0,100.0,93.0,475.0,7-2-1,10
10,5326,21.0,193.0,90.0,101.0,500.0,6-3-1,10
11,1444,21.0,124.0,120.0,39.0,440.0,7-3-0,10
12,2451,20.0,222.0,100.0,144.0,495.0,6-4-0,10
13,1658,20.0,218.0,100.0,196.0,395.0,7-2-0,10
14,2081,20.0,177.0,135.0,79.0,480.0,6-4-0,10
15,4154,19.0,200.0,150.0,32.0,480.0,6-4-0,10
16,4256,19.0,172.0,115.0,84.0,450.0,5-5-0,10
17,4404,19.0,165.0,120.0,84.0,415.0,6-4-0,10
18,931,18.0,192.0,95.0,59.0,465.0,5-4-1,10
19,1329,18.0,160.0,115.0,46.0,460.0,6-4-0,10
20,1178,17.0,196.0,115.0,50.0,470.0,6-4-0,10
21,3330,17.0,176.0,95.0,55.0,460.0,5-5-0,10
22,4246,17.0,172.0,155.0,53.0,430.0,6-4-0,10
23,3397,17.0,139.0,85.0,147.0,385.0,6-4-0,10
24,4187,17.0,128.0,160.0,20.0,420.0,5-5-0,10
25,3792,16.0,225.0,110.0,114.0,460.0,4-5-1,10
26,4500,16.0,204.0,100.0,152.0,435.0,5-5-0,10
27,5176,16.0,170.0,105.0,75.0,460.0,5-5-0,10
28,2838,16.0,121.0,95.0,35.0,420.0,5-5-0,10
29,4232,15.0,182.0,100.0,49.0,495.0,4-6-0,10
30,4329,15.0,149.0,90.0,40.0,480.0,4-6-0,10
31,3284,15.0,146.0,110.0,89.0,425.0,4-5-1,10
32,5060,14.0,150.0,90.0,34.0,415.0,4-6-0,10
33,2978,14.0,148.0,75.0,10.0,405.0,4-6-0,10
34,5479,13.0,181.0,85.0,59.0,465.0,2-6-2,10
35,5836,13.0,128.0,90.0,57.0,395.0,4-6-0,10
36,6157,13.0,86.0,95.0,67.0,360.0,4-6-0,10
37,2707,13.0,85.0,65.0,34.0,360.0,4-6-0,10
38,5476,11.0,192.0,65.0,37.0,460.0,3-6-1,10
39,3868,11.0,102.0,85.0,58.0,270.0,5-5-0,10
40,5492,10.0,137.0,80.0,50.0,375.0,3-7-0,10
41,6034,10.0,133.0,105.0,21.0,370.0,3-7-0,10
42,1706,9.0,152.0,80.0,49.0,390.0,3-7-0,10
43,4330,9.0,148.0,85.0,31.0,425.0,2-8-0,10
44,4600,9.0,121.0,90.0,36.0,380.0,2-8-0,10
45,5147,9.0,106.0,80.0,57.0,355.0,3-7-0,10
46,2408,7.0,164.0,90.0,71.0,370.0,2-8-0,10
47,4331,7.0,130.0,60.0,10.0,380.0,1-8-1,10
48,5484,6.0,68.0,45.0,38.0,325.0,1-8-1,10
49,5758,5.0,108.0,75.0,33.0,370.0,1-9-0,10
