Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1678,30.00,119.00,50.00,150.00,12,9-1-0,0,10
2,1671,26.00,136.00,30.00,147.00,6,10-0-0,0,10
3,971,24.00,67.00,70.00,160.00,8,8-2-0,0,10
4,604,23.00,70.00,50.00,54.00,8,7-2-1,0,10
5,3970,22.00,92.00,30.00,62.00,8,7-3-0,0,10
6,2135,22.00,80.00,10.00,31.00,6,7-1-2,0,10
7,2073,22.00,56.00,90.00,54.00,8,7-3-0,0,10
8,3669,20.00,65.00,30.00,45.00,8,6-4-0,0,10
9,840,19.00,99.00,50.00,76.00,6,6-3-1,0,10
10,4159,18.00,89.00,60.00,61.00,4,7-3-0,0,10
11,3250,18.00,83.00,10.00,81.00,6,6-4-0,0,10
12,751,18.00,73.00,20.00,82.00,4,6-2-2,0,10
13,4185,18.00,41.00,20.00,52.00,8,5-5-0,0,10
14,2085,18.00,21.00,20.00,51.00,8,4-4-2,0,10
15,3256,17.00,94.00,30.00,76.00,6,5-4-1,0,10
16,701,16.00,85.00,20.00,29.00,6,5-5-0,0,10
17,1458,16.00,82.00,20.00,32.00,4,6-4-0,0,10
18,1388,16.00,59.00,40.00,79.00,6,5-5-0,0,10
19,1323,16.00,59.00,30.00,41.00,8,4-6-0,0,10
20,2204,16.00,58.00,20.00,37.00,6,4-3-2,1,10
21,8,16.00,40.00,50.00,69.00,8,4-6-0,0,10
22,1280,16.00,12.00,70.00,58.00,8,4-6-0,0,10
23,2141,15.00,86.00,30.00,48.00,2,6-3-1,0,10
24,3013,15.00,69.00,30.00,14.00,8,3-6-1,0,10
25,115,15.00,67.00,20.00,84.00,4,5-4-1,0,10
26,100,14.00,61.00,70.00,61.00,6,4-6-0,0,10
27,2035,14.00,54.00,10.00,38.00,2,6-4-0,0,10
28,2854,14.00,47.00,0,65.00,2,6-3-0,1,10
29,581,14.00,40.00,10.00,51.00,6,4-6-0,0,10
30,3554,13.00,56.00,40.00,79.00,2,5-4-1,0,10
31,1351,12.00,97.00,20.00,40.00,6,3-7-0,0,10
32,1159,12.00,89.00,10.00,51.00,2,5-5-0,0,10
33,1868,12.00,78.00,40.00,57.00,4,4-6-0,0,10
34,3717,12.00,45.00,20.00,38.00,4,4-4-0,2,10
35,3189,12.00,38.00,40.00,46.00,6,3-7-0,0,10
36,3615,12.00,21.00,10.00,37.00,6,3-5-0,2,10
37,3598,11.00,76.00,30.00,42.00,2,4-5-1,0,10
38,2156,11.00,18.00,0,53.00,4,3-6-1,0,10
39,114,10.00,70.00,20.00,35.00,4,3-7-0,0,10
40,766,10.00,47.00,50.00,42.00,4,3-5-0,2,10
41,3045,10.00,42.00,10.00,39.00,4,3-3-0,4,10
42,692,10.00,29.00,20.00,22.00,4,3-7-0,0,10
43,3257,9.00,51.00,10.00,40.00,2,3-6-1,0,10
44,2551,9.00,31.00,20.00,81.00,2,3-6-1,0,10
45,2144,8.00,63.00,40.00,36.00,2,3-7-0,0,10
46,295,7.00,27.00,10.00,37.00,2,2-7-1,0,10
47,1072,6.00,36.00,30.00,60.00,0,3-7-0,0,10
48,675,6.00,31.00,20.00,17.00,2,2-7-0,1,10
49,3505,2.00,24.00,0,28.00,0,1-0-0,9,10
50,3859,0,22.00,30.00,25.00,0,0-10-0,0,10
