Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,3528,28.00,120.00,50.00,138.00,10,9-1-0,0,10
2,1540,26.00,98.00,60.00,163.00,10,8-2-0,0,10
3,476,24.00,130.00,60.00,118.00,4,10-0-0,0,10
4,1939,24.00,60.00,50.00,118.00,4,10-0-0,0,10
5,1806,22.00,65.00,60.00,129.00,6,8-2-0,0,10
6,2354,20.00,147.00,30.00,84.00,4,8-2-0,0,10
7,2165,20.00,110.00,70.00,110.00,4,8-2-0,0,10
8,2345,20.00,79.00,70.00,85.00,6,7-3-0,0,10
9,3144,20.00,72.00,60.00,80.00,8,6-4-0,0,10
10,1742,18.00,119.00,40.00,79.00,6,6-4-0,0,10
11,1561,18.00,92.00,70.00,79.00,6,6-4-0,0,10
12,3507,18.00,63.00,50.00,178.00,2,8-2-0,0,10
13,2333,18.00,46.00,50.00,56.00,8,5-5-0,0,10
14,2352,16.00,90.00,60.00,87.00,6,5-5-0,0,10
15,2424,16.00,78.00,50.00,85.00,4,6-4-0,0,10
16,2461,16.00,34.00,70.00,99.00,2,7-3-0,0,10
17,3179,15.00,48.00,20.00,55.00,8,3-6-1,0,10
18,2389,14.00,85.00,30.00,74.00,2,6-4-0,0,10
19,2410,14.00,69.00,40.00,65.00,2,6-4-0,0,10
20,2986,14.00,64.00,30.00,90.00,2,6-4-0,0,10
21,2395,14.00,63.00,10.00,72.00,2,6-4-0,0,10
22,3169,14.00,59.00,50.00,66.00,0,7-3-0,0,10
23,3247,14.00,45.00,20.00,62.00,6,4-6-0,0,10
24,3163,14.00,34.00,30.00,115.00,6,4-6-0,0,10
25,3593,14.00,32.00,50.00,56.00,6,3-5-2,0,10
26,932,14.00,24.00,50.00,77.00,6,4-6-0,0,10
27,2369,13.00,61.00,40.00,66.00,2,5-4-1,0,10
28,3498,13.00,59.00,30.00,55.00,4,4-5-1,0,10
29,2341,13.00,57.00,40.00,90.00,2,5-4-1,0,10
30,2388,13.00,54.00,20.00,54.00,4,4-5-1,0,10
31,2359,12.00,68.00,30.00,62.00,4,4-6-0,0,10
32,31,12.00,61.00,30.00,67.00,2,5-5-0,0,10
33,3660,12.00,56.00,60.00,66.00,4,4-6-0,0,10
34,2372,12.00,56.00,10.00,103.00,4,4-6-0,0,10
35,2004,12.00,49.00,20.00,58.00,2,5-5-0,0,10
36,4005,12.00,44.00,50.00,64.00,4,4-6-0,0,10
37,1209,12.00,35.00,20.00,104.00,0,6-4-0,0,10
38,4349,11.00,52.00,10.00,45.00,4,3-6-1,0,10
39,2373,11.00,29.00,20.00,57.00,2,4-5-1,0,10
40,3937,10.00,75.00,20.00,110.00,0,5-5-0,0,10
41,3931,8.00,77.00,30.00,67.00,2,3-7-0,0,10
42,2382,8.00,52.00,0,74.00,2,3-7-0,0,10
43,3465,8.00,49.00,30.00,52.00,0,4-6-0,0,10
44,2765,8.00,48.00,30.00,57.00,0,4-6-0,0,10
45,3463,8.00,36.00,30.00,50.00,4,2-8-0,0,10
46,2343,8.00,33.00,30.00,39.00,2,3-7-0,0,10
47,2435,8.00,27.00,10.00,64.00,2,3-7-0,0,10
48,2398,7.00,25.00,10.00,82.00,2,2-7-1,0,10
49,3152,7.00,16.00,0,24.00,2,2-7-1,0,10
50,2723,6.00,58.00,30.00,45.00,2,2-8-0,0,10
51,1750,6.00,40.00,20.00,42.00,2,2-8-0,0,10
52,3160,6.00,28.00,20.00,70.00,0,3-7-0,0,10
53,3457,6.00,17.00,30.00,83.00,2,2-8-0,0,10
54,2795,5.00,40.00,20.00,57.00,2,1-8-1,0,10
