Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,67,22.00,400.00,625.00,330.00,622.00,11-1-0,0,12
2,1918,20.00,590.00,619.00,280.00,554.00,10-2-0,0,12
3,314,20.00,540.00,585.00,260.00,285.00,10-2-0,0,12
4,85,18.00,480.00,613.00,350.00,367.00,9-3-0,0,12
5,308,18.00,460.00,440.00,280.00,305.00,9-3-0,0,12
6,503,18.00,440.00,472.00,300.00,494.00,9-3-0,0,12
7,5162,18.00,350.00,616.00,330.00,398.00,9-3-0,0,12
8,2771,16.00,510.00,466.00,240.00,478.00,8-4-0,0,12
9,1684,16.00,500.00,516.00,110.00,264.00,8-4-0,0,12
10,5316,14.00,420.00,523.00,240.00,326.00,7-5-0,0,12
11,3655,14.00,390.00,508.00,300.00,310.00,7-5-0,0,12
12,74,14.00,350.00,466.00,300.00,402.00,7-5-0,0,12
13,5173,14.00,310.00,474.00,220.00,405.00,7-5-0,0,12
14,703,14.00,290.00,487.00,190.00,331.00,7-5-0,0,12
15,3658,13.00,430.00,506.00,230.00,168.00,6-5-1,0,12
16,1504,13.00,370.00,446.00,290.00,306.00,6-5-1,0,12
17,5282,12.00,230.00,441.00,250.00,352.00,6-6-0,0,12
18,5014,12.00,170.00,410.00,140.00,336.00,6-6-0,0,12
19,5257,11.00,250.00,368.00,240.00,362.00,5-6-1,0,12
20,5167,11.00,210.00,444.00,190.00,395.00,5-6-1,0,12
21,2611,10.00,310.00,477.00,120.00,247.00,5-7-0,0,12
22,5256,10.00,290.00,344.00,110.00,159.00,5-7-0,0,12
23,5056,10.00,270.00,467.00,160.00,246.00,5-7-0,0,12
24,5234,10.00,270.00,419.00,170.00,197.00,5-7-0,0,12
25,3357,10.00,250.00,439.00,150.00,263.00,5-7-0,0,12
26,4776,10.00,230.00,427.00,190.00,280.00,5-7-0,0,12
27,3667,10.00,220.00,487.00,230.00,258.00,5-7-0,0,12
28,5067,10.00,180.00,434.00,110.00,270.00,5-7-0,0,12
29,5205,10.00,170.00,331.00,190.00,210.00,5-7-0,0,12
30,1254,10.00,120.00,462.00,200.00,343.00,5-7-0,0,12
31,5233,10.00,110.00,393.00,270.00,201.00,5-7-0,0,12
32,3546,9.00,270.00,300.00,210.00,204.00,4-7-1,0,12
33,3639,9.00,190.00,347.00,160.00,299.00,4-7-1,0,12
34,4327,8.00,270.00,347.00,190.00,290.00,4-8-0,0,12
35,1940,8.00,250.00,364.00,190.00,169.00,4-8-0,0,12
36,5246,8.00,190.00,430.00,100.00,358.00,4-8-0,0,12
37,4838,6.00,210.00,340.00,170.00,122.00,3-9-0,0,12
38,5251,6.00,190.00,408.00,230.00,132.00,3-9-0,0,12
39,2474,6.00,140.00,407.00,190.00,231.00,3-9-0,0,12
40,5182,2.00,150.00,520.00,200.00,103.00,1-11-0,0,12
