Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2451,22.00,460.00,601.00,390.00,572.00,11-1-0,0,12
2,1625,22.00,420.00,577.00,450.00,803.00,11-1-0,0,12
3,2338,20.00,570.00,535.00,250.00,681.00,10-2-0,0,12
4,4096,20.00,340.00,402.00,130.00,497.00,10-2-0,0,12
5,1732,18.00,540.00,556.00,130.00,516.00,9-3-0,0,12
6,695,18.00,340.00,401.00,210.00,557.00,9-3-0,0,12
7,3061,18.00,210.00,443.00,120.00,522.00,9-3-0,0,12
8,1675,16.00,340.00,345.00,190.00,448.00,8-4-0,0,12
9,4241,16.00,170.00,453.00,100.00,315.00,8-4-0,0,12
10,2704,15.00,290.00,281.00,220.00,425.00,7-4-1,0,12
11,3067,14.00,360.00,382.00,240.00,328.00,7-5-0,0,12
12,3352,14.00,320.00,330.00,220.00,306.00,7-5-0,0,12
13,3646,14.00,290.00,336.00,220.00,429.00,7-5-0,0,12
14,4676,14.00,220.00,336.00,200.00,524.00,7-5-0,0,12
15,2022,14.00,200.00,362.00,130.00,444.00,7-5-0,0,12
16,4645,14.00,150.00,255.00,90.00,401.00,7-5-0,0,12
17,111,14.00,140.00,362.00,260.00,483.00,7-5-0,0,12
18,5125,13.00,80.00,272.00,240.00,602.00,6-5-1,0,12
19,2010,12.00,370.00,368.00,160.00,370.00,6-6-0,0,12
20,2062,12.00,310.00,545.00,290.00,493.00,6-6-0,0,12
21,2399,12.00,290.00,367.00,80.00,309.00,6-6-0,0,12
22,2358,12.00,240.00,337.00,140.00,283.00,6-6-0,0,12
23,2830,12.00,230.00,363.00,60.00,295.00,6-6-0,0,12
24,2506,12.00,230.00,287.00,140.00,289.00,6-6-0,0,12
25,1781,12.00,190.00,356.00,230.00,289.00,6-6-0,0,12
26,5350,12.00,190.00,272.00,140.00,366.00,6-6-0,0,12
27,4551,12.00,160.00,271.00,120.00,456.00,6-6-0,0,12
28,1739,12.00,140.00,252.00,100.00,269.00,6-6-0,0,12
29,4979,12.00,110.00,360.00,140.00,377.00,6-6-0,0,12
30,2781,12.00,110.00,318.00,180.00,328.00,6-6-0,0,12
31,4191,11.00,220.00,317.00,70.00,404.00,5-6-1,0,12
32,1850,11.00,130.00,313.00,130.00,229.00,5-6-1,0,12
33,3936,10.00,390.00,262.00,70.00,294.00,5-7-0,0,12
34,3695,10.00,360.00,317.00,160.00,223.00,5-7-0,0,12
35,71,10.00,350.00,535.00,220.00,741.00,5-7-0,0,12
36,648,10.00,300.00,283.00,30.00,385.00,5-7-0,0,12
37,2709,10.00,250.00,276.00,100.00,379.00,5-7-0,0,12
38,3135,10.00,170.00,236.00,90.00,340.00,5-7-0,0,12
39,2905,10.00,110.00,322.00,190.00,412.00,5-7-0,0,12
40,101,10.00,110.00,308.00,130.00,391.00,5-7-0,0,12
41,2115,10.00,100.00,253.00,180.00,397.00,5-5-0,2,12
42,4302,9.00,160.00,266.00,160.00,230.00,4-7-1,0,12
43,2197,9.00,140.00,331.00,140.00,164.00,4-7-1,0,12
44,2151,8.00,160.00,210.00,90.00,425.00,4-8-0,0,12
45,4972,8.00,90.00,299.00,180.00,245.00,4-8-0,0,12
46,4787,8.00,70.00,227.00,100.00,408.00,4-8-0,0,12
47,3110,6.00,130.00,273.00,120.00,572.00,3-9-0,0,12
48,4292,6.00,120.00,301.00,70.00,413.00,3-9-0,0,12
49,2136,6.00,110.00,240.00,220.00,299.00,3-9-0,0,12
50,4702,6.00,90.00,318.00,140.00,419.00,3-9-0,0,12
51,3177,6.00,60.00,287.00,110.00,414.00,3-8-0,1,12
52,3488,4.00,90.00,156.00,30.00,175.00,2-9-0,1,12
53,2725,4.00,50.00,223.00,110.00,406.00,2-10-0,0,12
