Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,5587,2.0,2845.0,515.0,1280.0,1250.0,0.0,12-0-0,12
2,6239,1.5800000000000001,2657.0,406.0,1160.0,1250.0,2.0,9-2-1,12
3,2964,1.5,2530.0,595.0,1220.0,1050.0,0.0,9-3-0,12
4,4464,1.5,2345.0,440.0,1100.0,1000.0,0.0,9-3-0,12
5,619,1.4099999999999999,2816.0,395.0,1280.0,1150.0,1.0,8-3-1,12
6,1123,1.4099999999999999,2611.0,456.0,1340.0,900.0,1.0,8-3-1,12
7,5115,1.3300000000000001,2576.0,630.0,1280.0,1000.0,1.0,8-4-0,12
8,3714,1.3300000000000001,2305.0,525.0,1160.0,800.0,0.0,8-4-0,12
9,4472,1.25,2696.0,391.0,1360.0,1100.0,1.0,7-4-1,12
10,4067,1.25,2620.0,505.0,1320.0,1100.0,0.0,7-4-1,12
11,4541,1.1599999999999999,2679.0,466.0,1300.0,1100.0,4.0,7-5-0,12
12,1727,1.1599999999999999,2672.0,587.0,1300.0,950.0,2.0,7-5-0,12
13,1389,1.1599999999999999,2491.0,405.0,1320.0,900.0,1.0,7-5-0,12
14,2537,1.0800000000000001,2635.0,505.0,1360.0,1050.0,0.0,6-5-1,12
15,3748,1.0800000000000001,2401.0,450.0,1300.0,750.0,1.0,6-5-1,12
16,4505,1.0800000000000001,2395.0,580.0,1300.0,800.0,0.0,6-5-1,12
17,2186,1.0,2406.0,350.0,1220.0,950.0,1.0,6-6-0,12
18,4514,1.0,2375.0,400.0,1240.0,900.0,0.0,6-6-0,12
19,1446,1.0,2326.0,391.0,1180.0,900.0,1.0,6-6-0,12
20,686,1.0,2180.0,505.0,1240.0,750.0,0.0,6-6-0,12
21,2534,0.91000000000000003,2677.0,571.0,1380.0,950.0,2.0,5-6-1,12
22,2421,0.91000000000000003,2386.0,506.0,1240.0,900.0,1.0,5-6-1,12
23,2377,0.91000000000000003,2329.0,628.0,1320.0,800.0,9.0,5-6-1,12
24,4099,0.82999999999999996,2366.0,640.0,1320.0,750.0,1.0,5-7-0,12
25,6326,0.82999999999999996,2291.0,510.0,1280.0,800.0,1.0,5-7-0,12
26,5243,0.82999999999999996,2071.0,466.0,1220.0,600.0,1.0,5-7-0,12
27,5830,0.82999999999999996,2040.0,275.0,1040.0,750.0,0.0,5-7-0,12
28,5945,0.82999999999999996,1845.0,235.0,880.0,750.0,0.0,5-4-0,12
29,2961,0.82999999999999996,1607.0,267.0,740.0,700.0,2.0,4-2-2,12
30,449,0.75,2245.0,500.0,1240.0,800.0,0.0,4-7-1,12
31,4137,0.66000000000000003,2127.0,471.0,1220.0,600.0,2.0,4-8-0,12
32,5841,0.66000000000000003,2052.0,397.0,1040.0,700.0,2.0,4-8-0,12
33,6213,0.57999999999999996,2001.0,460.0,1100.0,600.0,1.0,3-8-1,12
34,1915,0.57999999999999996,1955.0,320.0,1060.0,650.0,0.0,3-8-1,12
35,5549,0.5,2262.0,462.0,1340.0,650.0,2.0,3-9-0,12
36,3650,0.5,2191.0,336.0,1300.0,650.0,1.0,3-9-0,12
37,4949,0.5,1935.0,225.0,1040.0,650.0,0.0,3-9-0,12
38,6504,0.40999999999999998,1791.0,435.0,1020.0,550.0,1.0,2-9-1,12
39,2068,0.33000000000000002,1386.0,226.0,800.0,350.0,1.0,2-8-0,12
40,6505,0.25,1320.0,75.0,720.0,450.0,0.0,1-7-1,12
