Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,330,18.00,440.00,417.00,140.00,367.00,9-1-0,0,10
2,3970,18.00,380.00,446.00,120.00,267.00,9-1-0,0,10
3,294,16.00,390.00,455.00,170.00,158.00,8-2-0,0,10
4,1717,16.00,370.00,386.00,60.00,245.00,8-2-0,0,10
5,4201,16.00,340.00,390.00,190.00,287.00,7-1-2,0,10
6,2637,16.00,140.00,346.00,180.00,249.00,8-2-0,0,10
7,3309,15.00,210.00,352.00,300.00,240.00,7-2-1,0,10
8,3512,15.00,190.00,306.00,180.00,161.00,7-2-1,0,10
9,5089,15.00,180.00,251.00,140.00,283.00,7-2-1,0,10
10,973,14.00,370.00,232.00,250.00,347.00,7-3-0,0,10
11,1692,14.00,290.00,172.00,130.00,166.00,7-3-0,0,10
12,5124,14.00,230.00,271.00,120.00,194.00,7-3-0,0,10
13,4415,14.00,230.00,271.00,110.00,182.00,7-3-0,0,10
14,696,14.00,190.00,471.00,180.00,213.00,7-3-0,0,10
15,1515,13.00,210.00,322.00,140.00,76.00,6-3-1,0,10
16,4913,13.00,200.00,326.00,110.00,207.00,6-3-1,0,10
17,1197,13.00,170.00,332.00,160.00,268.00,6-3-1,0,10
18,3120,13.00,90.00,211.00,140.00,145.00,6-3-1,0,10
19,687,12.00,320.00,238.00,120.00,154.00,6-4-0,0,10
20,1452,12.00,280.00,236.00,140.00,165.00,6-4-0,0,10
21,4276,12.00,240.00,350.00,150.00,336.00,6-4-0,0,10
22,3993,12.00,210.00,246.00,230.00,326.00,6-4-0,0,10
23,207,12.00,130.00,337.00,120.00,238.00,6-4-0,0,10
24,968,12.00,100.00,172.00,90.00,221.00,6-4-0,0,10
25,4619,11.00,270.00,233.00,150.00,377.00,5-4-1,0,10
26,1836,11.00,230.00,197.00,100.00,233.00,5-4-1,0,10
27,4997,10.00,300.00,233.00,70.00,147.00,5-5-0,0,10
28,4501,10.00,260.00,322.00,200.00,233.00,5-5-0,0,10
29,4413,10.00,240.00,278.00,60.00,173.00,5-5-0,0,10
30,867,10.00,180.00,250.00,100.00,166.00,5-5-0,0,10
31,691,10.00,180.00,235.00,100.00,94.00,5-5-0,0,10
32,980,10.00,160.00,266.00,90.00,84.00,5-5-0,0,10
33,1438,10.00,140.00,232.00,140.00,223.00,5-5-0,0,10
34,606,10.00,120.00,196.00,80.00,329.00,5-5-0,0,10
35,3328,10.00,110.00,241.00,160.00,101.00,5-5-0,0,10
36,5102,9.00,230.00,188.00,80.00,199.00,4-5-1,0,10
37,4964,9.00,190.00,145.00,40.00,229.00,4-5-1,0,10
38,981,9.00,110.00,217.00,130.00,417.00,4-5-1,0,10
39,3453,8.00,230.00,239.00,120.00,163.00,4-6-0,0,10
40,702,8.00,190.00,192.00,100.00,132.00,4-6-0,0,10
41,1759,8.00,180.00,182.00,40.00,197.00,4-6-0,0,10
42,1661,8.00,180.00,167.00,90.00,210.00,4-6-0,0,10
43,3953,8.00,160.00,263.00,140.00,197.00,4-6-0,0,10
44,3408,8.00,140.00,201.00,70.00,176.00,4-6-0,0,10
45,2584,8.00,140.00,188.00,50.00,119.00,4-6-0,0,10
46,1160,8.00,120.00,201.00,130.00,137.00,4-6-0,0,10
47,3759,8.00,100.00,131.00,120.00,115.00,4-6-0,0,10
48,2496,8.00,90.00,254.00,60.00,165.00,4-6-0,0,10
49,3851,8.00,90.00,218.00,50.00,180.00,4-6-0,0,10
50,3752,8.00,60.00,170.00,120.00,47.00,4-5-0,1,10
51,4,8.00,60.00,143.00,70.00,67.00,4-6-0,0,10
52,2576,8.00,50.00,265.00,80.00,129.00,4-6-0,0,10
53,3027,8.00,0,192.00,60.00,103.00,4-6-0,0,10
54,1644,7.00,150.00,202.00,70.00,135.00,3-6-1,0,10
55,1138,6.00,130.00,173.00,110.00,107.00,3-7-0,0,10
56,988,6.00,90.00,173.00,80.00,185.00,3-7-0,0,10
57,2404,6.00,70.00,157.00,90.00,240.00,3-7-0,0,10
58,4079,5.00,120.00,147.00,90.00,169.00,2-7-1,0,10
59,848,5.00,50.00,228.00,30.00,234.00,2-7-1,0,10
60,3863,4.00,180.00,163.00,80.00,75.00,2-8-0,0,10
61,4960,4.00,150.00,206.00,20.00,137.00,2-8-0,0,10
62,4123,4.00,110.00,200.00,50.00,45.00,2-8-0,0,10
63,974,4.00,70.00,221.00,80.00,251.00,2-8-0,0,10
64,1148,4.00,70.00,162.00,60.00,86.00,2-7-0,1,10
65,4141,3.00,100.00,157.00,30.00,181.00,1-8-1,0,10
66,4966,2.00,100.00,116.00,70.00,58.00,1-9-0,0,10
