Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,870,20.00,220.00,433.00,140.00,310.00,10-1-0,0,11
2,564,18.00,270.00,487.00,80.00,387.00,9-2-0,0,11
3,2875,18.00,270.00,449.00,250.00,454.00,9-2-0,0,11
4,1796,18.00,230.00,540.00,180.00,396.00,9-2-0,0,11
5,1230,16.00,270.00,476.00,140.00,251.00,7-2-2,0,11
6,3137,15.00,180.00,455.00,150.00,282.00,7-3-1,0,11
7,28,14.00,260.00,380.00,60.00,280.00,7-4-0,0,11
8,533,14.00,220.00,375.00,100.00,248.00,7-4-0,0,11
9,884,14.00,170.00,377.00,90.00,217.00,7-4-0,0,11
10,3171,14.00,110.00,368.00,120.00,392.00,7-4-0,0,11
11,358,14.00,70.00,360.00,60.00,343.00,7-4-0,0,11
12,527,14.00,60.00,411.00,120.00,335.00,7-4-0,0,11
13,3624,13.00,190.00,480.00,210.00,152.00,6-4-1,0,11
14,4458,13.00,160.00,426.00,110.00,476.00,6-4-1,0,11
15,1751,13.00,160.00,302.00,150.00,397.00,6-4-1,0,11
16,514,13.00,120.00,413.00,80.00,317.00,6-4-1,0,11
17,369,13.00,100.00,381.00,80.00,580.00,6-4-1,0,11
18,329,12.00,250.00,298.00,110.00,344.00,6-5-0,0,11
19,2638,12.00,220.00,441.00,130.00,374.00,6-5-0,0,11
20,263,12.00,200.00,364.00,160.00,336.00,6-5-0,0,11
21,871,12.00,180.00,411.00,100.00,280.00,6-5-0,0,11
22,1803,12.00,160.00,397.00,60.00,263.00,6-5-0,0,11
23,4006,12.00,130.00,392.00,110.00,358.00,6-5-0,0,11
24,1554,12.00,100.00,315.00,70.00,169.00,6-5-0,0,11
25,1546,12.00,90.00,356.00,60.00,320.00,6-5-0,0,11
26,4567,12.00,40.00,300.00,90.00,336.00,6-5-0,0,11
27,545,11.00,110.00,501.00,90.00,272.00,5-5-1,0,11
28,1156,11.00,110.00,314.00,90.00,322.00,5-5-1,0,11
29,569,11.00,90.00,377.00,60.00,501.00,5-5-1,0,11
30,204,10.00,300.00,496.00,120.00,104.00,5-6-0,0,11
31,3950,10.00,260.00,295.00,80.00,233.00,5-6-0,0,11
32,1468,10.00,200.00,418.00,150.00,317.00,5-6-0,0,11
33,810,10.00,140.00,337.00,60.00,247.00,5-6-0,0,11
34,496,10.00,120.00,398.00,90.00,330.00,5-6-0,0,11
35,2487,10.00,110.00,322.00,120.00,182.00,5-6-0,0,11
36,333,10.00,100.00,232.00,70.00,318.00,5-6-0,0,11
37,5016,10.00,80.00,336.00,140.00,238.00,5-6-0,0,11
38,2872,8.00,160.00,268.00,80.00,146.00,4-7-0,0,11
39,1537,8.00,120.00,282.00,160.00,207.00,4-7-0,0,11
40,271,8.00,80.00,292.00,80.00,264.00,4-7-0,0,11
41,2347,8.00,80.00,287.00,170.00,169.00,4-7-0,0,11
42,2027,8.00,50.00,278.00,80.00,247.00,4-7-0,0,11
43,3460,7.00,150.00,382.00,110.00,186.00,3-7-1,0,11
44,353,6.00,140.00,266.00,110.00,347.00,3-8-0,0,11
45,5099,4.00,170.00,265.00,90.00,163.00,2-9-0,0,11
46,2161,4.00,120.00,239.00,80.00,151.00,2-9-0,0,11
47,352,4.00,90.00,372.00,80.00,249.00,2-9-0,0,11
48,371,4.00,60.00,243.00,100.00,269.00,2-9-0,0,11
49,1607,4.00,40.00,232.00,70.00,171.00,2-9-0,0,11
50,601,2.00,90.00,317.00,60.00,282.00,1-10-0,0,11
