Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,610,28.00,140.00,70.00,154.00,6,11-0-0,0,11
2,842,26.00,94.00,60.00,272.00,6,10-1-0,0,11
3,2449,22.00,58.00,80.00,104.00,6,8-3-0,0,11
4,498,21.00,76.00,90.00,59.00,3,9-2-0,0,11
5,383,20.00,107.00,50.00,81.00,7,6-4-1,0,11
6,1165,19.00,101.00,30.00,120.00,5,7-4-0,0,11
7,2486,19.00,99.00,50.00,125.00,5,7-4-0,0,11
8,2840,18.00,81.00,60.00,104.00,4,7-4-0,0,11
9,2662,18.00,77.00,40.00,95.00,4,7-4-0,0,11
10,2134,18.00,71.00,70.00,87.00,3,7-3-1,0,11
11,996,18.00,67.00,50.00,91.00,4,7-4-0,0,11
12,2403,18.00,51.00,50.00,87.00,4,7-4-0,0,11
13,4202,18.00,49.00,80.00,85.00,6,6-4-0,1,11
14,4183,17.00,97.00,20.00,72.00,0,8-2-1,0,11
15,4102,17.00,44.00,40.00,138.00,4,6-4-1,0,11
16,1726,16.00,91.00,30.00,109.00,2,7-4-0,0,11
17,3853,16.00,21.00,10.00,54.00,8,4-7-0,0,11
18,3517,15.00,68.00,30.00,65.00,5,5-6-0,0,11
19,3321,15.00,64.00,30.00,62.00,6,4-6-1,0,11
20,4126,15.00,63.00,30.00,61.00,4,5-5-1,0,11
21,1164,15.00,54.00,50.00,64.00,4,5-5-1,0,11
22,4111,15.00,42.00,0,81.00,2,6-4-1,0,11
23,1011,15.00,39.00,20.00,58.00,4,5-5-1,0,11
24,3785,14.00,80.00,50.00,79.00,4,5-6-0,0,11
25,60,14.00,55.00,60.00,66.00,2,6-4-0,1,11
26,3170,14.00,55.00,20.00,54.00,4,5-6-0,0,11
27,2657,14.00,34.00,60.00,112.00,4,5-6-0,0,11
28,3187,14.00,34.00,20.00,54.00,5,4-6-1,0,11
29,2844,14.00,19.00,30.00,51.00,6,4-7-0,0,11
30,2647,13.00,43.00,40.00,61.00,5,4-7-0,0,11
31,698,13.00,35.00,80.00,43.00,2,5-5-1,0,11
32,2375,12.00,80.00,60.00,83.00,2,5-6-0,0,11
33,991,12.00,80.00,40.00,73.00,2,5-6-0,0,11
34,3158,12.00,60.00,50.00,75.00,3,4-6-1,0,11
35,1492,12.00,60.00,50.00,59.00,4,4-7-0,0,11
36,3133,12.00,27.00,40.00,39.00,2,5-6-0,0,11
37,1290,11.00,78.00,40.00,67.00,2,4-6-1,0,11
38,1828,10.00,75.00,20.00,37.00,2,4-7-0,0,11
39,3281,10.00,24.00,40.00,68.00,0,5-6-0,0,11
40,3048,9.00,56.00,20.00,49.00,0,4-6-1,0,11
41,3194,9.00,54.00,40.00,44.00,0,4-6-1,0,11
42,3944,9.00,53.00,20.00,46.00,4,2-8-1,0,11
43,1212,9.00,52.00,40.00,92.00,3,3-8-0,0,11
44,4018,9.00,50.00,20.00,57.00,2,3-7-1,0,11
45,1013,9.00,18.00,30.00,61.00,2,3-7-1,0,11
46,4146,8.00,81.00,60.00,70.00,0,4-7-0,0,11
47,1633,8.00,58.00,10.00,117.00,2,3-7-0,1,11
48,3019,6.00,44.00,20.00,51.00,0,3-8-0,0,11
49,3577,6.00,30.00,20.00,52.00,2,2-9-0,0,11
50,1798,4.00,21.00,20.00,13.00,0,2-3-0,6,11
