Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,222,8,1,1,10,17.00,47.80,112
2,3062,8,2,0,10,16.00,46.90,84
3,2603,8,2,0,10,16.00,34.70,112
4,128,7,2,1,10,15.00,45.70,71
5,1629,7,3,0,10,14.00,47.60,87
6,1218,7,3,0,10,14.00,44.80,92
7,2534,7,3,0,10,14.00,42.40,83
8,63,7,3,0,10,14.00,42.30,92
9,291,7,3,0,10,14.00,41.80,77
10,48,7,3,0,10,14.00,41.50,86
11,302,6,3,1,10,13.00,42.10,92
12,2399,6,4,0,10,12.00,44.00,73
13,379,6,4,0,10,12.00,41.60,92
14,2901,6,4,0,10,12.00,40.30,87
15,2614,5,4,1,10,11.00,46.00,87
16,1990,5,4,1,10,11.00,42.10,88
17,337,5,4,1,10,11.00,42.10,79
18,1367,5,4,1,10,11.00,38.90,71
19,1249,5,4,1,10,11.00,36.10,80
20,2641,5,5,0,10,10.00,35.50,73
21,869,5,5,0,10,10.00,34.80,92
22,2279,4,5,1,10,9.00,43.00,84
23,2644,4,6,0,10,8.00,44.80,88
24,3108,4,6,0,10,8.00,44.80,68
25,2252,4,6,0,10,8.00,43.00,71
26,117,4,6,0,10,8.00,42.40,84
27,2051,4,6,0,10,8.00,38.90,64
28,2544,4,6,0,10,8.00,30.40,112
29,2172,3,7,0,10,6.00,44.20,74
30,2407,3,7,0,10,6.00,40.50,62
31,1708,3,7,0,10,6.00,38.70,73
32,2428,3,7,0,10,6.00,37.00,77
33,306,2,7,1,10,5.00,29.00,75
34,1743,2,7,0,9,4.00,42.90,71
35,2656,2,8,0,10,4.00,39.60,80
36,440,1,8,1,10,3.00,40.60,86
37,2618,0,8,1,9,1.00,34.40,66
