Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,1885,8,1,0,9,16.00,22.88
2,2363,8,1,0,9,16.00,20.33
3,1895,8,1,0,9,16.00,14.44
4,25,7,1,1,9,15.00,29.00
5,1095,7,1,1,9,15.00,5.33
6,1676,6,1,2,9,14.00,22.33
7,122,7,2,0,9,14.00,20.00
8,1731,6,3,0,9,12.00,33.22
9,11,6,3,0,9,12.00,27.88
10,422,6,3,0,9,12.00,21.44
11,1610,6,3,0,9,12.00,18.77
12,1111,6,1,0,7,12.00,17.55
13,1058,6,3,0,9,12.00,15.66
14,539,6,2,0,8,12.00,14.33
15,1793,6,3,0,9,12.00,9.22
16,3872,6,3,0,9,12.00,9.00
17,1598,5,2,1,8,11.00,21.22
18,1418,5,3,1,9,11.00,17.22
19,3625,5,3,1,9,11.00,14.44
20,612,5,3,1,9,11.00,11.66
21,2988,5,3,1,9,11.00,9.88
22,75,5,4,0,9,10.00,22.00
23,2386,5,4,0,9,10.00,21.44
24,1086,5,4,0,9,10.00,17.77
25,620,5,4,0,9,10.00,16.00
26,3258,5,2,0,7,10.00,15.88
27,1908,5,2,0,7,10.00,15.44
28,2998,5,4,0,9,10.00,15.11
29,540,4,2,2,8,10.00,14.66
30,1522,5,4,0,9,10.00,10.44
31,2186,5,2,0,7,10.00,8.44
32,2434,4,2,1,7,9.00,15.66
33,2914,4,4,1,9,9.00,11.44
34,339,3,4,2,9,8.00,27.11
35,1033,4,5,0,9,8.00,14.33
36,2107,4,3,0,7,8.00,9.00
37,1262,4,5,0,9,8.00,7.00
38,2028,4,5,0,9,8.00,3.11
39,3136,3,5,1,9,7.00,15.55
40,3870,3,5,1,9,7.00,9.44
41,2402,3,6,0,9,6.00,15.66
42,1829,3,5,0,8,6.00,15.22
43,2106,3,6,0,9,6.00,13.88
44,401,3,6,0,9,6.00,12.44
45,2890,2,5,2,9,6.00,12.22
46,388,3,5,0,8,6.00,11.66
47,3274,3,6,0,9,6.00,11.11
48,3168,2,4,2,8,6.00,11.00
49,3359,3,4,0,7,6.00,6.55
50,3143,3,3,0,6,6.00,6.33
51,384,2,6,1,9,5.00,14.11
52,346,2,6,1,9,5.00,10.88
53,2021,2,6,1,9,5.00,10.22
54,3709,2,6,0,8,4.00,23.11
55,2068,2,7,0,9,4.00,19.33
56,3373,2,7,0,9,4.00,11.33
57,405,2,6,0,8,4.00,7.66
58,611,2,7,0,9,4.00,6.77
59,3361,1,7,1,9,3.00,9.33
60,1599,1,6,1,8,3.00,7.55
61,617,1,6,1,8,3.00,7.55
62,3079,1,4,1,6,3.00,2.11
63,3072,1,7,0,8,2.00,13.66
64,1137,0,7,1,8,1.00,7.55
