2019mifor_f1m1,frc2337,frc910,frc7809,frc3357,frc226,frc904,80,75
2019mifor_f1m2,frc2337,frc910,frc7809,frc3357,frc226,frc904,84,74
2019mifor_qf1m1,frc2337,frc910,frc7809,frc4961,frc5222,frc2959,94,51
2019mifor_qf1m2,frc2337,frc910,frc7809,frc4961,frc5222,frc2959,97,56
2019mifor_qf2m1,frc3322,frc6100,frc5173,frc2771,frc5069,frc2474,54,56
2019mifor_qf2m2,frc3322,frc6100,frc5173,frc2771,frc5069,frc2474,66,63
2019mifor_qf2m3,frc3322,frc6100,frc5173,frc2771,frc5069,frc2474,74,79
2019mifor_qf3m1,frc2075,frc4967,frc7658,frc6002,frc7166,frc4482,87,49
2019mifor_qf3m2,frc2075,frc4967,frc7658,frc6002,frc7166,frc4482,24,62
2019mifor_qf3m3,frc2075,frc4967,frc7658,frc6002,frc7166,frc4482,72,43
2019mifor_qf4m1,frc3357,frc226,frc904,frc2619,frc6963,frc6550,97,51
2019mifor_qf4m2,frc3357,frc226,frc904,frc2619,frc6963,frc6550,80,57
2019mifor_qm1,frc2474,frc2337,frc904,frc2075,frc5173,frc2771,63,67
2019mifor_qm10,frc3357,frc6114,frc7166,frc904,frc2075,frc5473,60,69
2019mifor_qm11,frc4482,frc4382,frc4967,frc5222,frc2337,frc5069,49,60
2019mifor_qm12,frc3570,frc7210,frc2959,frc2474,frc226,frc6002,56,80
2019mifor_qm13,frc3234,frc3322,frc6963,frc5162,frc7810,frc7223,55,39
2019mifor_qm14,frc6102,frc6138,frc4482,frc4961,frc6642,frc904,44,56
2019mifor_qm15,frc3357,frc2959,frc6550,frc6002,frc6100,frc7166,68,77
2019mifor_qm16,frc5162,frc5069,frc226,frc5222,frc2075,frc7602,59,59
2019mifor_qm17,frc4967,frc2619,frc7809,frc7810,frc6102,frc6114,67,21
2019mifor_qm18,frc858,frc3234,frc5473,frc7658,frc5173,frc4382,39,46
2019mifor_qm19,frc2337,frc7772,frc2771,frc7223,frc7210,frc4998,73,36
2019mifor_qm2,frc4998,frc6002,frc4482,frc858,frc6100,frc4961,48,61
2019mifor_qm20,frc3322,frc4961,frc910,frc6963,frc3570,frc2474,66,49
2019mifor_qm21,frc6642,frc5473,frc5173,frc4967,frc5162,frc3357,49,54
2019mifor_qm22,frc2075,frc7772,frc6138,frc226,frc7223,frc5222,44,56
2019mifor_qm23,frc4998,frc6102,frc7602,frc7809,frc3234,frc2474,26,38
2019mifor_qm24,frc6002,frc5069,frc2771,frc4482,frc7658,frc904,73,64
2019mifor_qm25,frc858,frc910,frc7210,frc7810,frc3570,frc2619,71,47
2019mifor_qm26,frc6114,frc4382,frc3322,frc6963,frc6100,frc6550,22,60
2019mifor_qm27,frc4961,frc2337,frc5173,frc3234,frc7166,frc2959,75,51
2019mifor_qm28,frc910,frc5222,frc6642,frc2474,frc7223,frc7602,75,54
2019mifor_qm29,frc6100,frc3357,frc7810,frc6138,frc6550,frc7210,66,36
2019mifor_qm3,frc7658,frc6550,frc7223,frc7772,frc3357,frc6102,44,29
2019mifor_qm30,frc3570,frc7809,frc2075,frc4382,frc904,frc5162,81,49
2019mifor_qm31,frc2959,frc3322,frc6102,frc4482,frc858,frc2771,56,83
2019mifor_qm32,frc6002,frc4961,frc2619,frc5473,frc2337,frc226,68,83
2019mifor_qm33,frc5069,frc4967,frc7166,frc6963,frc6114,frc4998,57,32
2019mifor_qm34,frc7772,frc5222,frc6100,frc7658,frc3570,frc6102,54,46
2019mifor_qm35,frc4382,frc2771,frc3357,frc2474,frc2619,frc5162,71,50
2019mifor_qm36,frc5173,frc7810,frc2959,frc2075,frc6114,frc5069,56,58
