Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4063,26.0,206.0,110.0,137.0,530.0,8-2-0,10
2,3481,25.0,201.0,125.0,204.0,480.0,8-2-0,10
3,233,25.0,197.0,95.0,157.0,440.0,8-2-0,10
4,3039,25.0,145.0,115.0,203.0,465.0,7-3-0,10
5,456,24.0,215.0,115.0,96.0,515.0,7-3-0,10
6,1421,23.0,172.0,115.0,87.0,475.0,7-3-0,10
7,2587,23.0,170.0,105.0,38.0,495.0,8-2-0,10
8,3666,22.0,174.0,95.0,45.0,480.0,7-3-0,10
9,281,22.0,168.0,100.0,78.0,485.0,7-3-0,10
10,2992,22.0,168.0,85.0,53.0,475.0,7-3-0,10
11,3991,21.0,134.0,110.0,106.0,495.0,6-4-0,10
12,1912,20.0,154.0,100.0,76.0,465.0,6-4-0,10
13,2183,20.0,138.0,90.0,139.0,415.0,7-3-0,10
14,3847,19.0,178.0,70.0,73.0,470.0,6-4-0,10
15,364,19.0,166.0,120.0,113.0,455.0,6-4-0,10
16,1927,19.0,115.0,80.0,142.0,375.0,6-4-0,10
17,5819,18.0,104.0,80.0,53.0,405.0,7-3-0,10
18,3946,18.0,103.0,70.0,50.0,410.0,5-5-0,10
19,1818,17.0,165.0,90.0,64.0,395.0,6-4-0,10
20,5829,17.0,139.0,85.0,20.0,420.0,5-5-0,10
21,5168,17.0,126.0,95.0,63.0,445.0,5-5-0,10
22,5997,16.0,170.0,90.0,39.0,425.0,5-5-0,10
23,5971,16.0,147.0,70.0,34.0,400.0,5-5-0,10
24,2221,16.0,141.0,80.0,59.0,380.0,6-4-0,10
25,1649,16.0,136.0,100.0,63.0,405.0,5-5-0,10
26,4353,16.0,125.0,75.0,24.0,390.0,6-4-0,10
27,4978,16.0,113.0,80.0,64.0,360.0,6-4-0,10
28,3410,15.0,180.0,70.0,52.0,455.0,5-5-0,10
29,2341,15.0,164.0,90.0,81.0,445.0,5-5-0,10
30,4087,15.0,128.0,45.0,49.0,380.0,6-4-0,10
31,1319,15.0,126.0,100.0,55.0,400.0,5-5-0,10
32,4209,14.0,124.0,70.0,41.0,350.0,5-5-0,10
33,4805,14.0,99.0,50.0,66.0,390.0,5-5-0,10
34,1398,13.0,172.0,80.0,30.0,425.0,5-5-0,10
35,3753,13.0,158.0,85.0,73.0,400.0,4-6-0,10
36,5410,13.0,154.0,80.0,69.0,405.0,4-6-0,10
37,3616,13.0,151.0,70.0,66.0,395.0,4-6-0,10
38,5325,13.0,85.0,55.0,21.0,305.0,5-5-0,10
39,5863,12.0,150.0,75.0,56.0,410.0,4-6-0,10
40,4316,12.0,129.0,75.0,41.0,415.0,4-6-0,10
41,5872,12.0,114.0,70.0,22.0,380.0,4-6-0,10
42,5864,12.0,112.0,70.0,37.0,385.0,4-6-0,10
43,4179,12.0,92.0,60.0,31.0,365.0,4-6-0,10
44,2950,12.0,78.0,70.0,34.0,315.0,4-6-0,10
45,2080,11.0,92.0,85.0,36.0,390.0,2-8-0,10
46,4053,11.0,86.0,60.0,34.0,350.0,3-7-0,10
47,3961,10.0,112.0,55.0,28.0,365.0,3-7-0,10
48,5953,10.0,103.0,70.0,50.0,370.0,3-7-0,10
49,4107,10.0,70.0,85.0,65.0,310.0,3-7-0,10
50,3337,9.0,136.0,75.0,56.0,345.0,4-6-0,10
51,6103,9.0,78.0,50.0,15.0,315.0,3-6-0,10
52,3606,7.0,115.0,65.0,57.0,325.0,3-7-0,10
53,590,7.0,104.0,65.0,21.0,335.0,2-8-0,10
54,5785,6.0,96.0,90.0,36.0,330.0,2-8-0,10
55,1920,6.0,80.0,45.0,63.0,275.0,1-8-0,10
56,5965,5.0,102.0,50.0,24.0,305.0,2-8-0,10
