Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3546,35.0,344.0,170.0,400.0,580.0,9-1-0,10
2,1089,32.0,332.0,165.0,422.0,545.0,8-2-0,10
3,25,32.0,298.0,270.0,328.0,580.0,8-2-0,10
4,5803,32.0,240.0,190.0,253.0,550.0,9-1-0,10
5,5406,31.0,332.0,270.0,362.0,590.0,8-2-0,10
6,639,31.0,310.0,245.0,320.0,580.0,7-2-1,10
7,3005,31.0,301.0,160.0,341.0,585.0,6-3-1,10
8,694,31.0,293.0,165.0,410.0,560.0,8-2-0,10
9,3641,31.0,286.0,170.0,486.0,565.0,8-2-0,10
10,166,30.0,409.0,170.0,517.0,595.0,7-3-0,10
11,1885,29.0,305.0,185.0,375.0,590.0,7-2-1,10
12,4061,29.0,304.0,175.0,252.0,560.0,8-2-0,10
13,1261,28.0,338.0,135.0,434.0,555.0,7-3-0,10
14,836,28.0,315.0,130.0,289.0,580.0,7-3-0,10
15,3618,27.0,321.0,185.0,396.0,540.0,7-3-0,10
16,379,27.0,315.0,175.0,377.0,530.0,7-3-0,10
17,858,27.0,296.0,165.0,435.0,530.0,7-3-0,10
18,2883,26.0,327.0,165.0,343.0,575.0,7-3-0,10
19,5279,26.0,304.0,150.0,275.0,580.0,6-4-0,10
20,5933,26.0,296.0,175.0,319.0,540.0,6-4-0,10
21,876,26.0,289.0,235.0,433.0,545.0,7-3-0,10
22,2557,26.0,281.0,235.0,340.0,560.0,7-3-0,10
23,3930,26.0,261.0,175.0,258.0,560.0,5-5-0,10
24,2175,25.0,319.0,145.0,377.0,540.0,6-4-0,10
25,1511,25.0,309.0,170.0,287.0,575.0,5-5-0,10
26,4646,25.0,301.0,175.0,294.0,565.0,6-4-0,10
27,8,25.0,267.0,175.0,255.0,545.0,6-3-1,10
28,4469,24.0,296.0,140.0,444.0,540.0,6-4-0,10
29,2974,24.0,286.0,155.0,290.0,570.0,6-4-0,10
30,321,23.0,304.0,180.0,346.0,565.0,5-5-0,10
31,3506,23.0,299.0,195.0,255.0,590.0,5-4-1,10
32,3770,23.0,261.0,195.0,259.0,550.0,5-4-1,10
33,3339,22.0,316.0,140.0,407.0,535.0,6-4-0,10
34,3310,22.0,313.0,160.0,300.0,545.0,5-5-0,10
35,1389,22.0,292.0,140.0,288.0,540.0,4-5-1,10
36,4087,22.0,285.0,120.0,307.0,560.0,4-6-0,10
37,3656,22.0,250.0,165.0,272.0,540.0,5-3-2,10
38,3990,21.0,304.0,220.0,374.0,570.0,4-6-0,10
39,4329,21.0,291.0,125.0,290.0,550.0,3-6-1,10
40,1983,21.0,286.0,225.0,323.0,525.0,4-5-1,10
41,4010,21.0,285.0,175.0,245.0,605.0,4-6-0,10
42,1991,21.0,278.0,150.0,289.0,515.0,4-6-0,10
43,3374,21.0,276.0,130.0,242.0,545.0,5-5-0,10
44,191,20.0,306.0,165.0,337.0,560.0,4-6-0,10
45,2168,20.0,306.0,150.0,311.0,560.0,4-6-0,10
46,5837,20.0,291.0,140.0,300.0,545.0,4-6-0,10
47,4180,20.0,272.0,180.0,272.0,550.0,4-6-0,10
48,3234,20.0,261.0,245.0,227.0,540.0,3-6-1,10
49,2848,20.0,248.0,110.0,284.0,520.0,4-5-1,10
50,5199,19.0,301.0,220.0,228.0,530.0,4-5-1,10
51,2980,19.0,272.0,170.0,258.0,565.0,3-6-1,10
52,5834,19.0,252.0,135.0,201.0,535.0,3-6-1,10
53,5976,19.0,248.0,155.0,250.0,540.0,3-6-1,10
54,1868,18.0,297.0,125.0,163.0,580.0,4-6-0,10
55,3925,18.0,277.0,145.0,298.0,505.0,3-6-1,10
56,3230,18.0,273.0,140.0,267.0,565.0,3-6-1,10
57,6016,18.0,271.0,120.0,257.0,565.0,3-7-0,10
58,339,18.0,266.0,115.0,277.0,580.0,4-6-0,10
59,4188,18.0,245.0,160.0,270.0,520.0,3-6-1,10
60,2220,18.0,238.0,130.0,227.0,530.0,4-6-0,10
61,3965,18.0,236.0,150.0,203.0,515.0,3-6-1,10
62,1123,17.0,307.0,170.0,217.0,560.0,3-5-2,10
63,1662,17.0,285.0,145.0,238.0,525.0,4-5-1,10
64,287,17.0,278.0,140.0,301.0,555.0,3-7-0,10
65,3147,17.0,268.0,235.0,206.0,575.0,3-7-0,10
66,4910,17.0,240.0,125.0,215.0,570.0,3-6-1,10
67,5679,17.0,230.0,145.0,261.0,515.0,2-7-1,10
68,5940,16.0,258.0,130.0,170.0,535.0,2-8-0,10
69,2080,15.0,232.0,140.0,190.0,495.0,3-6-1,10
70,4335,14.0,286.0,90.0,221.0,535.0,2-6-2,10
71,1073,14.0,267.0,165.0,181.0,555.0,2-8-0,10
72,955,14.0,236.0,135.0,220.0,535.0,2-8-0,10
73,5892,11.0,226.0,115.0,209.0,485.0,1-8-1,10
74,4455,10.0,258.0,115.0,214.0,500.0,1-9-0,10
75,6034,10.0,149.0,120.0,128.0,380.0,2-6-0,10
