Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1425,35.0,216.0,185.0,157.0,595.0,11-1-0,12
2,4488,33.0,184.0,120.0,227.0,570.0,10-2-0,12
3,2471,29.0,188.0,105.0,137.0,550.0,9-3-0,12
4,5085,28.0,238.0,115.0,97.0,590.0,9-3-0,12
5,2990,27.0,192.0,115.0,113.0,560.0,9-3-0,12
6,1540,27.0,180.0,115.0,181.0,530.0,8-4-0,12
7,5468,26.0,184.0,140.0,136.0,570.0,8-4-0,12
8,997,25.0,156.0,120.0,79.0,530.0,8-3-1,12
9,3674,24.0,124.0,115.0,91.0,510.0,7-5-0,12
10,955,23.0,156.0,120.0,130.0,545.0,7-5-0,12
11,5975,23.0,130.0,105.0,58.0,460.0,7-4-0,12
12,4051,22.0,158.0,85.0,105.0,450.0,7-4-1,12
13,753,22.0,126.0,80.0,82.0,525.0,7-5-0,12
14,4662,21.0,186.0,95.0,45.0,570.0,6-5-1,12
15,2733,21.0,176.0,120.0,95.0,530.0,6-6-0,12
16,4110,21.0,142.0,130.0,56.0,530.0,5-7-0,12
17,4043,19.0,148.0,135.0,77.0,485.0,5-7-0,12
18,5956,19.0,110.0,75.0,51.0,430.0,6-6-0,12
19,5970,18.0,192.0,80.0,23.0,525.0,5-6-1,12
20,2811,18.0,174.0,85.0,67.0,495.0,6-6-0,12
21,2374,18.0,132.0,125.0,92.0,510.0,5-7-0,12
22,2002,17.0,172.0,105.0,75.0,435.0,7-5-0,12
23,1510,16.0,128.0,65.0,81.0,455.0,4-6-2,12
24,3812,15.0,156.0,80.0,51.0,445.0,4-6-1,12
25,2521,15.0,150.0,85.0,53.0,435.0,5-7-0,12
26,3192,15.0,134.0,90.0,63.0,415.0,4-6-1,12
27,2635,15.0,118.0,100.0,44.0,455.0,4-7-1,12
28,847,14.0,152.0,100.0,63.0,465.0,4-7-1,12
29,4127,14.0,130.0,115.0,73.0,430.0,4-8-0,12
30,3673,13.0,162.0,95.0,47.0,450.0,4-8-0,12
31,3711,12.0,206.0,110.0,55.0,555.0,2-9-1,12
32,1571,12.0,164.0,85.0,86.0,495.0,3-9-0,12
33,2915,11.0,140.0,85.0,60.0,410.0,4-7-0,12
34,957,11.0,98.0,55.0,63.0,430.0,4-8-0,12
35,5977,10.0,146.0,75.0,64.0,470.0,2-10-0,12
36,5198,8.0,114.0,85.0,44.0,425.0,1-9-1,12
