Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,4334,22.00,480.00,625.00,220.00,1015.00,11-2-0,0,13
2,2013,22.00,410.00,511.00,320.00,811.00,11-2-0,0,13
3,3145,20.00,440.00,528.00,310.00,654.00,10-3-0,0,13
4,5184,20.00,340.00,511.00,290.00,736.00,10-3-0,0,13
5,5015,18.00,190.00,295.00,180.00,546.00,9-4-0,0,13
6,2994,16.00,350.00,436.00,210.00,516.00,8-5-0,0,13
7,216,16.00,300.00,419.00,170.00,324.00,8-5-0,0,13
8,1334,16.00,300.00,398.00,330.00,693.00,8-5-0,0,13
9,2130,16.00,180.00,398.00,270.00,462.00,8-5-0,0,13
10,4591,16.00,180.00,372.00,190.00,511.00,8-5-0,0,13
11,4633,16.00,140.00,372.00,190.00,501.00,8-5-0,0,13
12,244,14.00,300.00,476.00,250.00,396.00,7-6-0,0,13
13,1482,14.00,300.00,376.00,150.00,444.00,7-6-0,0,13
14,4604,14.00,230.00,311.00,170.00,554.00,7-6-0,0,13
15,4497,14.00,210.00,381.00,180.00,333.00,7-6-0,0,13
16,3513,14.00,180.00,307.00,170.00,533.00,7-6-0,0,13
17,4719,14.00,90.00,350.00,170.00,412.00,7-6-0,0,13
18,5296,12.00,180.00,262.00,110.00,344.00,6-7-0,0,13
19,5116,12.00,170.00,285.00,140.00,340.00,6-7-0,0,13
20,1695,12.00,150.00,340.00,110.00,392.00,6-7-0,0,13
21,5140,12.00,120.00,346.00,150.00,384.00,6-7-0,0,13
22,4625,12.00,120.00,186.00,90.00,411.00,6-7-0,0,13
23,5185,12.00,110.00,488.00,140.00,290.00,6-7-0,0,13
24,288,12.00,110.00,456.00,190.00,220.00,6-7-0,0,13
25,4627,12.00,110.00,260.00,110.00,654.00,6-7-0,0,13
26,5078,10.00,290.00,347.00,130.00,584.00,5-8-0,0,13
27,4733,10.00,130.00,281.00,90.00,332.00,5-8-0,0,13
28,3216,8.00,190.00,225.00,100.00,497.00,4-9-0,0,13
29,5064,8.00,170.00,291.00,100.00,403.00,4-9-0,0,13
30,4751,8.00,110.00,310.00,110.00,584.00,4-9-0,0,13
31,4010,8.00,110.00,297.00,90.00,167.00,4-9-0,0,13
32,5292,8.00,60.00,256.00,170.00,465.00,4-9-0,0,13
33,5117,8.00,60.00,221.00,130.00,264.00,4-9-0,0,13
34,5118,6.00,70.00,190.00,70.00,413.00,3-10-0,0,13
35,4634,2.00,130.00,255.00,130.00,192.00,1-12-0,0,13
