Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,2056,22.00,532.00,180.00,988.00,11-1-0,0,12
2,1114,22.00,442.00,370.00,941.00,11-1-0,0,12
3,610,22.00,362.00,200.00,837.00,11-1-0,0,12
4,4039,17.00,420.00,210.00,697.00,8-3-1,0,12
5,1241,16.00,418.00,180.00,648.00,8-4-0,0,12
6,3683,16.00,366.00,200.00,566.00,8-4-0,0,12
7,2702,16.00,304.00,170.00,692.00,8-4-0,0,12
8,2852,15.00,338.00,150.00,671.00,7-4-1,0,12
9,772,15.00,296.00,220.00,624.00,7-4-1,0,12
10,1310,14.00,436.00,190.00,621.00,7-5-0,0,12
11,1334,14.00,310.00,90.00,609.00,7-5-0,0,12
12,4519,13.00,320.00,180.00,518.00,6-5-1,0,12
13,3571,12.00,310.00,220.00,372.00,6-6-0,0,12
14,4152,12.00,266.00,120.00,432.00,6-6-0,0,12
15,781,12.00,258.00,200.00,406.00,6-6-0,0,12
16,4525,12.00,242.00,160.00,497.00,6-6-0,0,12
17,4618,12.00,242.00,80.00,534.00,6-6-0,0,12
18,3161,10.00,316.00,190.00,361.00,5-7-0,0,12
19,2200,10.00,270.00,70.00,265.00,5-6-0,1,12
20,4678,10.00,262.00,260.00,479.00,5-7-0,0,12
21,3756,10.00,230.00,150.00,438.00,5-7-0,0,12
22,4069,10.00,212.00,150.00,397.00,5-7-0,0,12
23,3949,9.00,266.00,130.00,440.00,4-7-1,0,12
24,3494,8.00,292.00,100.00,398.00,4-8-0,0,12
25,1305,8.00,290.00,120.00,392.00,4-8-0,0,12
26,2625,8.00,250.00,150.00,440.00,4-8-0,0,12
27,4200,8.00,248.00,190.00,363.00,4-8-0,0,12
28,1846,8.00,222.00,140.00,400.00,4-8-0,0,12
29,4777,8.00,210.00,80.00,467.00,4-8-0,0,12
30,2386,7.00,208.00,80.00,395.00,3-8-1,0,12
31,4372,6.00,246.00,110.00,359.00,3-9-0,0,12
32,865,2.00,168.00,110.00,374.00,1-11-0,0,12
