Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,20,8,0,1,9,17.00,38.89,74
2,61,6,1,2,9,14.00,46.67,76
3,69,7,2,0,9,14.00,46.22,94
4,40,7,2,0,9,14.00,41.56,126
5,1153,7,2,0,9,14.00,36.67,94
6,88,6,2,1,9,13.00,39.78,76
7,157,6,2,1,9,13.00,36.00,80
8,2043,6,2,1,9,13.00,29.33,68
9,578,6,3,0,9,12.00,38.44,126
10,2447,6,3,0,9,12.00,31.78,56
11,2084,6,3,0,9,12.00,26.00,58
12,155,5,3,1,9,11.00,38.00,92
13,1100,5,3,1,9,11.00,35.11,76
14,1768,5,3,1,9,11.00,30.00,60
15,1699,5,3,1,9,11.00,26.67,80
16,2124,5,4,0,9,10.00,36.00,88
17,173,5,4,0,9,10.00,35.56,68
18,549,5,4,0,9,10.00,29.33,88
19,174,5,4,0,9,10.00,28.44,126
20,2126,5,3,0,8,10.00,21.78,94
21,1350,4,4,1,9,9.00,36.67,68
22,1474,4,4,1,9,9.00,34.89,72
23,97,3,3,3,9,9.00,33.11,64
24,1559,4,4,1,9,9.00,32.67,56
25,1757,4,4,1,9,9.00,28.44,74
26,350,4,4,1,9,9.00,18.67,88
27,1735,3,4,2,9,8.00,33.78,76
28,839,4,5,0,9,8.00,28.00,50
29,2593,4,5,0,9,8.00,28.00,46
30,1916,4,5,0,9,8.00,27.33,74
31,1099,4,5,0,9,8.00,26.89,48
32,2079,4,5,0,9,8.00,26.89,44
33,1761,4,5,0,9,8.00,26.67,60
34,2103,4,5,0,9,8.00,26.44,50
35,1779,4,5,0,9,8.00,26.44,40
36,2589,4,5,0,9,8.00,25.33,96
37,2262,4,5,0,9,8.00,22.67,64
38,2349,4,5,0,9,8.00,18.89,64
39,125,3,5,1,9,7.00,31.33,96
40,2409,3,5,1,9,7.00,23.78,42
41,246,3,6,0,9,6.00,38.89,64
42,1995,3,6,0,9,6.00,23.78,74
43,2110,3,6,0,9,6.00,22.67,72
44,677,3,6,0,9,6.00,19.11,76
45,2497,3,6,0,9,6.00,18.00,60
46,2127,3,6,0,9,6.00,17.56,50
47,2009,2,6,1,9,5.00,20.89,56
48,1973,2,7,0,9,4.00,28.67,56
49,2423,1,7,1,9,3.00,23.11,56
50,1965,1,8,0,9,2.00,11.78,50
51,2125,1,7,0,8,2.00,8.89,32
