Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,987,28.00,134.00,20.00,140.00,10,9-0-0,0,9
2,702,24.00,105.00,0,128.00,8,8-1-0,0,9
3,294,22.00,83.00,50.00,84.00,8,7-2-0,0,9
4,1717,22.00,79.00,10.00,222.00,6,8-1-0,0,9
5,4201,22.00,59.00,20.00,59.00,6,8-1-0,0,9
6,599,22.00,38.00,30.00,72.00,10,6-3-0,0,9
7,330,21.00,116.00,40.00,107.00,6,7-1-1,0,9
8,973,20.00,69.00,10.00,120.00,6,7-2-0,0,9
9,1197,20.00,42.00,40.00,111.00,8,6-3-0,0,9
10,1644,19.00,46.00,10.00,72.00,8,5-3-1,0,9
11,696,18.00,67.00,30.00,51.00,6,6-3-0,0,9
12,691,18.00,65.00,0,54.00,6,6-3-0,0,9
13,383,17.00,73.00,30.00,48.00,6,5-3-1,0,9
14,580,17.00,53.00,50.00,92.00,4,6-2-1,0,9
15,4019,16.00,56.00,40.00,40.00,4,5-2-2,0,9
16,3512,16.00,52.00,40.00,47.00,4,6-3-0,0,9
17,995,15.00,30.00,30.00,57.00,6,4-4-1,0,9
18,1138,14.00,103.00,40.00,43.00,2,6-2-0,0,8
19,2659,14.00,71.00,10.00,66.00,4,5-4-0,0,9
20,4144,14.00,59.00,0,53.00,4,5-4-0,0,9
21,3309,14.00,54.00,10.00,91.00,6,4-5-0,0,9
22,3027,14.00,31.00,20.00,42.00,2,5-1-2,0,8
23,3677,14.00,12.00,60.00,38.00,0,7-2-0,0,9
24,4123,13.00,58.00,0,48.00,4,4-4-1,0,9
25,2637,13.00,49.00,10.00,45.00,4,4-4-1,0,9
26,4029,13.00,47.00,20.00,48.00,2,5-3-1,0,9
27,687,13.00,40.00,10.00,59.00,4,4-4-1,0,9
28,1148,13.00,28.00,20.00,46.00,2,5-3-1,0,9
29,4079,13.00,26.00,20.00,73.00,0,6-2-1,0,9
30,1759,12.00,72.00,20.00,33.00,4,4-5-0,0,9
31,3120,12.00,65.00,10.00,20.00,4,3-4-2,0,9
32,1515,12.00,41.00,40.00,38.00,4,4-5-0,0,9
33,589,12.00,30.00,30.00,41.00,6,2-5-2,0,9
34,2919,12.00,29.00,30.00,41.00,4,4-5-0,0,9
35,1836,11.00,56.00,20.00,68.00,2,4-4-1,0,9
36,3521,11.00,27.00,30.00,44.00,4,3-5-1,0,9
37,980,11.00,25.00,30.00,25.00,4,3-5-1,0,9
38,3863,11.00,22.00,50.00,48.00,4,3-5-1,0,9
39,3952,11.00,22.00,10.00,60.00,2,4-4-1,0,9
40,4140,10.00,57.00,30.00,32.00,4,2-5-2,0,9
41,1692,10.00,49.00,10.00,31.00,4,2-5-2,0,9
42,3851,10.00,40.00,10.00,69.00,2,4-5-0,0,9
43,3408,10.00,39.00,30.00,31.00,2,3-4-2,0,9
44,848,10.00,39.00,0,49.00,4,3-6-0,0,9
45,606,10.00,35.00,30.00,53.00,4,3-5-0,1,9
46,3295,10.00,35.00,20.00,41.00,2,4-5-0,0,9
47,3925,10.00,34.00,10.00,27.00,2,3-4-2,0,9
48,3993,10.00,28.00,20.00,19.00,2,4-4-0,0,8
49,207,10.00,27.00,30.00,55.00,4,3-5-0,0,8
50,4078,9.00,28.00,10.00,46.00,4,2-6-1,0,9
51,597,8.00,50.00,10.00,30.00,0,4-4-0,0,8
52,974,8.00,42.00,0,23.00,2,2-5-2,0,9
53,4345,8.00,35.00,0,34.00,2,2-5-2,0,9
54,3934,8.00,34.00,20.00,41.00,4,2-7-0,0,9
55,4,8.00,28.00,0,50.00,2,3-6-0,0,9
56,1438,8.00,23.00,40.00,24.00,0,4-5-0,0,9
57,2404,8.00,10.00,20.00,26.00,4,2-7-0,0,9
58,2576,7.00,30.00,10.00,68.00,0,3-5-1,0,9
59,4046,7.00,26.00,0,31.00,4,1-7-1,0,9
60,4101,6.00,39.00,10.00,29.00,0,3-6-0,0,9
61,3752,6.00,24.00,30.00,18.00,0,2-4-2,1,9
62,3759,6.00,20.00,20.00,36.00,2,2-7-0,0,9
63,4141,5.00,39.00,0,14.00,0,2-5-1,0,8
64,4210,4.00,53.00,10.00,34.00,0,2-6-0,1,9
65,4170,2.00,10.00,10.00,18.00,2,0-6-0,3,9
66,2429,2.00,0,10.00,35.00,0,1-8-0,0,9
