Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1070,6,1,1,8,13.00,7.50,64
2,254,6,2,0,8,12.00,10.63,118
3,399,6,2,0,8,12.00,10.00,94
4,1702,6,2,0,8,12.00,8.75,64
5,330,6,2,0,8,12.00,8.00,256
6,980,6,2,0,8,12.00,5.00,34
7,968,6,2,0,8,12.00,4.25,260
8,1717,5,2,1,8,11.00,14.75,62
9,696,5,2,1,8,11.00,12.50,94
10,188,5,2,1,8,11.00,9.88,62
11,2272,5,2,1,8,11.00,7.75,62
12,1197,5,2,1,8,11.00,4.75,38
13,589,4,2,2,8,10.00,9.13,260
14,1622,5,3,0,8,10.00,7.13,260
15,1388,5,3,0,8,10.00,5.75,94
16,580,5,3,0,8,10.00,5.25,62
17,1669,5,3,0,8,10.00,5.00,256
18,995,5,3,0,8,10.00,3.13,64
19,606,5,3,0,8,10.00,1.50,48
20,1722,4,3,1,8,9.00,8.00,46
21,1072,4,3,1,8,9.00,4.75,32
22,1515,4,3,1,8,9.00,3.88,64
23,2174,4,3,1,8,9.00,3.00,94
24,691,4,3,1,8,9.00,2.38,23
25,848,3,3,2,8,8.00,9.13,62
26,1661,4,4,0,8,8.00,8.00,94
27,974,4,4,0,8,8.00,4.75,66
28,867,3,3,2,8,8.00,3.25,256
29,207,4,4,0,8,8.00,2.75,19
30,1452,3,3,2,8,8.00,2.13,66
31,1836,4,4,0,8,8.00,1.75,128
32,1759,3,3,2,8,8.00,1.00,16
33,1692,3,4,1,8,7.00,1.75,30
34,585,2,4,2,8,6.00,14.88,34
35,2178,3,5,0,8,6.00,10.63,250
36,981,3,5,0,8,6.00,8.63,37
37,1644,3,5,0,8,6.00,7.63,118
38,1138,3,5,0,8,6.00,7.63,94
39,597,3,5,0,8,6.00,7.13,128
40,599,3,5,0,8,6.00,0.50,32
41,1266,2,5,1,8,5.00,10.00,34
42,1047,2,5,1,8,5.00,8.63,32
43,1160,2,5,1,8,5.00,2.50,62
44,2029,2,6,0,8,4.00,14.75,37
45,1855,2,6,0,8,4.00,12.63,45
46,1438,2,6,0,8,4.00,9.63,38
47,812,1,5,2,8,4.00,7.75,62
48,1704,1,5,2,8,4.00,2.25,8
49,687,2,6,0,8,4.00,1.50,47
50,702,1,5,1,7,3.00,8.57,32
51,294,1,6,1,8,3.00,2.75,30
52,4,0,5,3,8,3.00,0.75,4
