Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,1507,24.00,710.00,592.00,380.00,552.00,12-1-0,0,13
2,3015,22.00,710.00,591.00,280.00,423.00,11-2-0,0,13
3,334,20.00,340.00,526.00,270.00,297.00,10-3-0,0,13
4,341,18.00,570.00,602.00,320.00,372.00,9-4-0,0,13
5,340,18.00,530.00,585.00,320.00,380.00,9-4-0,0,13
6,20,18.00,440.00,626.00,420.00,339.00,9-4-0,0,13
7,2809,18.00,370.00,436.00,250.00,529.00,9-4-0,0,13
8,2228,18.00,360.00,405.00,250.00,345.00,9-4-0,0,13
9,5349,18.00,260.00,383.00,190.00,629.00,9-4-0,0,13
10,1511,16.00,780.00,496.00,190.00,245.00,8-5-0,0,13
11,1592,16.00,540.00,566.00,300.00,427.00,8-5-0,0,13
12,1585,16.00,490.00,447.00,230.00,422.00,8-5-0,0,13
13,801,16.00,470.00,651.00,300.00,344.00,8-5-0,0,13
14,5254,16.00,460.00,558.00,250.00,422.00,8-5-0,0,13
15,3044,16.00,440.00,542.00,360.00,277.00,8-5-0,0,13
16,250,16.00,410.00,406.00,200.00,403.00,8-5-0,0,13
17,1405,16.00,400.00,486.00,220.00,510.00,8-5-0,0,13
18,3003,16.00,340.00,492.00,220.00,347.00,8-5-0,0,13
19,2791,14.00,550.00,452.00,350.00,237.00,7-6-0,0,13
20,578,14.00,480.00,553.00,220.00,393.00,7-6-0,0,13
21,1551,14.00,460.00,395.00,280.00,390.00,7-6-0,0,13
22,4930,14.00,450.00,551.00,300.00,127.00,7-6-0,0,13
23,3951,14.00,430.00,457.00,230.00,206.00,7-6-0,0,13
24,3017,14.00,400.00,406.00,210.00,338.00,7-6-0,0,13
25,1493,14.00,360.00,367.00,250.00,247.00,7-6-0,0,13
26,1126,14.00,290.00,552.00,250.00,471.00,7-6-0,0,13
27,2340,14.00,260.00,452.00,210.00,508.00,7-6-0,0,13
28,378,12.00,360.00,556.00,230.00,469.00,6-7-0,0,13
29,191,12.00,360.00,446.00,210.00,268.00,6-7-0,0,13
30,639,11.00,370.00,543.00,330.00,512.00,5-7-1,0,13
31,743,11.00,290.00,418.00,210.00,255.00,5-7-1,0,13
32,4508,11.00,230.00,498.00,210.00,461.00,5-7-1,0,13
33,1518,10.00,420.00,505.00,210.00,294.00,5-8-0,0,13
34,1450,10.00,330.00,403.00,120.00,282.00,5-8-0,0,13
35,3181,10.00,280.00,465.00,200.00,155.00,5-8-0,0,13
36,174,10.00,240.00,490.00,180.00,142.00,5-8-0,0,13
37,1155,10.00,120.00,387.00,160.00,307.00,5-8-0,0,13
38,73,9.00,360.00,454.00,200.00,204.00,4-8-1,0,13
39,3173,9.00,200.00,401.00,240.00,299.00,4-8-1,0,13
40,2265,8.00,250.00,410.00,250.00,267.00,4-9-0,0,13
41,1591,8.00,240.00,342.00,170.00,305.00,4-9-0,0,13
42,4023,8.00,230.00,360.00,240.00,214.00,4-9-0,0,13
43,1559,8.00,190.00,316.00,130.00,378.00,4-9-0,0,13
44,3838,8.00,110.00,409.00,170.00,402.00,4-9-0,0,13
45,3799,7.00,210.00,467.00,220.00,341.00,3-9-1,0,13
46,1765,6.00,290.00,395.00,190.00,289.00,3-10-0,0,13
47,5240,6.00,290.00,312.00,200.00,189.00,3-10-0,0,13
48,3157,6.00,180.00,327.00,200.00,235.00,3-10-0,0,13
49,4093,2.00,260.00,363.00,170.00,187.00,1-12-0,0,13
