Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,11,7,0,0,7,14.00,71.71,102
2,525,7,0,0,7,14.00,64.00,120
3,1124,6,1,0,7,12.00,61.43,120
4,987,6,1,0,7,12.00,61.14,90
5,2081,5,1,1,7,11.00,58.00,126
6,816,5,1,1,7,11.00,56.57,114
7,27,5,2,0,7,10.00,73.14,116
8,292,5,2,0,7,10.00,64.29,122
9,122,5,2,0,7,10.00,62.00,108
10,365,5,2,0,7,10.00,61.14,120
11,1024,5,2,0,7,10.00,60.57,136
12,337,5,2,0,7,10.00,60.29,120
13,1746,5,2,0,7,10.00,59.71,126
14,2335,5,2,0,7,10.00,56.29,76
15,1902,5,2,0,7,10.00,54.00,126
16,1987,5,2,0,7,10.00,53.71,98
17,1598,5,2,0,7,10.00,52.00,108
18,1727,5,2,0,7,10.00,49.14,98
19,171,4,3,0,7,8.00,76.29,90
20,71,4,3,0,7,8.00,76.00,120
21,135,4,3,0,7,8.00,69.71,122
22,66,4,3,0,7,8.00,63.43,116
23,303,4,2,0,6,8.00,59.43,106
24,1218,4,3,0,7,8.00,58.57,122
25,2604,4,3,0,7,8.00,56.00,122
26,177,4,3,0,7,8.00,55.43,92
27,1504,4,3,0,7,8.00,55.14,90
28,701,4,3,0,7,8.00,54.57,116
29,1305,4,3,0,7,8.00,54.00,90
30,2624,4,3,0,7,8.00,52.29,114
31,2472,4,3,0,7,8.00,52.00,106
32,2550,3,2,2,7,8.00,47.71,70
33,2166,4,3,0,7,8.00,44.57,108
34,1261,4,3,0,7,8.00,44.00,100
35,1065,4,3,0,7,8.00,44.00,90
36,2518,4,3,0,7,8.00,43.43,90
37,1474,4,3,0,7,8.00,40.57,98
38,2024,3,3,1,7,7.00,48.57,136
39,2377,3,3,1,7,7.00,47.71,70
40,2424,3,3,1,7,7.00,44.57,136
41,1690,3,3,1,7,7.00,42.57,76
42,93,3,4,0,7,6.00,72.29,104
43,461,3,4,0,7,6.00,67.14,88
44,322,3,4,0,7,6.00,65.71,98
45,357,3,4,0,7,6.00,64.57,110
46,116,3,4,0,7,6.00,63.14,108
47,222,3,4,0,7,6.00,62.00,88
48,41,3,4,0,7,6.00,61.14,122
49,433,3,4,0,7,6.00,59.71,90
50,1771,2,3,2,7,6.00,55.71,98
51,85,3,4,0,7,6.00,55.43,104
52,269,3,4,0,7,6.00,54.29,104
53,1323,3,4,0,7,6.00,53.71,124
54,201,3,4,0,7,6.00,52.57,110
55,949,3,4,0,7,6.00,52.29,82
56,236,3,4,0,7,6.00,49.71,92
57,1143,3,4,0,7,6.00,49.71,88
58,599,3,4,0,7,6.00,48.86,88
59,752,3,4,0,7,6.00,47.43,72
60,555,3,4,0,7,6.00,45.43,122
61,1398,3,4,0,7,6.00,45.43,90
62,1547,3,4,0,7,6.00,42.86,78
63,900,3,4,0,7,6.00,40.00,84
64,614,3,4,0,7,6.00,39.71,62
65,386,2,4,1,7,5.00,57.71,116
66,1528,2,4,1,7,5.00,52.57,94
67,2048,2,4,1,7,5.00,50.57,68
68,1379,2,4,1,7,5.00,47.43,84
69,1646,2,4,1,7,5.00,43.71,56
70,190,2,5,0,7,4.00,62.57,100
71,107,2,5,0,7,4.00,61.43,70
72,228,2,5,0,7,4.00,60.57,100
73,151,2,5,0,7,4.00,57.43,96
74,1,2,5,0,7,4.00,57.14,94
75,401,2,5,0,7,4.00,54.29,124
76,49,2,5,0,7,4.00,54.00,106
77,1577,2,5,0,7,4.00,52.86,120
78,1094,2,5,0,7,4.00,44.86,110
79,842,2,4,0,6,4.00,42.86,86
80,2575,1,4,2,7,4.00,42.00,56
81,2342,2,5,0,7,4.00,40.29,114
82,2449,1,5,1,7,3.00,48.00,90
83,476,1,6,0,7,2.00,50.86,94
84,1795,1,5,0,6,2.00,32.86,58
85,499,0,6,0,6,0.00,37.71,96
