Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2252,1.72,3030.0,651.0,1480.0,1200.0,20.0,9-2-0,11
2,4027,1.54,2598.0,566.0,1380.0,950.0,8.0,8-3-0,11
3,217,1.45,2697.0,397.0,1320.0,1000.0,7.0,8-3-0,11
4,359,1.45,2612.0,271.0,1260.0,1000.0,82.0,8-3-0,11
5,3511,1.45,2359.0,457.0,1140.0,1000.0,19.0,8-3-0,11
6,2053,1.3600000000000001,2541.0,271.0,1200.0,1100.0,16.0,7-4-0,11
7,156,1.3600000000000001,2501.0,216.0,1140.0,1100.0,6.0,7-4-0,11
8,4028,1.3600000000000001,2116.0,510.0,1200.0,700.0,1.0,7-3-1,11
9,3504,1.27,2367.0,250.0,1240.0,850.0,17.0,7-4-0,11
10,3492,1.27,2352.0,566.0,1220.0,900.0,7.0,7-4-0,11
11,1708,1.27,2333.0,448.0,1140.0,900.0,3.0,7-4-0,11
12,4547,1.27,2238.0,388.0,1120.0,900.0,18.0,7-4-0,11
13,4050,1.1799999999999999,2697.0,574.0,1380.0,1100.0,7.0,6-5-0,11
14,4991,1.1799999999999999,2592.0,444.0,1260.0,1100.0,12.0,6-5-0,11
15,3260,1.1799999999999999,2525.0,565.0,1460.0,900.0,5.0,6-5-0,11
16,2656,1.1799999999999999,2258.0,390.0,1200.0,850.0,3.0,6-4-1,11
17,6054,1.0900000000000001,2492.0,525.0,1160.0,1100.0,7.0,6-5-0,11
18,2051,1.0900000000000001,2412.0,257.0,1080.0,1100.0,17.0,6-5-0,11
19,144,1.0900000000000001,2238.0,514.0,1120.0,850.0,28.0,6-4-0,11
20,2544,1.0900000000000001,2215.0,508.0,1240.0,600.0,10.0,6-5-0,11
21,302,1.0,2442.0,279.0,1280.0,950.0,27.0,5-6-0,11
22,3955,1.0,2246.0,390.0,1040.0,1000.0,1.0,5-5-1,11
23,3410,1.0,1747.0,489.0,960.0,500.0,27.0,5-4-1,11
24,5740,0.90000000000000002,2394.0,335.0,1140.0,1000.0,4.0,5-6-0,11
25,3957,0.90000000000000002,2160.0,356.0,1220.0,700.0,20.0,5-6-0,11
26,4467,0.81000000000000005,2153.0,377.0,1040.0,850.0,13.0,4-6-1,11
27,2641,0.71999999999999997,2359.0,456.0,1220.0,850.0,9.0,4-7-0,11
28,6706,0.71999999999999997,2277.0,438.0,1180.0,900.0,7.0,4-7-0,11
29,6414,0.71999999999999997,2159.0,463.0,1100.0,800.0,19.0,4-7-0,11
30,4269,0.71999999999999997,2099.0,381.0,1000.0,800.0,24.0,4-7-0,11
31,2603,0.71999999999999997,1848.0,348.0,1040.0,650.0,8.0,4-7-0,11
32,4150,0.71999999999999997,1812.0,322.0,980.0,650.0,7.0,4-7-0,11
33,117,0.71999999999999997,1757.0,285.0,920.0,650.0,12.0,4-7-0,11
34,291,0.63,2193.0,393.0,1160.0,650.0,13.0,3-7-1,11
35,1787,0.54000000000000004,2085.0,438.0,1100.0,800.0,10.0,3-8-0,11
36,3954,0.54000000000000004,2080.0,315.0,1140.0,800.0,5.0,3-8-0,11
37,1743,0.54000000000000004,1452.0,275.0,900.0,450.0,12.0,3-7-0,11
38,4049,0.45000000000000001,1847.0,449.0,1020.0,650.0,7.0,2-9-0,11
39,3062,0.35999999999999999,1782.0,219.0,980.0,600.0,12.0,2-9-0,11
