Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2171,8,0,0,8,16.00,45.75,90
2,71,7,1,0,8,14.00,53.50,106
3,141,7,1,0,8,14.00,48.25,106
4,1504,7,1,0,8,14.00,41.00,96
5,33,6,2,0,8,12.00,53.75,96
6,494,6,2,0,8,12.00,53.25,106
7,1000,6,2,0,8,12.00,43.50,82
8,2337,6,2,0,8,12.00,43.50,82
9,2054,6,2,0,8,12.00,42.75,86
10,1243,6,2,0,8,12.00,41.75,76
11,397,5,3,0,8,10.00,44.00,72
12,70,5,3,0,8,10.00,43.75,88
13,85,5,3,0,8,10.00,43.25,84
14,903,5,3,0,8,10.00,43.25,82
15,1677,5,3,0,8,10.00,41.00,88
16,2405,5,3,0,8,10.00,38.75,90
17,537,5,3,0,8,10.00,38.25,78
18,2015,5,3,0,8,10.00,36.75,64
19,518,5,3,0,8,10.00,32.50,78
20,2611,5,3,0,8,10.00,30.50,90
21,2645,5,3,0,8,10.00,25.25,74
22,888,4,4,0,8,8.00,50.50,82
23,2246,4,4,0,8,8.00,44.00,76
24,288,4,4,0,8,8.00,43.75,88
25,910,4,4,0,8,8.00,40.00,62
26,1941,4,4,0,8,8.00,39.75,84
27,1711,4,4,0,8,8.00,37.00,60
28,1674,4,4,0,8,8.00,34.50,54
29,66,4,4,0,8,8.00,32.25,80
30,1783,4,4,0,8,8.00,32.00,76
31,1254,4,4,0,8,8.00,29.00,56
32,234,3,5,0,8,6.00,48.25,80
33,453,3,5,0,8,6.00,42.00,68
34,2617,3,5,0,8,6.00,40.25,84
35,107,3,5,0,8,6.00,39.50,72
36,74,3,5,0,8,6.00,38.25,72
37,2619,3,5,0,8,6.00,38.25,72
38,904,3,5,0,8,6.00,37.00,76
39,2245,3,5,0,8,6.00,34.25,54
40,1918,3,5,0,8,6.00,32.75,74
41,1940,3,5,0,8,6.00,31.25,70
42,858,3,5,0,8,6.00,31.25,64
43,226,3,5,0,8,6.00,28.25,72
44,2188,3,5,0,8,6.00,24.75,82
45,515,2,6,0,8,4.00,34.00,78
46,2604,2,6,0,8,4.00,33.75,80
47,1596,2,6,0,8,4.00,24.75,84
48,2075,2,6,0,8,4.00,17.00,52
49,1701,2,6,0,8,4.00,16.00,60
50,302,1,7,0,8,2.00,33.75,76
51,1896,1,7,0,8,2.00,32.00,66
52,648,1,7,0,8,2.00,31.00,62
53,406,0,8,0,8,0.00,28.50,76
