Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,3824,22.00,270.00,160.00,415.00,11-0-0,0,11
2,4265,22.00,258.00,160.00,500.00,11-0-0,0,11
3,2614,20.00,172.00,190.00,451.00,10-1-0,0,11
4,1249,18.00,154.00,250.00,237.00,9-2-0,0,11
5,3196,18.00,90.00,400.00,420.00,9-2-0,0,11
6,1319,16.00,158.00,190.00,295.00,8-3-0,0,11
7,4504,16.00,154.00,290.00,111.00,8-3-0,0,11
8,3227,16.00,90.00,170.00,154.00,8-3-0,0,11
9,829,14.00,174.00,200.00,432.00,7-4-0,0,11
10,3843,14.00,174.00,160.00,228.00,7-4-0,0,11
11,3984,14.00,144.00,260.00,182.00,7-4-0,0,11
12,3856,14.00,142.00,130.00,154.00,7-4-0,0,11
13,3675,14.00,132.00,160.00,159.00,7-4-0,0,11
14,547,14.00,118.00,160.00,158.00,7-4-0,0,11
15,4740,14.00,116.00,100.00,229.00,7-4-0,0,11
16,3972,14.00,100.00,120.00,190.00,7-4-0,0,11
17,2393,12.00,174.00,160.00,133.00,6-5-0,0,11
18,4098,12.00,168.00,160.00,152.00,6-5-0,0,11
19,4462,12.00,162.00,120.00,95.00,6-5-0,0,11
20,1311,12.00,150.00,210.00,196.00,6-5-0,0,11
21,4630,12.00,142.00,80.00,158.00,6-5-0,0,11
22,4642,12.00,98.00,220.00,185.00,6-5-0,0,11
23,4576,12.00,96.00,140.00,199.00,6-5-0,0,11
24,4264,12.00,92.00,90.00,91.00,6-4-0,1,11
25,4306,12.00,50.00,130.00,122.00,6-5-0,0,11
26,1225,10.00,188.00,150.00,235.00,5-6-0,0,11
27,3844,10.00,180.00,60.00,278.00,5-6-0,0,11
28,3829,10.00,130.00,80.00,142.00,5-6-0,0,11
29,3961,10.00,110.00,90.00,209.00,5-6-0,0,11
30,3966,10.00,84.00,120.00,160.00,5-6-0,0,11
31,3516,10.00,70.00,170.00,165.00,5-6-0,0,11
32,4554,10.00,56.00,90.00,193.00,5-5-0,1,11
33,3821,8.00,166.00,70.00,203.00,4-7-0,0,11
34,4092,8.00,156.00,170.00,192.00,4-7-0,0,11
35,4020,8.00,136.00,110.00,130.00,4-7-0,0,11
36,3797,8.00,130.00,100.00,140.00,4-6-0,1,11
37,2190,8.00,94.00,190.00,144.00,4-7-0,0,11
38,4025,8.00,92.00,110.00,63.00,4-7-0,0,11
39,3116,8.00,62.00,70.00,94.00,4-7-0,0,11
40,4396,6.00,110.00,60.00,97.00,3-8-0,0,11
41,2817,6.00,108.00,90.00,90.00,3-8-0,0,11
42,3140,6.00,94.00,80.00,148.00,3-8-0,0,11
43,4489,6.00,90.00,40.00,107.00,3-7-0,1,11
44,3783,6.00,78.00,110.00,51.00,3-8-0,0,11
45,3861,4.00,134.00,50.00,72.00,2-9-0,0,11
46,2856,4.00,100.00,50.00,107.00,2-9-0,0,11
47,4479,4.00,96.00,60.00,65.00,2-9-0,0,11
48,3259,4.00,92.00,70.00,111.00,2-9-0,0,11
49,4016,4.00,78.00,90.00,74.00,2-8-0,1,11
50,4721,2.00,66.00,70.00,64.00,1-10-0,0,11
