Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,3506,35.0,307.0,275.0,246.0,640.0,9-3-0,12
2,3459,35.0,286.0,195.0,207.0,640.0,10-2-0,12
3,5854,34.0,327.0,220.0,348.0,585.0,11-1-0,12
4,4561,33.0,344.0,185.0,289.0,665.0,8-4-0,12
5,2059,33.0,320.0,185.0,240.0,665.0,8-4-0,12
6,2642,32.0,334.0,175.0,252.0,670.0,8-4-0,12
7,4795,32.0,326.0,190.0,267.0,635.0,7-5-0,12
8,5160,31.0,302.0,190.0,354.0,595.0,8-4-0,12
9,1533,28.0,303.0,260.0,340.0,650.0,7-5-0,12
10,5518,28.0,302.0,185.0,217.0,640.0,8-4-0,12
11,2655,28.0,279.0,160.0,240.0,635.0,6-6-0,12
12,900,27.0,334.0,190.0,301.0,575.0,7-5-0,12
13,587,26.0,312.0,140.0,211.0,650.0,5-7-0,12
14,3971,26.0,286.0,175.0,204.0,630.0,5-7-0,12
15,2640,25.0,328.0,250.0,171.0,675.0,7-5-0,12
16,3661,25.0,325.0,185.0,138.0,640.0,7-5-0,12
17,4290,24.0,320.0,145.0,193.0,665.0,5-7-0,12
18,435,24.0,318.0,180.0,235.0,630.0,6-6-0,12
19,6003,24.0,302.0,175.0,174.0,650.0,5-7-0,12
20,5544,24.0,272.0,180.0,240.0,595.0,5-7-0,12
21,2682,23.0,292.0,225.0,151.0,645.0,6-6-0,12
22,3402,22.0,321.0,165.0,156.0,645.0,5-7-0,12
23,4935,21.0,311.0,150.0,190.0,635.0,4-8-0,12
24,5679,21.0,286.0,160.0,181.0,640.0,5-7-0,12
25,5446,20.0,306.0,180.0,144.0,625.0,4-8-0,12
26,5511,20.0,273.0,155.0,179.0,565.0,5-7-0,12
27,4828,20.0,265.0,150.0,161.0,615.0,4-8-0,12
28,3196,19.0,297.0,160.0,158.0,600.0,5-7-0,12
29,6004,19.0,258.0,180.0,136.0,630.0,3-9-0,12
30,6215,16.0,336.0,150.0,109.0,670.0,3-9-0,12
31,3737,16.0,286.0,160.0,171.0,585.0,4-8-0,12
32,3680,13.0,244.0,130.0,105.0,575.0,2-10-0,12
