Rank,Team,QS,HP,BP,TP,CP,Record (W-L-T),DQ,Played
1,1718,41.00,166.00,70.00,183.00,24,8-3-1,0,12
2,2586,34.00,107.00,110.00,100.00,16,9-3-0,0,12
3,2474,32.00,190.00,120.00,263.00,14,9-3-0,0,12
4,3546,32.00,143.00,110.00,91.00,16,8-4-0,0,12
5,107,30.00,137.00,130.00,118.00,14,8-4-0,0,12
6,1918,30.00,93.00,30.00,200.00,18,6-6-0,0,12
7,3234,29.00,100.00,120.00,161.00,14,7-4-1,0,12
8,2054,28.00,140.00,130.00,179.00,12,8-4-0,0,12
9,3357,28.00,137.00,90.00,174.00,10,9-3-0,0,12
10,2000,28.00,130.00,120.00,126.00,14,7-5-0,0,12
11,858,28.00,123.00,120.00,151.00,12,8-4-0,0,12
12,85,26.00,143.00,110.00,140.00,10,8-4-0,0,12
13,2075,26.00,106.00,110.00,158.00,6,10-2-0,0,12
14,2767,26.00,102.00,80.00,163.00,10,8-4-0,0,12
15,4004,26.00,87.00,120.00,89.00,14,6-6-0,0,12
16,3640,25.00,101.00,80.00,82.00,14,5-6-1,0,12
17,4003,24.00,118.00,60.00,93.00,12,6-6-0,0,12
18,216,24.00,108.00,80.00,108.00,14,5-7-0,0,12
19,3658,24.00,108.00,60.00,91.00,14,5-7-0,0,12
20,288,24.00,69.00,130.00,68.00,12,6-6-0,0,12
21,2245,23.00,104.00,60.00,82.00,12,5-6-1,0,12
22,904,22.00,155.00,110.00,105.00,6,8-4-0,0,12
23,3875,22.00,124.00,110.00,98.00,10,6-6-0,0,12
24,3570,22.00,94.00,80.00,114.00,12,5-7-0,0,12
25,3688,22.00,84.00,60.00,108.00,10,6-6-0,0,12
26,857,22.00,58.00,110.00,92.00,10,6-6-0,0,12
27,3572,20.00,179.00,50.00,95.00,8,6-6-0,0,12
28,141,20.00,107.00,100.00,108.00,8,6-6-0,0,12
29,4337,20.00,91.00,50.00,56.00,16,2-10-0,0,12
30,2405,20.00,86.00,30.00,88.00,12,4-8-0,0,12
31,74,18.00,123.00,90.00,87.00,10,4-8-0,0,12
32,1677,18.00,94.00,80.00,73.00,8,5-7-0,0,12
33,910,18.00,93.00,60.00,70.00,10,4-8-0,0,12
34,3458,18.00,71.00,40.00,76.00,12,3-9-0,0,12
35,4327,17.00,82.00,30.00,88.00,10,3-8-1,0,12
36,3603,16.00,88.00,80.00,63.00,6,5-7-0,0,12
37,4368,15.00,75.00,50.00,79.00,6,4-7-1,0,12
38,244,14.00,76.00,70.00,96.00,6,4-8-0,0,12
39,1896,14.00,74.00,50.00,87.00,8,3-9-0,0,12
40,2771,10.00,81.00,40.00,70.00,6,2-10-0,0,12
