Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,4188,35.0,246.0,140.0,159.0,620.0,10-2-0,12
2,1261,33.0,242.0,145.0,118.0,670.0,10-2-0,12
3,3581,30.0,205.0,135.0,91.0,600.0,9-3-0,12
4,3635,30.0,170.0,135.0,47.0,585.0,10-2-0,12
5,1648,29.0,216.0,135.0,148.0,590.0,9-3-0,12
6,3091,25.0,254.0,140.0,47.0,595.0,8-4-0,12
7,3329,24.0,231.0,120.0,104.0,605.0,7-5-0,12
8,4026,22.0,230.0,125.0,67.0,570.0,7-5-0,12
9,5848,22.0,138.0,135.0,59.0,565.0,6-6-0,12
10,5840,21.0,202.0,110.0,54.0,510.0,7-5-0,12
11,4701,21.0,198.0,115.0,89.0,505.0,7-5-0,12
12,4240,20.0,222.0,115.0,57.0,535.0,7-5-0,12
13,6177,20.0,178.0,95.0,52.0,505.0,7-5-0,12
14,1002,19.0,204.0,105.0,72.0,540.0,5-7-0,12
15,5293,19.0,180.0,125.0,59.0,515.0,5-7-0,12
16,3600,17.0,196.0,90.0,85.0,495.0,5-7-0,12
17,4941,17.0,182.0,110.0,58.0,520.0,5-7-0,12
18,6139,16.0,180.0,100.0,39.0,475.0,5-7-0,12
19,5828,13.0,188.0,85.0,36.0,485.0,4-8-0,12
20,5536,13.0,180.0,95.0,36.0,505.0,4-8-0,12
21,5651,13.0,162.0,120.0,43.0,485.0,3-9-0,12
22,5734,11.0,242.0,130.0,44.0,530.0,3-9-0,12
23,4730,10.0,179.0,60.0,52.0,435.0,3-8-0,12
24,4235,8.0,140.0,65.0,22.0,405.0,2-10-0,12
25,3344,7.0,148.0,90.0,36.0,465.0,2-10-0,12
