Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1793,8,0,0,8,16.00,37.50,56
2,1086,7,0,1,8,15.00,30.25,82
3,359,7,1,0,8,14.00,35.50,64
4,384,7,1,0,8,14.00,32.00,78
5,1137,6,2,0,8,12.00,30.50,82
6,2021,6,2,0,8,12.00,30.50,50
7,1655,6,2,0,8,12.00,30.25,70
8,2421,6,2,0,8,12.00,30.00,70
9,2642,6,2,0,8,12.00,29.75,64
10,1262,6,2,0,8,12.00,29.25,68
11,1731,6,2,0,8,12.00,29.00,122
12,339,6,2,0,8,12.00,28.50,52
13,540,6,2,0,8,12.00,27.25,78
14,401,6,2,0,8,12.00,27.00,70
15,1829,6,2,0,8,12.00,24.75,60
16,1610,6,2,0,8,12.00,24.25,74
17,122,5,3,0,8,10.00,29.75,60
18,1908,5,3,0,8,10.00,29.50,56
19,1907,5,3,0,8,10.00,26.50,52
20,1413,5,3,0,8,10.00,26.25,68
21,116,5,3,0,8,10.00,22.75,50
22,1236,4,3,1,8,9.00,27.50,66
23,2402,4,3,1,8,9.00,26.75,46
24,587,4,3,1,8,9.00,21.50,48
25,346,4,3,1,8,9.00,21.00,48
26,1598,4,4,0,8,8.00,27.50,122
27,620,4,4,0,8,8.00,27.00,70
28,2108,4,4,0,8,8.00,25.75,52
29,612,4,4,0,8,8.00,25.50,70
30,2107,4,4,0,8,8.00,23.00,64
31,623,4,4,0,8,8.00,22.50,56
32,422,4,4,0,8,8.00,21.50,32
33,1391,4,4,0,8,8.00,20.25,52
34,2483,4,4,0,8,8.00,19.00,48
35,405,3,4,1,8,7.00,24.75,64
36,435,3,5,0,8,6.00,31.75,62
37,2336,3,5,0,8,6.00,30.50,60
38,900,3,5,0,8,6.00,26.25,48
39,414,3,5,0,8,6.00,25.25,68
40,1885,3,5,0,8,6.00,24.75,60
41,1095,3,5,0,8,6.00,24.00,40
42,1522,3,5,0,8,6.00,22.50,82
43,1033,3,5,0,8,6.00,22.50,74
44,1222,3,5,0,8,6.00,21.75,60
45,611,3,5,0,8,6.00,21.50,50
46,617,3,5,0,8,6.00,21.25,48
47,1895,3,5,0,8,6.00,20.50,52
48,2068,3,4,0,7,6.00,19.50,56
49,928,3,5,0,8,6.00,18.25,62
50,1541,3,5,0,8,6.00,18.00,122
51,2074,3,5,0,8,6.00,15.25,40
52,2028,2,6,0,8,4.00,24.00,48
53,2106,2,6,0,8,4.00,22.75,40
54,619,2,6,0,8,4.00,22.00,48
55,2417,2,6,0,8,4.00,20.25,50
56,600,2,6,0,8,4.00,18.50,50
57,1599,2,6,0,8,4.00,18.50,42
58,2363,2,6,0,8,4.00,18.00,36
59,1172,2,6,0,8,4.00,16.25,40
60,1123,2,6,0,8,4.00,15.75,76
61,2186,2,5,0,7,4.00,13.50,38
62,388,1,7,0,8,2.00,12.50,30
63,2434,1,6,0,7,2.00,11.00,32
64,975,0,8,0,8,0.00,19.25,30
