Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,334,16.00,190.00,275.00,160.00,416.00,8-1-0,0,9
2,694,15.00,190.00,310.00,210.00,223.00,7-1-1,0,9
3,1230,14.00,290.00,315.00,200.00,205.00,7-2-0,0,9
4,5289,14.00,170.00,160.00,70.00,160.00,7-2-0,0,9
5,3158,14.00,160.00,285.00,210.00,359.00,7-2-0,0,9
6,3419,14.00,120.00,326.00,230.00,272.00,7-2-0,0,9
7,354,14.00,100.00,322.00,70.00,131.00,7-2-0,0,9
8,597,13.00,180.00,290.00,240.00,269.00,6-2-1,0,9
9,3017,13.00,150.00,260.00,90.00,174.00,6-2-1,0,9
10,3059,13.00,140.00,305.00,170.00,328.00,6-2-1,0,9
11,4039,12.00,180.00,376.00,210.00,355.00,6-3-0,0,9
12,369,12.00,170.00,270.00,140.00,303.00,6-3-0,0,9
13,1396,12.00,160.00,265.00,160.00,168.00,6-3-0,0,9
14,2601,12.00,150.00,312.00,160.00,377.00,6-3-0,0,9
15,743,12.00,80.00,156.00,50.00,192.00,6-3-0,0,9
16,4012,12.00,60.00,276.00,180.00,490.00,6-3-0,0,9
17,4122,11.00,150.00,312.00,140.00,223.00,5-3-1,0,9
18,375,11.00,110.00,190.00,80.00,156.00,5-3-1,0,9
19,4571,11.00,60.00,241.00,140.00,278.00,5-3-1,0,9
20,806,11.00,40.00,218.00,80.00,143.00,5-3-1,0,9
21,395,10.00,160.00,297.00,170.00,228.00,5-4-0,0,9
22,3940,10.00,150.00,275.00,200.00,180.00,5-4-0,0,9
23,514,10.00,150.00,242.00,110.00,96.00,5-4-0,0,9
24,1156,10.00,130.00,260.00,170.00,182.00,5-4-0,0,9
25,1635,10.00,130.00,221.00,140.00,210.00,5-4-0,0,9
26,640,10.00,130.00,220.00,160.00,229.00,5-4-0,0,9
27,1600,10.00,120.00,230.00,190.00,263.00,5-4-0,0,9
28,2579,10.00,110.00,220.00,140.00,267.00,5-4-0,0,9
29,3204,10.00,110.00,205.00,100.00,138.00,5-4-0,0,9
30,5151,10.00,100.00,156.00,100.00,150.00,5-4-0,0,9
31,335,10.00,80.00,175.00,110.00,184.00,5-4-0,0,9
32,2344,10.00,60.00,221.00,90.00,201.00,5-4-0,0,9
33,3137,9.00,180.00,295.00,170.00,289.00,4-4-1,0,9
34,353,9.00,160.00,202.00,180.00,267.00,4-4-1,0,9
35,333,9.00,100.00,310.00,110.00,225.00,4-4-1,0,9
36,5298,9.00,100.00,180.00,90.00,295.00,4-4-1,0,9
37,271,8.00,150.00,312.00,190.00,58.00,4-5-0,0,9
38,1884,8.00,140.00,232.00,110.00,90.00,4-5-0,0,9
39,4797,8.00,120.00,238.00,130.00,242.00,4-5-0,0,9
40,3171,8.00,100.00,290.00,160.00,229.00,4-5-0,0,9
41,810,8.00,90.00,171.00,110.00,215.00,4-5-0,0,9
42,4640,8.00,80.00,245.00,120.00,246.00,4-5-0,0,9
43,3760,8.00,80.00,211.00,130.00,287.00,4-5-0,0,9
44,2869,8.00,80.00,186.00,90.00,116.00,4-5-0,0,9
45,371,8.00,70.00,216.00,120.00,229.00,4-5-0,0,9
46,4789,8.00,70.00,175.00,50.00,153.00,4-5-0,0,9
47,3053,8.00,60.00,145.00,60.00,134.00,4-4-0,1,9
48,2265,7.00,180.00,180.00,150.00,196.00,3-5-1,0,9
49,5202,6.00,180.00,216.00,50.00,206.00,3-6-0,0,9
50,4528,6.00,120.00,218.00,70.00,72.00,3-6-0,0,9
51,1796,6.00,90.00,345.00,200.00,218.00,3-6-0,0,9
52,421,6.00,60.00,151.00,70.00,140.00,3-5-0,1,9
53,1155,6.00,60.00,135.00,60.00,98.00,3-6-0,0,9
54,1880,6.00,40.00,195.00,110.00,127.00,3-6-0,0,9
55,4299,6.00,40.00,181.00,160.00,193.00,3-6-0,0,9
56,4108,6.00,40.00,117.00,60.00,80.00,3-6-0,0,9
57,5123,6.00,20.00,162.00,70.00,191.00,3-6-0,0,9
58,4263,5.00,130.00,175.00,80.00,154.00,2-6-1,0,9
59,1382,5.00,80.00,190.00,60.00,122.00,2-6-1,0,9
60,4383,5.00,80.00,161.00,80.00,72.00,2-6-1,0,9
61,4773,4.00,70.00,164.00,110.00,127.00,2-6-0,1,9
62,1660,4.00,60.00,96.00,30.00,156.00,2-7-0,0,9
63,522,3.00,210.00,142.00,110.00,65.00,1-7-1,0,9
64,2895,2.00,60.00,155.00,70.00,73.00,1-6-0,2,9
65,4856,2.00,40.00,135.00,50.00,61.00,1-8-0,0,9
66,4684,0,90.00,240.00,80.00,87.00,0-9-0,0,9
