Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1319,8,0,0,8,16.00,25.25,54
2,832,7,0,1,8,15.00,25.25,58
3,1414,7,1,0,8,14.00,29.00,60
4,1127,6,2,0,8,12.00,24.25,52
5,1746,6,1,0,7,12.00,23.71,64
6,1379,6,2,0,8,12.00,22.50,40
7,1261,6,2,0,8,12.00,19.75,68
8,343,5,3,0,8,10.00,28.75,68
9,1533,5,3,0,8,10.00,27.00,68
10,2119,5,2,0,7,10.00,21.43,52
11,34,5,3,0,8,10.00,21.25,54
12,2463,5,3,0,8,10.00,20.25,58
13,2038,5,3,0,8,10.00,17.25,56
14,2007,4,3,1,8,9.00,24.25,68
15,1999,4,3,1,8,9.00,22.25,56
16,1758,4,3,1,8,9.00,19.25,24
17,1287,4,3,1,8,9.00,17.25,58
18,1439,4,3,1,8,9.00,16.50,46
19,281,4,4,0,8,8.00,23.25,58
20,1612,4,4,0,8,8.00,22.00,60
21,1771,4,4,0,8,8.00,21.25,68
22,1002,4,3,0,7,8.00,19.43,56
23,2415,4,3,0,7,8.00,19.43,52
24,2655,4,3,0,7,8.00,16.86,40
25,1683,4,4,0,8,8.00,14.50,60
26,1311,3,3,1,7,7.00,22.86,44
27,2640,3,4,0,7,6.00,24.57,64
28,1057,3,5,0,8,6.00,19.25,32
29,547,3,4,0,7,6.00,16.57,58
30,1788,3,5,0,8,6.00,16.25,24
31,2393,3,5,0,8,6.00,15.75,40
32,1415,3,5,0,8,6.00,12.25,68
33,538,2,4,1,7,5.00,18.86,46
34,1102,2,4,1,7,5.00,16.00,28
35,1371,2,5,1,8,5.00,15.25,32
36,1877,2,5,1,8,5.00,7.50,40
37,1648,2,5,0,7,4.00,25.43,52
38,2080,2,5,0,7,4.00,15.43,26
39,1845,2,5,0,7,4.00,13.43,64
40,1795,2,5,0,7,4.00,9.71,30
41,1848,1,5,1,7,3.00,16.57,40
42,2362,1,6,0,7,2.00,18.00,44
43,2420,1,6,0,7,2.00,16.57,22
44,442,1,7,0,8,2.00,11.50,28
45,1398,0,7,0,7,0.00,11.43,28
