Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,1986,22.00,388.00,80.00,479.00,11-0-0,0,11
2,3931,20.00,212.00,150.00,372.00,10-1-0,0,11
3,16,18.00,180.00,90.00,217.00,9-2-0,0,11
4,2848,18.00,162.00,160.00,252.00,9-2-0,0,11
5,4063,18.00,160.00,80.00,295.00,9-2-0,0,11
6,1296,16.00,178.00,80.00,321.00,8-3-0,0,11
7,4852,16.00,168.00,90.00,223.00,8-3-0,0,11
8,647,15.00,130.00,70.00,264.00,7-3-1,0,11
9,1108,15.00,82.00,110.00,210.00,7-2-1,1,11
10,3310,14.00,96.00,60.00,95.00,7-4-0,0,11
11,4694,14.00,66.00,60.00,168.00,7-4-0,0,11
12,2468,13.00,190.00,110.00,202.00,6-4-1,0,11
13,4153,13.00,88.00,80.00,182.00,6-4-1,0,11
14,4570,12.00,128.00,50.00,86.00,6-5-0,0,11
15,932,12.00,118.00,100.00,101.00,6-5-0,0,11
16,4499,12.00,84.00,180.00,185.00,6-5-0,0,11
17,4552,12.00,56.00,70.00,99.00,6-5-0,0,11
18,3366,11.00,198.00,40.00,149.00,5-5-1,0,11
19,2789,11.00,50.00,140.00,106.00,5-5-1,0,11
20,1750,10.00,134.00,80.00,133.00,5-6-0,0,11
21,4351,10.00,98.00,100.00,135.00,5-6-0,0,11
22,4734,10.00,86.00,90.00,180.00,5-5-0,1,11
23,4206,10.00,80.00,110.00,112.00,5-6-0,0,11
24,4300,10.00,64.00,90.00,150.00,5-6-0,0,11
25,4378,8.00,148.00,50.00,170.00,4-6-0,1,11
26,4298,8.00,104.00,60.00,91.00,4-7-0,0,11
27,1801,8.00,100.00,60.00,169.00,4-7-0,0,11
28,2965,8.00,100.00,60.00,125.00,4-6-0,1,11
29,4717,8.00,96.00,20.00,147.00,4-7-0,0,11
30,4102,8.00,80.00,100.00,103.00,4-7-0,0,11
31,4820,8.00,56.00,110.00,108.00,4-7-0,0,11
32,4853,8.00,44.00,120.00,91.00,4-7-0,0,11
33,4799,6.00,100.00,30.00,38.00,3-7-0,1,11
34,4798,6.00,88.00,30.00,158.00,3-8-0,0,11
35,1642,6.00,82.00,70.00,97.00,3-8-0,0,11
36,3794,6.00,82.00,30.00,114.00,3-7-0,1,11
37,4836,6.00,66.00,60.00,111.00,3-8-0,0,11
38,2613,6.00,60.00,50.00,135.00,3-8-0,0,11
39,2395,6.00,56.00,60.00,120.00,3-8-0,0,11
40,4301,6.00,54.00,130.00,124.00,3-8-0,0,11
41,1817,4.00,74.00,30.00,60.00,2-9-0,0,11
