Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,66,7,1,0,8,14.00,52.00,92
2,47,6,2,0,8,12.00,58.75,98
3,27,6,2,0,8,12.00,51.25,122
4,1718,6,2,0,8,12.00,49.75,118
5,33,6,2,0,8,12.00,48.50,118
6,65,6,2,0,8,12.00,48.25,108
7,107,6,2,0,8,12.00,44.75,100
8,67,6,2,0,8,12.00,42.50,132
9,291,6,2,0,8,12.00,36.50,122
10,451,6,2,0,8,12.00,36.00,80
11,2612,6,2,0,8,12.00,35.50,94
12,894,6,2,0,8,12.00,35.50,88
13,1747,6,2,0,8,12.00,35.50,68
14,2137,6,2,0,8,12.00,32.75,58
15,469,5,2,1,8,11.00,46.75,84
16,217,5,3,0,8,10.00,56.50,108
17,326,5,3,0,8,10.00,51.75,98
18,494,5,3,0,8,10.00,47.50,132
19,573,5,3,0,8,10.00,41.75,108
20,862,5,3,0,8,10.00,38.00,100
21,1646,5,3,0,8,10.00,37.25,58
22,503,5,3,0,8,10.00,35.75,56
23,2591,5,3,0,8,10.00,29.75,80
24,1998,5,3,0,8,10.00,26.00,100
25,910,4,3,1,8,9.00,37.75,80
26,1596,4,3,1,8,9.00,34.00,132
27,68,4,4,0,8,8.00,50.25,82
28,70,4,4,0,8,8.00,49.50,82
29,1732,4,4,0,8,8.00,42.75,106
30,548,4,4,0,8,8.00,38.50,118
31,306,4,4,0,8,8.00,35.00,68
32,470,4,4,0,8,8.00,32.00,96
33,1701,4,4,0,8,8.00,30.00,80
34,1189,4,4,0,8,8.00,23.00,56
35,226,3,4,1,8,7.00,45.75,76
36,280,3,4,1,8,7.00,39.75,54
37,245,3,4,1,8,7.00,38.50,82
38,240,3,4,1,8,7.00,37.75,56
39,830,3,4,1,8,7.00,33.25,54
40,1023,3,4,1,8,7.00,33.00,92
41,201,3,5,0,8,6.00,43.75,106
42,279,3,5,0,8,6.00,35.00,98
43,123,3,5,0,8,6.00,34.25,78
44,2163,3,5,0,8,6.00,34.00,82
45,2627,3,5,0,8,6.00,34.00,82
46,1941,3,5,0,8,6.00,31.50,60
47,313,3,5,0,8,6.00,27.00,98
48,2620,3,5,0,8,6.00,26.75,58
49,1216,3,4,0,7,6.00,22.75,60
50,63,2,5,1,8,5.00,42.00,78
51,322,2,5,1,8,5.00,39.00,64
52,2608,2,5,1,8,5.00,30.50,54
53,308,2,6,0,8,4.00,41.75,94
54,2050,2,6,0,8,4.00,37.50,80
55,2576,2,6,0,8,4.00,31.75,48
56,2676,2,6,0,8,4.00,29.75,66
57,1322,2,6,0,8,4.00,27.00,58
58,406,2,6,0,8,4.00,26.25,80
59,1015,2,6,0,8,4.00,26.25,78
60,2224,2,6,0,8,4.00,23.75,80
61,2673,2,6,0,8,4.00,23.25,46
62,461,1,7,0,8,2.00,26.75,74
63,1549,1,7,0,8,2.00,23.00,50
