Rank,Team,Wins,Losses,Ties,Played,QS,RS
1,2512,8,1,0,9,16.00,25.33
2,1730,7,1,1,9,15.00,16.00
3,171,7,1,1,9,15.00,15.55
4,537,7,1,1,9,15.00,12.11
5,2175,7,1,0,8,14.00,16.44
6,3130,7,2,0,9,14.00,13.88
7,3290,6,2,1,9,13.00,7.66
8,3690,6,2,1,9,13.00,7.55
9,1939,6,3,0,9,12.00,20.00
10,3278,4,1,4,9,12.00,18.66
11,2177,6,3,0,9,12.00,17.44
12,3026,6,3,0,9,12.00,14.66
13,3277,6,3,0,9,12.00,14.22
14,2472,6,3,0,9,12.00,11.66
15,2129,5,2,2,9,12.00,10.22
16,2606,5,3,1,9,11.00,9.33
17,648,5,3,1,9,11.00,8.22
18,2143,5,4,0,9,10.00,12.66
19,2525,5,3,0,8,10.00,12.55
20,3691,4,3,2,9,10.00,12.00
21,1816,5,4,0,9,10.00,10.22
22,2491,4,3,2,9,10.00,7.88
23,2506,4,3,2,9,10.00,7.22
24,2977,4,4,1,9,9.00,15.44
25,2549,4,4,1,9,9.00,14.66
26,3055,3,2,3,8,9.00,9.22
27,3699,4,3,1,8,9.00,8.22
28,2480,4,4,1,9,9.00,3.66
29,2220,4,5,0,9,8.00,14.66
30,2883,4,5,0,9,8.00,13.66
31,2239,4,3,0,7,8.00,10.22
32,2531,4,3,0,7,8.00,7.22
33,3202,3,3,2,8,8.00,6.77
34,2207,4,4,0,8,8.00,5.55
35,2654,3,5,1,9,7.00,16.00
36,1652,3,5,1,9,7.00,14.33
37,2667,3,4,1,8,7.00,11.11
38,1764,3,5,1,9,7.00,5.55
39,2225,2,3,3,8,7.00,4.66
40,3750,3,4,1,8,7.00,4.44
41,2529,3,4,1,8,7.00,4.22
42,3291,3,5,0,8,6.00,11.33
43,3042,3,4,0,7,6.00,8.66
44,2164,3,5,0,8,6.00,7.77
45,3633,2,5,2,9,6.00,6.88
46,2823,2,5,2,9,6.00,6.88
47,3023,3,2,0,5,6.00,5.00
48,3848,3,6,0,9,6.00,4.55
49,3122,2,4,2,8,6.00,3.11
50,2709,2,6,1,9,5.00,8.66
51,3102,2,5,1,8,5.00,6.11
52,3090,1,5,3,9,5.00,3.44
53,3293,2,7,0,9,4.00,16.44
54,3292,1,5,2,8,4.00,8.66
55,3723,2,5,0,7,4.00,7.88
56,3058,2,4,0,6,4.00,3.88
57,3299,1,5,2,8,4.00,2.44
58,2535,1,7,1,9,3.00,5.44
59,3206,1,5,1,7,3.00,4.66
60,3610,0,5,3,8,3.00,3.11
