Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,16,10,0,1,11,21.00,41.09,102
2,1208,9,2,0,11,18.00,51.45,102
3,1806,9,2,0,11,18.00,50.18,96
4,71,9,2,0,11,18.00,48.09,97
5,2041,8,3,0,11,16.00,50.09,90
6,2775,7,4,0,11,14.00,47.00,94
7,931,7,4,0,11,14.00,43.36,96
8,1182,7,4,0,11,14.00,41.63,90
9,1810,6,4,1,11,13.00,46.00,75
10,1756,6,5,0,11,12.00,50.09,75
11,2359,6,5,0,11,12.00,46.63,96
12,3000,6,5,0,11,12.00,45.18,88
13,1098,6,5,0,11,12.00,44.00,102
14,1288,6,5,0,11,12.00,43.54,92
15,1094,6,5,0,11,12.00,41.72,92
16,1706,6,5,0,11,12.00,40.81,75
17,1785,6,5,0,11,12.00,39.72,97
18,1764,6,5,0,11,12.00,38.18,78
19,2219,5,5,1,11,11.00,39.36,87
20,1444,5,6,0,11,10.00,50.54,76
21,1108,5,6,0,11,10.00,43.54,68
22,967,5,6,0,11,10.00,40.36,87
23,1996,4,5,2,11,10.00,39.81,78
24,1178,5,6,0,11,10.00,39.45,68
25,2838,4,6,1,11,9.00,48.36,68
26,1329,4,6,1,11,9.00,46.72,94
27,1723,4,7,0,11,8.00,47.45,79
28,1985,4,7,0,11,8.00,42.45,92
29,2014,3,7,1,11,7.00,41.27,66
30,2893,3,7,1,11,7.00,40.09,79
31,2978,3,8,0,11,6.00,39.72,78
32,1658,3,8,0,11,6.00,36.81,66
33,1609,3,8,0,11,6.00,34.63,76
34,1827,2,7,2,11,6.00,34.18,90
35,2408,2,8,1,11,5.00,42.72,97
36,2902,2,9,0,11,4.00,39.81,62
