Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,2973,18.00,330.00,480.00,150.00,352.00,9-1-0,0,10
2,364,18.00,290.00,461.00,160.00,642.00,9-1-0,0,10
3,1730,18.00,260.00,371.00,230.00,383.00,9-1-0,0,10
4,1319,18.00,250.00,536.00,290.00,274.00,9-1-0,0,10
5,3937,16.00,400.00,375.00,260.00,542.00,8-2-0,0,10
6,3612,16.00,200.00,305.00,220.00,292.00,8-2-0,0,10
7,3959,16.00,180.00,353.00,180.00,340.00,8-2-0,0,10
8,456,14.00,450.00,436.00,220.00,365.00,7-3-0,0,10
9,2992,14.00,240.00,357.00,180.00,229.00,7-3-0,0,10
10,2190,14.00,200.00,350.00,140.00,389.00,7-3-0,0,10
11,2078,14.00,110.00,225.00,100.00,328.00,7-3-0,0,10
12,1421,12.00,380.00,492.00,100.00,235.00,6-4-0,0,10
13,945,12.00,300.00,351.00,60.00,288.00,6-4-0,0,10
14,1311,12.00,270.00,387.00,260.00,265.00,6-4-0,0,10
15,2468,12.00,250.00,436.00,160.00,411.00,6-4-0,0,10
16,3753,12.00,250.00,435.00,190.00,228.00,6-4-0,0,10
17,4209,12.00,180.00,311.00,40.00,233.00,6-4-0,0,10
18,2183,12.00,160.00,242.00,100.00,354.00,6-4-0,0,10
19,4053,12.00,160.00,231.00,90.00,281.00,6-4-0,0,10
20,3039,12.00,120.00,360.00,100.00,316.00,6-4-0,0,10
21,2918,12.00,120.00,347.00,90.00,207.00,6-4-0,0,10
22,5325,12.00,120.00,326.00,120.00,245.00,6-4-0,0,10
23,1920,12.00,110.00,255.00,110.00,365.00,6-4-0,0,10
24,1912,10.00,240.00,300.00,150.00,394.00,5-5-0,0,10
25,2080,10.00,230.00,295.00,130.00,148.00,5-5-0,0,10
26,1818,10.00,140.00,266.00,100.00,303.00,5-5-0,0,10
27,34,10.00,130.00,255.00,80.00,165.00,5-5-0,0,10
28,3961,10.00,130.00,242.00,110.00,227.00,5-5-0,0,10
29,2817,10.00,120.00,195.00,90.00,303.00,5-5-0,0,10
30,3606,10.00,80.00,257.00,110.00,197.00,5-5-0,0,10
31,4721,10.00,70.00,205.00,110.00,277.00,5-5-0,0,10
32,3227,10.00,60.00,261.00,90.00,258.00,5-5-0,0,10
33,4353,10.00,50.00,236.00,50.00,261.00,5-5-0,0,10
34,4978,8.00,210.00,255.00,60.00,267.00,4-6-0,0,10
35,3350,8.00,190.00,251.00,130.00,336.00,4-6-0,0,10
36,1927,8.00,180.00,275.00,180.00,288.00,4-6-0,0,10
37,2221,8.00,170.00,421.00,50.00,142.00,4-6-0,0,10
38,3991,8.00,170.00,280.00,140.00,190.00,4-6-0,0,10
39,3319,8.00,160.00,358.00,60.00,179.00,4-6-0,0,10
40,3616,8.00,160.00,323.00,150.00,164.00,4-6-0,0,10
41,3468,8.00,120.00,242.00,110.00,143.00,4-6-0,0,10
42,4107,8.00,110.00,262.00,120.00,220.00,4-6-0,0,10
43,5168,8.00,100.00,231.00,90.00,218.00,4-6-0,0,10
44,5028,8.00,60.00,252.00,120.00,148.00,4-6-0,0,10
45,4805,8.00,40.00,302.00,140.00,85.00,4-6-0,0,10
46,3337,6.00,170.00,192.00,60.00,201.00,3-7-0,0,10
47,3946,6.00,130.00,241.00,90.00,170.00,3-7-0,0,10
48,590,6.00,100.00,216.00,70.00,221.00,3-7-0,0,10
49,5169,6.00,80.00,191.00,70.00,205.00,3-6-0,1,10
50,4316,4.00,180.00,250.00,60.00,236.00,2-8-0,0,10
51,3783,4.00,140.00,255.00,110.00,122.00,2-8-0,0,10
52,4336,4.00,130.00,235.00,140.00,312.00,2-8-0,0,10
53,5040,4.00,110.00,160.00,80.00,235.00,2-8-0,0,10
54,2242,4.00,80.00,160.00,60.00,191.00,2-8-0,0,10
55,4832,4.00,60.00,185.00,90.00,252.00,2-8-0,0,10
56,4087,4.00,40.00,251.00,80.00,213.00,2-8-0,0,10
57,5055,2.00,80.00,216.00,90.00,147.00,1-9-0,0,10
