Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,148,18.00,610.00,423.00,200.00,567.00,9-1-0,0,10
2,1477,18.00,590.00,466.00,140.00,480.00,9-1-0,0,10
3,231,18.00,550.00,332.00,170.00,358.00,9-1-0,0,10
4,118,16.00,720.00,505.00,90.00,564.00,8-2-0,0,10
5,3847,16.00,460.00,300.00,230.00,324.00,8-2-0,0,10
6,3103,16.00,430.00,321.00,130.00,250.00,8-2-0,0,10
7,2234,16.00,380.00,341.00,250.00,325.00,8-2-0,0,10
8,4610,16.00,320.00,305.00,150.00,258.00,8-2-0,0,10
9,3834,16.00,280.00,386.00,210.00,242.00,8-2-0,0,10
10,3997,14.00,430.00,231.00,110.00,250.00,7-3-0,0,10
11,4587,14.00,380.00,420.00,150.00,314.00,7-3-0,0,10
12,3335,14.00,340.00,395.00,160.00,246.00,7-3-0,0,10
13,4346,14.00,190.00,254.00,90.00,293.00,7-3-0,0,10
14,624,12.00,420.00,475.00,100.00,387.00,6-4-0,0,10
15,4328,12.00,340.00,270.00,120.00,461.00,6-4-0,0,10
16,1801,12.00,280.00,327.00,100.00,331.00,6-4-0,0,10
17,5261,12.00,270.00,256.00,120.00,223.00,6-4-0,0,10
18,4295,12.00,230.00,292.00,160.00,287.00,6-4-0,0,10
19,2882,12.00,140.00,272.00,120.00,266.00,6-4-0,0,10
20,2848,10.00,440.00,336.00,110.00,410.00,5-5-0,0,10
21,3735,10.00,340.00,442.00,160.00,172.00,5-5-0,0,10
22,5307,10.00,340.00,252.00,150.00,244.00,5-5-0,0,10
23,418,10.00,290.00,371.00,150.00,277.00,5-5-0,0,10
24,5093,10.00,280.00,301.00,110.00,302.00,5-5-0,0,10
25,5308,10.00,280.00,216.00,90.00,205.00,5-5-0,0,10
26,1429,10.00,220.00,258.00,120.00,151.00,5-5-0,0,10
27,3016,10.00,210.00,326.00,200.00,82.00,5-5-0,0,10
28,2583,10.00,210.00,316.00,200.00,275.00,5-5-0,0,10
29,1622,10.00,200.00,346.00,190.00,301.00,5-5-0,0,10
30,4570,10.00,200.00,247.00,110.00,427.00,5-5-0,0,10
31,3728,10.00,150.00,161.00,140.00,358.00,5-5-0,0,10
32,3481,8.00,410.00,296.00,130.00,224.00,4-6-0,0,10
33,4589,8.00,400.00,237.00,60.00,264.00,4-6-0,0,10
34,2587,8.00,390.00,330.00,170.00,249.00,4-6-0,0,10
35,457,8.00,360.00,317.00,70.00,337.00,4-6-0,0,10
36,57,8.00,270.00,250.00,110.00,197.00,4-6-0,0,10
37,3999,8.00,260.00,306.00,60.00,269.00,4-6-0,0,10
38,1745,8.00,250.00,261.00,70.00,212.00,4-6-0,0,10
39,2881,8.00,230.00,340.00,130.00,141.00,4-6-0,0,10
40,2582,8.00,220.00,376.00,140.00,139.00,4-6-0,0,10
41,2897,8.00,140.00,211.00,120.00,335.00,4-5-0,1,10
42,4842,8.00,110.00,272.00,80.00,301.00,4-6-0,0,10
43,4155,8.00,100.00,181.00,160.00,357.00,4-6-0,0,10
44,2585,6.00,370.00,319.00,120.00,220.00,3-7-0,0,10
45,3545,6.00,250.00,266.00,140.00,499.00,3-7-0,0,10
46,2936,6.00,180.00,211.00,100.00,140.00,3-7-0,0,10
47,3028,6.00,120.00,192.00,190.00,406.00,3-5-0,2,10
48,441,6.00,100.00,185.00,100.00,310.00,3-7-0,0,10
49,5287,4.00,280.00,260.00,90.00,181.00,2-8-0,0,10
50,653,4.00,230.00,225.00,110.00,194.00,2-8-0,0,10
51,4735,4.00,220.00,201.00,40.00,146.00,2-8-0,0,10
52,1255,4.00,190.00,221.00,60.00,210.00,2-8-0,0,10
53,4280,4.00,80.00,186.00,140.00,178.00,2-8-0,0,10
54,4639,2.00,190.00,293.00,90.00,237.00,1-9-0,0,10
55,5070,2.00,50.00,207.00,70.00,270.00,1-9-0,0,10
