Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,225,98.58,80,296,280,237,296,12
2,203,74.25,8,256,320,93,214,12
3,1218,72.25,20,188,300,165,200,12
4,433,69.41,16,152,340,163,174,12
5,1712,67.16,8,168,360,100,176,12
6,365,62.58,36,96,300,221,110,12
7,816,60.66,20,108,360,106,134,12
8,341,59.25,0,208,160,153,208,12
9,708,57.66,28,92,220,198,154,12
10,304,57.33,0,120,280,132,168,12
11,321,55.83,24,108,240,138,178,12
12,3974,55.0,12,108,240,166,146,12
13,3637,54.91,20,88,240,167,144,12
14,484,53.58,8,84,280,157,156,12
15,5181,53.5,8,100,280,104,156,12
16,5407,52.91,4,172,200,129,142,12
17,2234,51.5,20,144,180,118,162,12
18,4373,50.25,0,120,220,121,148,12
19,4575,50.0,20,124,280,70,130,12
20,4750,49.5,8,100,220,180,122,12
21,4342,49.33,0,80,260,136,128,12
22,486,48.83,28,104,180,172,120,12
23,5684,48.25,24,112,180,151,148,12
24,3929,48.16,20,104,200,118,154,12
25,2095,47.75,0,72,240,163,116,12
26,2495,47.66,4,56,280,132,118,12
27,204,43.83,4,60,280,118,112,12
28,1626,42.33,0,80,200,102,150,12
29,5640,41.25,0,52,240,117,104,12
30,2180,41.25,4,68,200,83,170,12
31,2191,40.25,0,104,120,103,168,12
32,1495,39.83,4,80,160,90,144,12
33,5733,37.66,4,48,200,128,78,12
34,5080,33.66,0,80,120,98,118,12
