Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,494,18.00,560.00,567.00,310.00,253.00,9-3-0,0,12
2,1023,18.00,460.00,672.00,270.00,339.00,9-3-0,0,12
3,68,18.00,330.00,492.00,270.00,323.00,9-3-0,0,12
4,1189,18.00,240.00,555.00,170.00,174.00,9-3-0,0,12
5,1243,17.00,370.00,553.00,290.00,208.00,8-3-1,0,12
6,3175,16.00,360.00,543.00,230.00,307.00,8-4-0,0,12
7,4384,16.00,320.00,493.00,230.00,240.00,8-4-0,0,12
8,3641,16.00,300.00,586.00,320.00,173.00,8-4-0,0,12
9,2834,15.00,270.00,460.00,230.00,331.00,7-4-1,0,12
10,70,14.00,360.00,631.00,350.00,343.00,7-5-0,0,12
11,3542,14.00,330.00,520.00,210.00,211.00,6-4-2,0,12
12,1701,14.00,290.00,495.00,200.00,266.00,7-5-0,0,12
13,904,14.00,270.00,513.00,290.00,304.00,7-5-0,0,12
14,862,13.00,480.00,407.00,300.00,422.00,6-5-1,0,12
15,2145,13.00,270.00,439.00,150.00,174.00,6-5-1,0,12
16,5239,13.00,230.00,454.00,170.00,350.00,6-5-1,0,12
17,240,12.00,390.00,461.00,120.00,208.00,5-5-2,0,12
18,66,12.00,370.00,488.00,200.00,233.00,6-6-0,0,12
19,5263,12.00,360.00,422.00,80.00,214.00,6-6-0,0,12
20,5050,12.00,310.00,395.00,240.00,184.00,6-6-0,0,12
21,1502,12.00,250.00,444.00,80.00,218.00,6-6-0,0,12
22,4409,12.00,200.00,437.00,120.00,165.00,6-6-0,0,12
23,4395,11.00,520.00,402.00,120.00,143.00,5-6-1,0,12
24,3509,11.00,340.00,359.00,170.00,143.00,5-6-1,0,12
25,3773,10.00,360.00,478.00,160.00,116.00,5-7-0,0,12
26,2620,10.00,350.00,473.00,210.00,173.00,5-7-0,0,12
27,3547,10.00,340.00,318.00,140.00,152.00,5-7-0,0,12
28,548,10.00,270.00,457.00,240.00,337.00,5-7-0,0,12
29,247,10.00,260.00,421.00,200.00,219.00,5-7-0,0,12
30,1528,10.00,70.00,351.00,190.00,192.00,4-5-2,1,12
31,5066,9.00,430.00,439.00,200.00,210.00,4-7-1,0,12
32,5065,9.00,240.00,389.00,150.00,210.00,4-7-1,0,12
33,5144,9.00,210.00,484.00,160.00,132.00,4-7-1,0,12
34,5090,8.00,390.00,470.00,180.00,109.00,4-8-0,0,12
35,3536,8.00,210.00,421.00,140.00,222.00,4-8-0,0,12
36,5252,7.00,220.00,406.00,240.00,252.00,3-8-1,0,12
37,5217,6.00,300.00,400.00,170.00,174.00,3-9-0,0,12
38,470,6.00,270.00,425.00,220.00,143.00,3-9-0,0,12
39,2676,5.00,240.00,430.00,140.00,187.00,2-9-1,0,12
