Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1592,7,0,0,7,14.00,56.57,136
2,2337,6,1,0,7,12.00,72.57,100
3,67,6,1,0,7,12.00,69.14,144
4,368,6,1,0,7,12.00,68.29,116
5,304,6,1,0,7,12.00,66.29,102
6,1126,6,1,0,7,12.00,63.14,136
7,1071,6,1,0,7,12.00,54.57,136
8,604,6,1,0,7,12.00,53.43,92
9,1649,6,1,0,7,12.00,44.86,88
10,2344,6,1,0,7,12.00,41.71,96
11,45,5,2,0,7,10.00,66.00,124
12,326,5,2,0,7,10.00,65.71,94
13,231,5,2,0,7,10.00,64.57,92
14,100,5,2,0,7,10.00,63.71,144
15,16,5,2,0,7,10.00,57.71,144
16,858,5,2,0,7,10.00,57.71,82
17,435,5,2,0,7,10.00,57.14,116
18,1418,5,2,0,7,10.00,57.14,94
19,138,5,2,0,7,10.00,55.71,100
20,358,5,1,0,6,10.00,54.57,94
21,271,5,2,0,7,10.00,54.29,120
22,155,5,2,0,7,10.00,52.57,106
23,1350,5,2,0,7,10.00,52.00,86
24,1533,5,2,0,7,10.00,42.86,96
25,33,4,3,0,7,8.00,69.43,112
26,86,4,3,0,7,8.00,67.14,144
27,237,4,3,0,7,8.00,66.57,124
28,395,4,3,0,7,8.00,61.71,100
29,178,4,3,0,7,8.00,59.14,102
30,191,4,3,0,7,8.00,56.86,82
31,1025,4,3,0,7,8.00,55.14,92
32,1245,4,3,0,7,8.00,54.29,108
33,2171,4,3,0,7,8.00,53.71,116
34,1939,4,3,0,7,8.00,53.71,80
35,1511,4,3,0,7,8.00,52.00,100
36,173,4,3,0,7,8.00,52.00,98
37,486,4,3,0,7,8.00,50.57,86
38,2053,4,3,0,7,8.00,50.29,80
39,1802,4,3,0,7,8.00,47.71,76
40,501,4,3,0,7,8.00,46.29,92
41,2609,4,3,0,7,8.00,46.29,86
42,527,4,3,0,7,8.00,46.00,84
43,340,4,3,0,7,8.00,45.43,88
44,1989,4,3,0,7,8.00,37.71,74
45,703,3,4,0,7,6.00,66.57,106
46,768,3,4,0,7,6.00,58.57,78
47,57,3,4,0,7,6.00,52.29,144
48,573,3,4,0,7,6.00,51.14,72
49,2590,3,4,0,7,6.00,47.14,88
50,2474,3,4,0,7,6.00,44.57,108
51,1102,3,4,0,7,6.00,44.57,72
52,1699,3,4,0,7,6.00,44.29,54
53,75,3,4,0,7,6.00,43.43,106
54,2556,3,4,0,7,6.00,43.43,50
55,1747,3,4,0,7,6.00,43.14,64
56,1732,3,4,0,7,6.00,41.71,96
57,1013,3,4,0,7,6.00,41.71,60
58,2429,3,4,0,7,6.00,38.86,68
59,126,2,5,0,7,4.00,63.14,98
60,348,2,5,0,7,4.00,59.71,80
61,203,2,5,0,7,4.00,57.14,90
62,830,2,5,0,7,4.00,56.29,88
63,418,2,5,0,7,4.00,54.29,68
64,118,2,5,0,7,4.00,52.86,88
65,1860,2,5,0,7,4.00,50.86,96
66,1566,2,5,0,7,4.00,50.29,76
67,462,2,5,0,7,4.00,48.00,120
68,1477,2,5,0,7,4.00,47.14,94
69,223,2,5,0,7,4.00,42.86,94
70,2520,2,5,0,7,4.00,41.14,56
71,1599,2,5,0,7,4.00,39.14,116
72,2410,2,5,0,7,4.00,37.43,74
73,2038,2,5,0,7,4.00,34.57,76
74,2454,2,5,0,7,4.00,32.57,94
75,108,1,6,0,7,2.00,50.00,80
76,294,1,6,0,7,2.00,48.00,64
77,903,1,6,0,7,2.00,47.71,88
78,4,1,6,0,7,2.00,46.86,88
79,1386,1,6,0,7,2.00,44.86,86
80,967,1,6,0,7,2.00,43.14,62
81,1311,1,6,0,7,2.00,40.86,88
82,1266,1,6,0,7,2.00,40.29,80
83,677,0,7,0,7,0.00,51.43,72
84,2629,0,7,0,7,0.00,35.71,46
