Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,41,7,1,0,8,14.00,37.75,70
2,348,7,1,0,8,14.00,32.25,86
3,555,7,1,0,8,14.00,30.75,68
4,694,7,1,0,8,14.00,27.75,82
5,2344,6,2,0,8,12.00,38.00,72
6,229,6,2,0,8,12.00,36.25,50
7,759,6,2,0,8,12.00,35.50,74
8,2265,6,2,0,8,12.00,35.25,86
9,1594,6,2,0,8,12.00,34.00,68
10,1880,6,2,0,8,12.00,28.75,58
11,640,6,2,0,8,12.00,28.25,62
12,395,5,3,0,8,10.00,42.50,82
13,1302,5,3,0,8,10.00,40.25,72
14,375,5,3,0,8,10.00,39.50,62
15,1517,5,3,0,8,10.00,35.75,74
16,1230,5,3,0,8,10.00,34.50,76
17,550,5,3,0,8,10.00,30.75,70
18,2554,5,3,0,8,10.00,30.25,68
19,1237,5,3,0,8,10.00,30.25,50
20,116,5,3,0,8,10.00,29.50,86
21,271,5,3,0,8,10.00,28.75,82
22,2579,5,3,0,8,10.00,25.50,72
23,1989,5,3,0,8,10.00,25.50,62
24,1403,5,3,0,8,10.00,20.25,72
25,1155,4,4,0,8,8.00,38.50,76
26,369,4,4,0,8,8.00,35.00,62
27,335,4,4,0,8,8.00,34.00,64
28,56,4,4,0,8,8.00,31.00,64
29,637,4,4,0,8,8.00,30.50,64
30,371,4,4,0,8,8.00,30.50,62
31,334,4,4,0,8,8.00,28.50,74
32,1660,4,4,0,8,8.00,28.50,52
33,354,4,4,0,8,8.00,28.25,56
34,2577,4,4,0,8,8.00,26.50,52
35,1520,4,4,0,8,8.00,25.00,54
36,2274,4,4,0,8,8.00,23.75,50
37,1807,4,4,0,8,8.00,21.00,72
38,522,4,4,0,8,8.00,17.75,68
39,806,3,5,0,8,6.00,34.25,56
40,571,3,5,0,8,6.00,31.75,72
41,1602,3,5,0,8,6.00,29.75,76
42,2681,3,5,0,8,6.00,29.75,44
43,1600,3,5,0,8,6.00,29.00,38
44,2524,3,5,0,8,6.00,28.75,62
45,333,3,5,0,8,6.00,27.00,56
46,2070,3,5,0,8,6.00,25.50,50
47,1929,3,5,0,8,6.00,24.25,72
48,1211,3,5,0,8,6.00,24.00,68
49,1796,3,5,0,8,6.00,23.75,78
50,2596,3,5,0,8,6.00,22.25,46
51,1340,3,4,0,7,6.00,22.00,82
52,2601,3,5,0,8,6.00,21.75,52
53,743,3,5,0,8,6.00,20.25,54
54,1626,2,6,0,8,4.00,28.50,58
55,2205,2,6,0,8,4.00,24.25,52
56,1635,2,6,0,8,4.00,23.50,46
57,1862,2,6,0,8,4.00,22.50,48
58,1396,2,6,0,8,4.00,21.25,54
59,2573,2,6,0,8,4.00,18.00,38
60,380,2,5,0,7,4.00,14.50,48
61,1698,2,6,0,8,4.00,11.50,50
62,421,1,7,0,8,2.00,27.75,64
63,2458,1,7,0,8,2.00,16.00,34
64,2203,1,6,0,7,2.00,12.75,50
