Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,176,8,1,0,9,16.00,21.11,64
2,1493,8,1,0,9,16.00,17.00,132
3,716,8,1,0,9,16.00,14.11,128
4,1685,7,2,0,9,14.00,17.00,130
5,237,7,2,0,9,14.00,16.89,64
6,25,7,2,0,9,14.00,8.33,316
7,195,6,3,0,9,12.00,25.22,64
8,1124,6,3,0,9,12.00,24.44,72
9,40,6,3,0,9,12.00,18.22,130
10,1733,6,3,0,9,12.00,13.67,51
11,839,6,3,0,9,12.00,9.56,62
12,549,6,3,0,9,12.00,5.56,88
13,571,5,3,1,9,11.00,8.00,52
14,1099,5,4,0,9,10.00,26.22,62
15,1027,5,4,0,9,10.00,24.33,68
16,2168,5,4,0,9,10.00,19.22,72
17,1373,5,4,0,9,10.00,16.11,76
18,1991,5,4,0,9,10.00,15.22,316
19,1089,5,4,0,9,10.00,13.00,64
20,1699,5,3,0,8,10.00,12.13,64
21,809,5,4,0,9,10.00,11.11,44
22,177,5,4,0,9,10.00,8.11,66
23,1071,4,4,1,9,9.00,16.22,130
24,1740,4,4,1,9,9.00,14.67,68
25,558,4,4,1,9,9.00,11.56,34
26,1995,4,4,1,9,9.00,10.00,52
27,1665,4,4,1,9,9.00,9.78,68
28,1687,4,4,1,9,9.00,5.78,128
29,2104,4,5,0,9,8.00,17.33,62
30,236,4,5,0,9,8.00,12.67,64
31,157,3,4,2,9,8.00,12.67,52
32,173,4,5,0,9,8.00,11.22,46
33,134,4,5,0,9,8.00,10.78,72
34,2067,4,5,0,9,8.00,5.33,40
35,230,3,5,1,9,7.00,22.44,62
36,20,3,5,1,9,7.00,14.44,88
37,2105,3,5,1,9,7.00,12.33,46
38,178,3,4,1,8,7.00,7.38,54
39,2064,3,6,0,9,6.00,23.00,66
40,596,3,6,0,9,6.00,18.56,64
41,1784,3,6,0,9,6.00,12.11,32
42,181,3,6,0,9,6.00,10.33,62
43,905,2,6,1,9,5.00,15.22,64
44,999,2,6,1,9,5.00,12.44,44
45,287,2,7,0,9,4.00,15.33,36
46,358,2,7,0,9,4.00,6.89,316
47,228,1,7,1,9,3.00,12.67,38
48,521,1,7,1,9,3.00,10.33,132
49,2170,0,8,1,9,1.00,19.00,62
