Rank,Team,QS,AP,CP,TP,Record (W-L-T),DQ,Played
1,610,18.00,270.00,190.00,535.00,9-1-0,0,10
2,138,18.00,214.00,210.00,200.00,9-1-0,0,10
3,230,16.00,236.00,240.00,379.00,8-2-0,0,10
4,885,16.00,224.00,250.00,254.00,8-2-0,0,10
5,131,16.00,216.00,260.00,430.00,8-2-0,0,10
6,151,16.00,170.00,240.00,248.00,8-2-0,0,10
7,1519,16.00,162.00,240.00,317.00,8-2-0,0,10
8,1512,16.00,154.00,220.00,287.00,8-2-0,0,10
9,1991,14.00,190.00,340.00,292.00,7-3-0,0,10
10,61,14.00,80.00,360.00,170.00,7-3-0,0,10
11,229,12.00,204.00,200.00,285.00,6-4-0,0,10
12,2791,12.00,170.00,220.00,126.00,6-4-0,0,10
13,3323,12.00,166.00,250.00,229.00,6-4-0,0,10
14,78,12.00,154.00,160.00,223.00,6-4-0,0,10
15,238,12.00,122.00,230.00,176.00,6-4-0,0,10
16,1973,12.00,114.00,100.00,194.00,6-4-0,0,10
17,4124,10.00,252.00,160.00,296.00,5-5-0,0,10
18,172,10.00,238.00,150.00,277.00,5-5-0,0,10
19,3609,10.00,178.00,250.00,224.00,5-5-0,0,10
20,58,10.00,148.00,200.00,234.00,5-5-0,0,10
21,4546,10.00,148.00,190.00,185.00,5-5-0,0,10
22,509,10.00,112.00,170.00,162.00,5-5-0,0,10
23,1277,10.00,106.00,440.00,114.00,5-5-0,0,10
24,213,10.00,98.00,380.00,87.00,5-5-0,0,10
25,175,8.00,232.00,170.00,229.00,4-6-0,0,10
26,1153,8.00,220.00,90.00,250.00,4-6-0,0,10
27,1517,8.00,184.00,150.00,205.00,4-6-0,0,10
28,1922,8.00,172.00,120.00,282.00,4-6-0,0,10
29,1831,8.00,138.00,220.00,89.00,4-6-0,0,10
30,1058,8.00,120.00,100.00,181.00,4-6-0,0,10
31,3360,8.00,112.00,220.00,149.00,4-6-0,0,10
32,1247,8.00,106.00,190.00,101.00,4-6-0,0,10
33,1073,8.00,98.00,160.00,181.00,4-6-0,0,10
34,3467,8.00,80.00,250.00,164.00,4-6-0,0,10
35,133,6.00,234.00,190.00,147.00,3-7-0,0,10
36,3566,6.00,166.00,120.00,156.00,3-7-0,0,10
37,166,6.00,144.00,130.00,182.00,3-7-0,0,10
38,4034,6.00,138.00,160.00,201.00,3-7-0,0,10
39,3585,6.00,106.00,140.00,113.00,3-7-0,0,10
40,95,6.00,90.00,110.00,187.00,3-7-0,0,10
41,1307,6.00,88.00,140.00,101.00,3-7-0,0,10
42,319,4.00,134.00,140.00,164.00,2-8-0,0,10
43,1729,4.00,90.00,90.00,138.00,2-8-0,0,10
44,2342,4.00,80.00,140.00,152.00,2-8-0,0,10
45,811,4.00,66.00,140.00,112.00,2-8-0,0,10
