Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,2974,1.9099999999999999,3312.0,826.0,1740.0,1250.0,2.0,10-2-0,12
2,5511,1.75,3147.0,766.0,1560.0,1300.0,2.0,10-2-0,12
3,1533,1.5800000000000001,3248.0,585.0,1540.0,1150.0,8.0,9-3-0,12
4,587,1.4099999999999999,3137.0,465.0,1580.0,1300.0,2.0,7-5-0,12
5,6334,1.4099999999999999,2937.0,655.0,1520.0,1050.0,7.0,8-3-1,12
6,4290,1.4099999999999999,2881.0,405.0,1360.0,1250.0,1.0,8-4-0,12
7,4935,1.3300000000000001,3028.0,715.0,1500.0,1100.0,3.0,8-4-0,12
8,3459,1.3300000000000001,2819.0,780.0,1560.0,1000.0,4.0,8-4-0,12
9,619,1.3300000000000001,2812.0,525.0,1440.0,1150.0,2.0,8-4-0,12
10,1225,1.0800000000000001,2880.0,590.0,1500.0,1100.0,0.0,6-6-0,12
11,3506,1.0800000000000001,2613.0,591.0,1420.0,950.0,8.0,6-6-0,12
12,6639,1.0800000000000001,2578.0,530.0,1280.0,1100.0,3.0,6-5-1,12
13,2640,1.0,3165.0,585.0,1500.0,1100.0,0.0,6-6-0,12
14,5679,1.0,2811.0,405.0,1120.0,1100.0,1.0,6-6-0,12
15,3971,1.0,2764.0,410.0,1360.0,1100.0,4.0,6-6-0,12
16,3402,1.0,2658.0,770.0,1480.0,950.0,3.0,5-6-1,12
17,2655,0.91000000000000003,2795.0,585.0,1380.0,950.0,0.0,5-6-1,12
18,977,0.82999999999999996,2830.0,530.0,1320.0,850.0,0.0,5-7-0,12
19,5727,0.82999999999999996,2376.0,465.0,1380.0,800.0,6.0,5-7-0,12
20,3215,0.75,2762.0,405.0,1360.0,1150.0,2.0,4-7-1,12
21,5854,0.75,2502.0,635.0,1640.0,500.0,27.0,4-8-0,12
22,5607,0.75,2297.0,430.0,1260.0,850.0,2.0,4-7-0,12
23,6004,0.66000000000000003,2192.0,375.0,1120.0,750.0,2.0,4-7-0,12
24,4291,0.57999999999999996,2644.0,480.0,1340.0,1050.0,4.0,3-8-1,12
25,4767,0.57999999999999996,2506.0,535.0,1320.0,950.0,1.0,3-9-0,12
26,3680,0.5,2183.0,580.0,1340.0,450.0,3.0,3-9-0,12
27,3661,0.33000000000000002,2347.0,595.0,1380.0,750.0,2.0,2-10-0,12
