Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2052,26.0,191.0,85.0,278.0,385.0,8-0-0,8
2,525,23.0,184.0,100.0,212.0,410.0,7-1-0,8
3,5434,22.0,240.0,85.0,237.0,415.0,7-1-0,8
4,2846,22.0,220.0,90.0,145.0,460.0,7-1-0,8
5,4536,22.0,210.0,85.0,117.0,395.0,7-1-0,8
6,2823,20.0,259.0,80.0,154.0,435.0,7-1-0,8
7,5271,20.0,181.0,105.0,63.0,455.0,6-2-0,8
8,2498,20.0,170.0,95.0,76.0,410.0,7-1-0,8
9,3630,19.0,211.0,100.0,124.0,405.0,6-2-0,8
10,4549,18.0,168.0,90.0,125.0,375.0,6-2-0,8
11,3197,18.0,161.0,85.0,98.0,410.0,5-3-0,8
12,2855,18.0,134.0,110.0,78.0,385.0,5-3-0,8
13,2502,17.0,184.0,75.0,132.0,385.0,5-3-0,8
14,2181,17.0,154.0,105.0,68.0,380.0,5-3-0,8
15,3244,17.0,150.0,110.0,87.0,390.0,5-3-0,8
16,2515,17.0,113.0,90.0,95.0,340.0,5-3-0,8
17,4207,16.0,187.0,80.0,86.0,425.0,4-4-0,8
18,4664,16.0,166.0,85.0,48.0,385.0,5-3-0,8
19,2470,15.0,162.0,75.0,75.0,365.0,5-3-0,8
20,3038,15.0,154.0,105.0,65.0,395.0,5-3-0,8
21,5996,15.0,132.0,75.0,74.0,375.0,4-4-0,8
22,2480,15.0,128.0,90.0,91.0,380.0,4-4-0,8
23,3007,15.0,110.0,125.0,65.0,355.0,5-3-0,8
24,3751,14.0,204.0,80.0,101.0,420.0,4-4-0,8
25,2508,14.0,193.0,85.0,83.0,380.0,4-4-0,8
26,3278,14.0,188.0,105.0,49.0,395.0,4-4-0,8
27,2529,14.0,144.0,55.0,117.0,355.0,4-4-0,8
28,3184,14.0,116.0,65.0,108.0,370.0,4-4-0,8
29,4260,13.0,142.0,80.0,8.0,355.0,4-4-0,8
30,2532,13.0,124.0,80.0,68.0,350.0,4-4-0,8
31,3058,13.0,122.0,105.0,67.0,355.0,4-4-0,8
32,2232,13.0,118.0,100.0,79.0,340.0,4-4-0,8
33,2825,12.0,178.0,65.0,78.0,405.0,3-5-0,8
34,3100,12.0,158.0,60.0,126.0,330.0,4-4-0,8
35,2509,12.0,156.0,125.0,101.0,365.0,4-4-0,8
36,4229,12.0,146.0,55.0,31.0,385.0,3-5-0,8
37,2705,12.0,144.0,50.0,39.0,320.0,4-4-0,8
38,3299,12.0,131.0,60.0,52.0,315.0,4-4-0,8
39,3081,12.0,124.0,60.0,68.0,340.0,4-4-0,8
40,4506,12.0,112.0,80.0,109.0,315.0,4-4-0,8
41,3018,11.0,180.0,70.0,36.0,390.0,3-5-0,8
42,4198,11.0,158.0,65.0,90.0,385.0,3-5-0,8
43,2513,11.0,146.0,100.0,40.0,370.0,3-5-0,8
44,2847,11.0,144.0,90.0,106.0,335.0,3-5-0,8
45,3839,11.0,128.0,70.0,28.0,355.0,3-5-0,8
46,5637,11.0,100.0,75.0,31.0,335.0,3-5-0,8
47,3292,11.0,94.0,80.0,50.0,355.0,3-5-0,8
48,2518,10.0,168.0,55.0,30.0,360.0,3-5-0,8
49,2879,10.0,158.0,80.0,71.0,370.0,3-5-0,8
50,2545,9.0,178.0,55.0,74.0,365.0,3-5-0,8
51,3300,9.0,130.0,50.0,97.0,290.0,3-5-0,8
52,3454,9.0,118.0,55.0,63.0,340.0,2-6-0,8
53,3036,8.0,140.0,60.0,53.0,315.0,3-5-0,8
54,2501,8.0,128.0,70.0,73.0,365.0,1-7-0,8
55,2511,8.0,114.0,105.0,39.0,370.0,1-7-0,8
56,3407,8.0,104.0,65.0,30.0,260.0,4-4-0,8
57,4511,7.0,132.0,85.0,16.0,325.0,2-6-0,8
58,3745,7.0,126.0,70.0,31.0,315.0,2-6-0,8
59,3765,7.0,114.0,70.0,66.0,340.0,1-7-0,8
60,3202,7.0,112.0,50.0,49.0,320.0,2-6-0,8
61,5290,7.0,103.0,55.0,43.0,275.0,2-6-0,8
62,5340,6.0,138.0,30.0,56.0,310.0,2-6-0,8
63,5278,5.0,104.0,55.0,36.0,325.0,1-7-0,8
