Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,85,29.0,207.0,105.0,190.0,580.0,9-3-0,12
2,2612,28.0,240.0,155.0,78.0,620.0,8-3-1,12
3,2834,28.0,220.0,140.0,191.0,575.0,9-3-0,12
4,4381,28.0,176.0,115.0,88.0,575.0,9-3-0,12
5,3656,27.0,212.0,130.0,56.0,615.0,8-4-0,12
6,4453,27.0,167.0,155.0,57.0,545.0,9-3-0,12
7,5710,27.0,162.0,125.0,59.0,535.0,9-3-0,12
8,1076,26.0,226.0,125.0,90.0,560.0,8-4-0,12
9,5194,25.0,198.0,100.0,78.0,540.0,8-4-0,12
10,5980,24.0,242.0,150.0,107.0,570.0,8-4-0,12
11,6002,24.0,200.0,125.0,175.0,540.0,8-4-0,12
12,2586,24.0,189.0,125.0,68.0,590.0,7-5-0,12
13,857,24.0,150.0,115.0,42.0,535.0,7-5-0,12
14,2611,24.0,137.0,120.0,83.0,535.0,7-5-0,12
15,6043,24.0,121.0,115.0,61.0,515.0,7-4-1,12
16,5675,23.0,253.0,145.0,78.0,560.0,7-4-1,12
17,3658,23.0,211.0,115.0,124.0,545.0,8-4-0,12
18,5462,21.0,192.0,115.0,48.0,530.0,7-5-0,12
19,5248,21.0,189.0,125.0,98.0,495.0,6-5-1,12
20,6208,21.0,181.0,115.0,50.0,470.0,8-4-0,12
21,4408,21.0,123.0,135.0,95.0,475.0,7-5-0,12
22,4368,19.0,149.0,90.0,47.0,490.0,6-6-0,12
23,5486,19.0,138.0,130.0,42.0,505.0,6-6-0,12
24,830,18.0,182.0,140.0,98.0,500.0,6-6-0,12
25,5152,18.0,170.0,105.0,108.0,490.0,7-5-0,12
26,4482,16.0,184.0,105.0,45.0,505.0,4-8-0,12
27,6119,16.0,114.0,100.0,52.0,465.0,5-7-0,12
28,1254,15.0,130.0,115.0,50.0,480.0,4-7-1,12
29,5674,14.0,109.0,95.0,43.0,470.0,4-8-0,12
30,5204,13.0,168.0,105.0,37.0,500.0,3-8-1,12
31,5685,13.0,144.0,110.0,68.0,435.0,4-8-0,12
32,5161,13.0,123.0,95.0,34.0,490.0,3-9-0,12
33,6092,12.0,155.0,90.0,56.0,450.0,3-8-0,12
34,1677,12.0,96.0,100.0,43.0,460.0,3-9-0,12
35,6137,11.0,92.0,70.0,50.0,380.0,4-8-0,12
36,5227,11.0,76.0,85.0,20.0,440.0,3-9-0,12
37,5501,10.0,121.0,125.0,51.0,525.0,2-10-0,12
38,6053,10.0,110.0,110.0,4.0,425.0,3-9-0,12
39,6011,9.0,135.0,95.0,40.0,450.0,1-11-0,12
40,6138,9.0,112.0,90.0,37.0,450.0,2-10-0,12
