Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1519,90.41,204,216,280,169,240,12
2,2342,72.0,24,136,220,320,182,12
3,88,66.0,24,156,360,130,146,12
4,4905,55.08,28,136,240,147,126,12
5,138,52.75,14,168,280,107,124,12
6,1831,51.16,24,92,160,198,140,12
7,1729,49.33,34,64,240,152,120,12
8,246,46.41,0,200,80,141,148,12
9,95,46.0,20,184,140,82,162,12
10,157,45.75,10,120,180,109,160,12
11,3609,45.58,30,128,160,131,110,12
12,885,45.08,30,136,160,89,150,12
13,131,44.91,6,76,200,165,116,12
14,1517,44.16,46,136,80,162,148,12
15,1289,43.41,24,72,180,145,106,12
16,2876,43.25,28,60,200,103,146,12
17,1474,42.75,6,84,200,148,96,12
18,3597,42.58,14,48,200,209,106,12
19,811,42.16,30,184,40,116,178,12
20,4042,42.0,24,96,200,102,124,12
21,1786,41.66,38,72,160,122,126,12
22,3958,41.41,0,144,80,133,152,12
23,1307,41.33,20,48,200,154,86,12
24,190,39.91,8,56,160,151,104,12
25,1922,39.0,24,96,140,126,94,12
26,238,38.83,26,108,120,104,138,12
27,2370,38.58,22,104,140,97,112,12
28,467,37.58,30,96,140,93,114,12
29,5400,37.5,4,84,160,140,78,12
30,3566,36.58,4,64,180,110,114,12
31,1277,35.91,4,56,120,157,116,12
32,5163,35.16,32,84,120,125,106,12
33,5491,34.16,0,52,160,150,78,12
34,1973,33.66,0,72,100,172,90,12
35,5633,33.58,0,56,160,157,102,12
36,2084,33.5,14,116,40,84,172,12
37,1512,33.16,4,72,120,154,96,12
38,4987,28.16,36,60,100,84,74,12
39,3323,27.66,10,40,120,96,84,12
40,1247,24.75,4,32,120,95,68,12
