Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,33,121.16,72,712,0,226,456,12
2,469,100.08,0,532,40,243,404,12
3,226,90.08,0,436,80,201,370,12
4,3539,86.25,20,388,40,247,352,12
5,5048,80.25,0,360,80,199,330,12
6,5167,79.33,0,276,40,394,254,12
7,3538,78.25,0,320,80,295,250,12
8,2337,74.25,6,272,160,181,280,12
9,5517,73.91,20,260,160,123,324,12
10,4961,72.91,0,308,40,219,314,12
11,818,71.75,0,248,0,343,276,12
12,5436,70.91,0,320,0,151,380,12
13,5053,68.5,0,352,0,168,308,12
14,4815,66.33,0,284,40,198,274,12
15,5555,66.0,0,268,40,200,302,12
16,5217,65.91,20,248,40,171,318,12
17,2591,61.25,14,244,120,143,238,12
18,4994,60.91,20,252,0,227,252,12
19,5774,59.91,20,268,80,172,206,12
20,247,59.41,6,268,40,165,246,12
21,4130,58.0,8,204,40,96,354,12
22,5065,56.58,0,208,80,141,274,12
23,3534,55.75,0,184,80,223,206,12
24,1188,54.5,12,208,80,142,218,12
25,5214,53.58,20,180,120,149,188,12
26,5073,52.58,6,256,40,118,230,12
27,5650,51.33,0,216,0,164,260,12
28,5239,51.08,0,196,0,113,316,12
29,4811,50.41,0,220,0,131,280,12
30,5201,47.75,20,164,0,177,242,12
31,3398,46.5,0,160,40,122,236,12
32,2676,46.0,0,140,80,110,238,12
33,3548,45.25,0,104,40,135,280,12
34,3302,44.0,0,116,40,146,232,12
35,5662,42.75,6,172,40,115,226,12
36,4854,42.16,6,136,40,129,208,12
37,5223,40.75,0,116,40,141,198,12
38,4840,40.58,6,148,0,85,268,12
39,4380,39.58,12,152,80,83,166,12
40,3619,36.75,0,124,0,125,202,12
41,3096,31.5,0,108,0,94,190,12
