Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1806,7,0,0,7,14.00,40.00,95
2,1982,6,1,0,7,12.00,48.42,81
3,1996,6,1,0,7,12.00,42.85,66
4,1939,6,1,0,7,12.00,36.85,141
5,935,5,1,1,7,11.00,44.00,74
6,1108,5,2,0,7,10.00,48.71,81
7,2164,5,2,0,7,10.00,47.42,95
8,1764,5,2,0,7,10.00,45.14,79
9,2410,5,2,0,7,10.00,41.42,89
10,2177,5,2,0,7,10.00,39.14,64
11,1985,5,2,0,7,10.00,36.28,80
12,1710,5,2,0,7,10.00,36.28,64
13,835,5,2,0,7,10.00,32.28,141
14,269,4,2,1,7,9.00,40.85,112
15,1997,4,3,0,7,8.00,47.71,70
16,1992,4,3,0,7,8.00,44.14,81
17,1986,4,3,0,7,8.00,42.00,112
18,1825,4,3,0,7,8.00,39.71,66
19,1208,4,3,0,7,8.00,39.42,141
20,525,4,3,0,7,8.00,39.28,90
21,2001,4,3,0,7,8.00,39.14,74
22,1737,4,3,0,7,8.00,39.00,70
23,2874,4,3,0,7,8.00,38.42,72
24,1730,4,3,0,7,8.00,37.42,90
25,1800,4,3,0,7,8.00,37.28,80
26,1981,4,3,0,7,8.00,36.28,80
27,1775,4,3,0,7,8.00,34.28,90
28,1448,4,3,0,7,8.00,31.57,100
29,1094,4,3,0,7,8.00,31.57,100
30,2894,3,3,1,7,7.00,33.28,80
31,2335,3,3,1,7,7.00,32.28,80
32,2799,3,4,0,7,6.00,42.42,89
33,931,3,4,0,7,6.00,42.14,68
34,2366,3,4,0,7,6.00,42.00,74
35,1810,3,4,0,7,6.00,41.71,64
36,1777,3,4,0,7,6.00,41.57,74
37,938,3,4,0,7,6.00,40.28,69
38,2345,3,4,0,7,6.00,38.57,62
39,2353,3,4,0,7,6.00,38.57,50
40,1802,3,4,0,7,6.00,38.28,65
41,1769,3,4,0,7,6.00,36.85,77
42,1776,3,4,0,7,6.00,36.28,74
43,2334,3,4,0,7,6.00,35.85,66
44,1984,3,4,0,7,6.00,34.57,60
45,1763,3,4,0,7,6.00,31.28,90
46,537,3,4,0,7,6.00,31.14,95
47,2167,3,4,0,7,6.00,30.57,68
48,1785,2,4,1,7,5.00,44.00,74
49,1994,2,3,1,6,5.00,28.28,77
50,1098,2,5,0,7,4.00,45.28,79
51,937,2,5,0,7,4.00,43.71,67
52,1805,2,5,0,7,4.00,39.85,71
53,1847,2,5,0,7,4.00,36.85,70
54,2201,2,5,0,7,4.00,36.57,90
55,2457,2,5,0,7,4.00,35.42,56
56,1782,2,5,0,7,4.00,28.57,62
57,2357,2,4,0,6,4.00,26.28,70
58,2560,1,6,0,7,2.00,38.57,63
59,2008,1,6,0,7,2.00,28.42,46
60,1827,0,7,0,7,0,39.14,46
61,2346,0,6,0,6,0,32.57,44
