Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED
1,304,22.00,260.00,547.00,230.00,307.00,11-1-0,0,12
2,1218,20.00,350.00,380.00,350.00,438.00,10-2-0,0,12
3,222,20.00,320.00,562.00,270.00,301.00,10-2-0,0,12
4,2016,18.00,340.00,542.00,140.00,202.00,9-3-0,0,12
5,56,18.00,310.00,426.00,230.00,489.00,9-3-0,0,12
6,225,18.00,270.00,531.00,170.00,368.00,9-3-0,0,12
7,486,16.00,310.00,567.00,250.00,357.00,8-4-0,0,12
8,357,16.00,240.00,472.00,220.00,230.00,8-4-0,0,12
9,433,16.00,200.00,442.00,140.00,305.00,8-4-0,0,12
10,4373,14.00,300.00,477.00,140.00,224.00,7-5-0,0,12
11,11,12.00,300.00,436.00,170.00,273.00,6-6-0,0,12
12,1168,12.00,260.00,518.00,100.00,350.00,6-6-0,0,12
13,1712,12.00,250.00,487.00,130.00,177.00,6-6-0,0,12
14,3974,12.00,240.00,502.00,210.00,261.00,6-6-0,0,12
15,4342,12.00,190.00,503.00,160.00,234.00,6-6-0,0,12
16,204,12.00,170.00,401.00,180.00,219.00,6-6-0,0,12
17,3929,12.00,160.00,426.00,140.00,269.00,6-6-0,0,12
18,2180,12.00,140.00,330.00,140.00,468.00,6-6-0,0,12
19,203,12.00,120.00,391.00,150.00,219.00,6-6-0,0,12
20,1495,12.00,120.00,328.00,160.00,270.00,6-6-0,0,12
21,365,10.00,190.00,512.00,160.00,207.00,5-7-0,0,12
22,316,10.00,180.00,546.00,150.00,232.00,5-7-0,0,12
23,5181,10.00,150.00,351.00,170.00,145.00,5-7-0,0,12
24,4637,10.00,130.00,457.00,180.00,161.00,5-7-0,0,12
25,4575,10.00,130.00,410.00,110.00,175.00,5-7-0,0,12
26,423,10.00,130.00,346.00,130.00,137.00,5-7-0,0,12
27,2539,10.00,80.00,312.00,110.00,181.00,5-7-0,0,12
28,2495,8.00,200.00,397.00,160.00,181.00,4-8-0,0,12
29,5080,8.00,110.00,350.00,120.00,228.00,4-8-0,0,12
30,484,6.00,260.00,356.00,220.00,126.00,3-9-0,0,12
31,293,6.00,230.00,413.00,150.00,322.00,3-9-0,0,12
32,4454,6.00,140.00,360.00,130.00,214.00,3-9-0,0,12
33,2234,4.00,230.00,507.00,130.00,124.00,2-10-0,0,12
34,321,2.00,100.00,352.00,130.00,51.00,1-11-0,0,12
