Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1717,9,0,0,9,18.00,58.55,90
2,2035,7,2,0,9,14.00,51.11,102
3,2144,7,2,0,9,14.00,50.00,78
4,100,7,2,0,9,14.00,46.55,84
5,599,7,2,0,9,14.00,46.00,90
6,2854,7,2,0,9,14.00,45.11,92
7,852,7,2,0,9,14.00,44.22,111
8,701,6,3,0,9,12.00,54.22,76
9,1868,6,3,0,9,12.00,51.55,119
10,604,6,3,0,9,12.00,50.88,98
11,2122,6,3,0,9,12.00,49.33,96
12,675,6,3,0,9,12.00,48.22,102
13,692,6,3,0,9,12.00,47.33,100
14,2063,6,3,0,9,12.00,44.44,100
15,1700,5,3,1,9,11.00,48.77,78
16,2761,5,3,1,9,11.00,44.77,78
17,2473,5,4,0,9,10.00,52.77,88
18,668,5,4,0,9,10.00,52.22,111
19,295,5,4,0,9,10.00,46.77,77
20,1671,5,4,0,9,10.00,46.00,80
21,115,5,4,0,9,10.00,45.66,119
22,2085,5,4,0,9,10.00,44.33,119
23,2204,5,4,0,9,10.00,42.22,74
24,2073,5,4,0,9,10.00,38.22,111
25,981,4,5,0,9,8.00,47.33,78
26,1458,4,5,0,9,8.00,46.88,90
27,1072,4,5,0,9,8.00,43.33,92
28,1359,4,5,0,9,8.00,38.22,70
29,2367,3,6,0,9,6.00,51.11,80
30,1678,3,6,0,9,6.00,49.77,80
31,1662,3,6,0,9,6.00,47.88,88
32,766,3,6,0,9,6.00,45.77,70
33,2892,3,6,0,9,6.00,44.22,72
34,2390,3,6,0,9,6.00,44.00,80
35,2456,3,6,0,9,6.00,41.77,80
36,2489,2,6,1,9,5.00,45.33,102
37,1516,2,6,1,9,5.00,45.11,71
38,1147,2,6,1,9,5.00,43.44,72
39,1323,2,7,0,9,4.00,48.66,90
40,3013,2,7,0,9,4.00,45.55,70
41,1351,2,6,0,8,4.00,45.00,71
42,2156,2,6,0,8,4.00,39.11,64
43,2551,1,7,1,9,3.00,47.33,78
44,1974,0,9,0,9,0,36.88,64
