Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,330,9,0,0,9,18.00,33.11,80
2,1622,9,0,0,9,18.00,31.56,70
3,687,7,2,0,9,14.00,33.78,66
4,1717,7,2,0,9,14.00,32.22,80
5,1197,7,2,0,9,14.00,28.89,80
6,2637,7,2,0,9,14.00,28.44,64
7,1160,7,2,0,9,14.00,28.22,80
8,1515,7,2,0,9,14.00,26.44,58
9,2659,6,3,0,9,12.00,32.44,62
10,207,6,3,0,9,12.00,32.22,76
11,1438,6,3,0,9,12.00,24.22,66
12,1644,6,3,0,9,12.00,21.78,50
13,580,6,3,0,9,12.00,19.78,66
14,1726,5,3,1,9,11.00,23.56,66
15,702,5,4,0,9,10.00,32.67,76
16,2584,5,4,0,9,10.00,30.22,64
17,981,5,4,0,9,10.00,29.11,66
18,2595,5,4,0,9,10.00,28.44,64
19,2102,5,4,0,9,10.00,27.11,60
20,399,5,4,0,9,10.00,24.89,70
21,2174,5,4,0,9,10.00,23.33,80
22,995,5,4,0,9,10.00,21.78,60
23,1855,4,4,1,9,9.00,25.11,70
24,2496,4,4,1,9,9.00,24.89,64
25,294,4,5,0,9,8.00,33.78,70
26,606,4,4,0,8,8.00,27.56,70
27,696,4,5,0,9,8.00,26.89,76
28,238,4,5,0,9,8.00,25.78,70
29,2272,4,5,0,9,8.00,25.56,62
30,1538,4,5,0,9,8.00,25.33,78
31,599,4,5,0,9,8.00,24.67,58
32,980,4,5,0,9,8.00,24.00,50
33,848,4,5,0,9,8.00,22.00,78
34,2404,4,5,0,9,8.00,22.00,52
35,4,4,5,0,9,8.00,20.89,54
36,589,4,5,0,9,8.00,19.56,70
37,867,4,5,0,9,8.00,19.11,70
38,2339,3,5,1,9,7.00,20.89,30
39,1702,3,5,1,9,7.00,19.78,52
40,1759,3,6,0,9,6.00,29.11,62
41,1682,3,6,0,9,6.00,26.89,66
42,2429,3,6,0,9,6.00,22.22,56
43,1135,3,6,0,9,6.00,18.89,38
44,1692,3,6,0,9,6.00,13.56,44
45,691,2,7,0,9,4.00,27.33,64
46,842,2,7,0,9,4.00,26.89,44
47,1047,2,7,0,9,4.00,23.56,50
48,1070,2,6,0,8,4.00,15.33,66
49,1836,1,7,1,9,3.00,30.89,52
50,2588,1,8,0,9,2.00,23.11,48
51,2419,0,9,0,9,0.00,15.56,38
