Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1197,26.0,170.0,115.0,178.0,395.0,8-0-0,8
2,294,25.0,130.0,110.0,124.0,410.0,8-0-0,8
3,2637,24.0,174.0,130.0,136.0,465.0,8-0-0,8
4,5510,21.0,170.0,120.0,83.0,405.0,7-1-0,8
5,330,21.0,162.0,115.0,248.0,395.0,7-1-0,8
6,987,20.0,218.0,110.0,240.0,380.0,6-2-0,8
7,4276,20.0,148.0,90.0,63.0,400.0,6-2-0,8
8,399,19.0,156.0,115.0,113.0,425.0,6-2-0,8
9,1148,18.0,166.0,70.0,78.0,385.0,6-2-0,8
10,4763,18.0,158.0,135.0,95.0,420.0,5-3-0,8
11,2576,18.0,132.0,65.0,94.0,365.0,6-2-0,8
12,599,18.0,106.0,95.0,101.0,345.0,6-2-0,8
13,5089,17.0,182.0,85.0,86.0,395.0,5-2-1,8
14,3309,17.0,150.0,60.0,161.0,385.0,5-3-0,8
15,4322,17.0,122.0,85.0,42.0,390.0,5-3-0,8
16,6000,17.0,94.0,85.0,74.0,325.0,6-2-0,8
17,589,16.0,178.0,70.0,37.0,380.0,5-3-0,8
18,5124,16.0,150.0,85.0,102.0,390.0,4-4-0,8
19,606,16.0,116.0,55.0,27.0,375.0,5-3-0,8
20,5540,16.0,100.0,65.0,52.0,310.0,5-2-0,8
21,3863,16.0,92.0,95.0,89.0,330.0,5-3-0,8
22,696,15.0,148.0,120.0,67.0,370.0,4-4-0,8
23,4913,15.0,138.0,80.0,32.0,390.0,5-3-0,8
24,1160,15.0,118.0,90.0,61.0,365.0,5-3-0,8
25,5012,14.0,148.0,105.0,72.0,400.0,4-4-0,8
26,980,14.0,146.0,80.0,39.0,410.0,4-4-0,8
27,981,14.0,140.0,75.0,73.0,360.0,4-4-0,8
28,5851,13.0,166.0,80.0,97.0,360.0,5-3-0,8
29,2437,13.0,148.0,90.0,53.0,335.0,4-4-0,8
30,4141,13.0,142.0,40.0,70.0,345.0,5-3-0,8
31,3512,13.0,138.0,60.0,44.0,360.0,4-4-0,8
32,5285,12.0,172.0,70.0,72.0,375.0,4-4-0,8
33,5802,12.0,164.0,60.0,101.0,365.0,3-4-1,8
34,4619,12.0,138.0,115.0,73.0,385.0,3-5-0,8
35,687,12.0,106.0,80.0,45.0,365.0,3-5-0,8
36,4964,12.0,96.0,65.0,46.0,320.0,3-4-0,8
37,4999,12.0,92.0,80.0,65.0,355.0,3-4-1,8
38,4201,11.0,168.0,70.0,113.0,350.0,3-5-0,8
39,1452,11.0,136.0,55.0,57.0,380.0,3-5-0,8
40,5835,11.0,128.0,85.0,31.0,355.0,3-5-0,8
41,3476,11.0,124.0,65.0,160.0,320.0,3-5-0,8
42,1836,11.0,110.0,80.0,57.0,350.0,3-5-0,8
43,968,11.0,104.0,65.0,52.0,360.0,3-5-0,8
44,5966,11.0,92.0,75.0,41.0,290.0,3-5-0,8
45,1138,11.0,76.0,70.0,50.0,350.0,3-5-0,8
46,867,10.0,126.0,50.0,56.0,350.0,3-5-0,8
47,848,10.0,120.0,90.0,59.0,350.0,2-5-1,8
48,5512,10.0,112.0,75.0,29.0,355.0,2-6-0,8
49,597,10.0,108.0,100.0,81.0,325.0,3-5-0,8
50,1644,10.0,108.0,85.0,48.0,300.0,3-5-0,8
51,3408,10.0,94.0,60.0,80.0,315.0,3-5-0,8
52,3295,10.0,84.0,80.0,36.0,310.0,3-5-0,8
53,4,9.0,150.0,90.0,65.0,350.0,2-6-0,8
54,1661,9.0,146.0,40.0,30.0,345.0,3-5-0,8
55,691,9.0,132.0,65.0,83.0,325.0,3-5-0,8
56,702,9.0,102.0,60.0,100.0,335.0,2-6-0,8
57,1759,9.0,96.0,40.0,78.0,290.0,3-5-0,8
58,5102,9.0,76.0,80.0,28.0,285.0,3-4-0,8
59,207,8.0,52.0,105.0,54.0,270.0,3-5-0,8
60,3759,7.0,152.0,40.0,48.0,340.0,2-6-0,8
61,4415,7.0,114.0,65.0,34.0,345.0,2-6-0,8
62,4019,6.0,140.0,60.0,35.0,360.0,1-7-0,8
63,5647,6.0,118.0,30.0,72.0,285.0,2-6-0,8
64,5669,6.0,100.0,70.0,34.0,275.0,1-6-1,8
65,5772,6.0,56.0,55.0,54.0,215.0,2-4-0,8
66,3952,3.0,84.0,35.0,14.0,220.0,0-5-1,8
