Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,6193,32.0,226.0,185.0,170.0,630.0,9-3-0,12
2,3618,31.0,278.0,125.0,323.0,585.0,10-2-0,12
3,5712,30.0,292.0,155.0,171.0,655.0,8-4-0,12
4,2619,30.0,290.0,145.0,242.0,620.0,8-4-0,12
5,3538,30.0,240.0,170.0,224.0,610.0,9-3-0,12
6,5216,29.0,280.0,150.0,133.0,620.0,9-3-0,12
7,5114,29.0,278.0,120.0,299.0,630.0,8-4-0,12
8,6067,28.0,264.0,140.0,126.0,680.0,8-4-0,12
9,5203,28.0,220.0,145.0,230.0,575.0,8-4-0,12
10,3770,27.0,274.0,215.0,113.0,635.0,8-4-0,12
11,5447,27.0,274.0,150.0,163.0,630.0,7-5-0,12
12,5509,26.0,250.0,225.0,192.0,560.0,9-3-0,12
13,4819,26.0,226.0,140.0,196.0,605.0,6-6-0,12
14,3570,25.0,250.0,135.0,154.0,590.0,8-4-0,12
15,5561,25.0,230.0,170.0,95.0,590.0,6-5-1,12
16,5424,24.0,282.0,170.0,122.0,635.0,6-5-1,12
17,6066,24.0,262.0,125.0,104.0,645.0,6-6-0,12
18,5487,24.0,254.0,160.0,121.0,630.0,7-5-0,12
19,6071,24.0,170.0,160.0,125.0,615.0,6-6-0,12
20,5222,23.0,228.0,130.0,125.0,580.0,7-5-0,12
21,5224,23.0,212.0,150.0,147.0,590.0,7-5-0,12
22,5193,21.0,248.0,155.0,101.0,600.0,6-6-0,12
23,4988,21.0,248.0,125.0,143.0,585.0,5-6-1,12
24,6020,21.0,188.0,150.0,104.0,570.0,5-6-1,12
25,5560,20.0,270.0,120.0,153.0,605.0,5-7-0,12
26,5661,20.0,246.0,125.0,90.0,590.0,4-7-1,12
27,6102,20.0,224.0,110.0,122.0,590.0,5-7-0,12
28,1896,20.0,202.0,155.0,85.0,580.0,5-7-0,12
29,6073,20.0,202.0,150.0,130.0,610.0,4-8-0,12
30,5703,20.0,186.0,130.0,100.0,575.0,4-8-0,12
31,703,19.0,168.0,140.0,112.0,560.0,5-7-0,12
32,226,18.0,272.0,185.0,121.0,610.0,5-7-0,12
33,5166,17.0,274.0,165.0,124.0,590.0,4-8-0,12
34,6033,17.0,212.0,165.0,99.0,575.0,4-8-0,12
35,5982,16.0,226.0,150.0,108.0,560.0,4-8-0,12
36,5603,16.0,224.0,130.0,63.0,585.0,3-9-0,12
37,5229,15.0,212.0,125.0,106.0,570.0,2-9-1,12
38,5538,14.0,258.0,115.0,61.0,595.0,3-9-0,12
39,5231,10.0,186.0,145.0,135.0,515.0,2-10-0,12
40,5257,6.0,106.0,65.0,65.0,325.0,1-7-0,12
