Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,2848,33.0,242.0,150.0,177.0,570.0,10-1-0,11
2,3005,31.0,266.0,130.0,187.0,595.0,9-2-0,11
3,148,30.0,308.0,165.0,405.0,535.0,9-2-0,11
4,1296,29.0,252.0,140.0,252.0,540.0,9-2-0,11
5,5437,26.0,270.0,100.0,221.0,520.0,8-3-0,11
6,3802,23.0,220.0,125.0,168.0,490.0,8-3-0,11
7,5454,23.0,192.0,135.0,138.0,465.0,7-4-0,11
8,1860,22.0,264.0,95.0,178.0,525.0,7-4-0,11
9,5775,22.0,228.0,120.0,95.0,490.0,8-3-0,11
10,5417,20.0,218.0,110.0,93.0,495.0,7-4-0,11
11,3355,20.0,214.0,90.0,106.0,465.0,7-4-0,11
12,3478,20.0,200.0,125.0,113.0,455.0,8-3-0,11
13,3676,20.0,178.0,145.0,100.0,470.0,7-4-0,11
14,5242,19.0,252.0,125.0,120.0,510.0,6-5-0,11
15,1745,18.0,188.0,125.0,134.0,475.0,6-5-0,11
16,4192,18.0,188.0,85.0,106.0,475.0,5-6-0,11
17,5411,17.0,240.0,100.0,116.0,505.0,5-6-0,11
18,5431,17.0,197.0,130.0,175.0,470.0,6-5-0,11
19,3735,17.0,196.0,120.0,82.0,485.0,6-5-0,11
20,647,17.0,172.0,95.0,128.0,420.0,6-5-0,11
21,5307,16.0,228.0,130.0,66.0,505.0,5-6-0,11
22,5820,16.0,202.0,105.0,93.0,435.0,5-6-0,11
23,5682,16.0,202.0,90.0,113.0,420.0,5-6-0,11
24,6171,15.0,229.0,90.0,171.0,470.0,5-6-0,11
25,5739,15.0,162.0,55.0,102.0,390.0,5-5-0,11
26,6235,14.0,178.0,85.0,83.0,405.0,5-6-0,11
27,2613,14.0,147.0,75.0,97.0,365.0,5-6-0,11
28,5057,13.0,224.0,75.0,83.0,425.0,4-7-0,11
29,4076,13.0,208.0,85.0,110.0,415.0,4-7-0,11
30,4610,13.0,178.0,80.0,80.0,440.0,4-7-0,11
31,6133,12.0,160.0,90.0,69.0,400.0,4-7-0,11
32,704,12.0,128.0,120.0,160.0,345.0,5-6-0,11
33,4364,11.0,214.0,85.0,65.0,455.0,4-7-0,11
34,383,11.0,182.0,75.0,135.0,450.0,3-8-0,11
35,4300,11.0,156.0,80.0,64.0,435.0,3-8-0,11
36,3350,11.0,138.0,60.0,78.0,350.0,4-7-0,11
37,5297,11.0,132.0,90.0,83.0,385.0,4-7-0,11
38,3282,10.0,158.0,65.0,63.0,375.0,3-8-0,11
39,3370,9.0,192.0,95.0,87.0,415.0,3-8-0,11
40,4378,8.0,152.0,70.0,69.0,335.0,3-8-0,11
41,5047,7.0,174.0,45.0,79.0,330.0,2-9-0,11
42,4641,6.0,148.0,75.0,97.0,355.0,3-8-0,11
43,3037,6.0,78.0,55.0,76.0,230.0,2-5-0,11
