Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,2394,8,1,0,9,16.00,33.78,56
2,1098,7,1,1,9,15.00,42.00,94
3,1806,7,2,0,9,14.00,31.11,94
4,2436,7,2,0,9,14.00,30.44,94
5,1561,7,2,0,9,14.00,29.33,60
6,2165,7,2,0,9,14.00,28.00,62
7,1666,6,3,0,9,12.00,32.67,72
8,2461,6,3,0,9,12.00,30.00,56
9,2382,6,3,0,9,12.00,27.56,50
10,932,5,3,1,9,11.00,38.00,66
11,2343,5,3,1,9,11.00,30.22,58
12,2373,5,4,0,9,10.00,32.22,68
13,2045,5,4,0,9,10.00,31.78,58
14,2435,5,4,0,9,10.00,30.89,56
15,2333,5,4,0,9,10.00,30.00,52
16,31,5,4,0,9,10.00,29.78,52
17,2388,5,4,0,9,10.00,29.33,52
18,2354,5,4,0,9,10.00,29.33,44
19,2352,5,4,0,9,10.00,28.89,50
20,1742,5,4,0,9,10.00,27.33,62
21,2396,5,4,0,9,10.00,24.44,78
22,476,4,4,1,9,9.00,27.56,62
23,2359,4,5,0,9,8.00,36.00,74
24,2332,4,5,0,9,8.00,26.67,66
25,2372,4,5,0,9,8.00,25.78,62
26,2398,4,5,0,9,8.00,24.67,52
27,1750,4,5,0,9,8.00,22.44,36
28,2389,3,5,1,9,7.00,31.11,58
29,2341,3,5,1,9,7.00,30.00,58
30,2469,3,6,0,9,6.00,31.33,62
31,2424,3,6,0,9,6.00,27.33,72
32,2378,3,6,0,9,6.00,24.22,46
33,2391,3,6,0,9,6.00,21.56,78
34,1209,3,6,0,9,6.00,20.00,34
35,2330,2,7,0,9,4.00,25.56,62
36,2371,2,7,0,9,4.00,21.11,74
37,2369,2,7,0,9,4.00,19.78,68
38,2571,1,8,0,9,2.00,19.78,38
39,2395,0,9,0,9,0.00,16.44,28
