Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,973,2.6,3315.0,885.0,1480.0,1200.0,460.0,7-3-0,10
2,115,2.4,3252.0,504.0,1640.0,1150.0,12.0,8-2-0,10
3,6705,2.3,3086.0,583.0,1620.0,1250.0,36.0,8-2-0,10
4,1574,2.3,3068.0,676.0,1340.0,1100.0,418.0,6-3-1,10
5,4265,2.3,2988.0,562.0,1540.0,1200.0,3.0,9-1-0,10
6,4592,2.2,3178.0,751.0,1500.0,1350.0,88.0,9-1-0,10
7,365,2.2,3123.0,802.0,1600.0,1050.0,78.0,8-1-1,10
8,1011,2.1,3089.0,576.0,1620.0,1100.0,39.0,7-3-0,10
9,2642,2.0,2962.0,695.0,1640.0,1050.0,97.0,5-4-1,10
10,1477,2.0,2946.0,592.0,1540.0,1150.0,51.0,7-3-0,10
11,1339,1.9,3249.0,728.0,1540.0,1300.0,59.0,7-3-0,10
12,3229,1.9,3008.0,751.0,1500.0,1200.0,118.0,6-3-1,10
13,488,1.8,3124.0,693.0,1360.0,1150.0,339.0,6-4-0,10
14,1002,1.8,3045.0,450.0,1500.0,1250.0,10.0,6-4-0,10
15,2478,1.8,3015.0,593.0,1540.0,1150.0,70.0,6-4-0,10
16,4276,1.8,2965.0,641.0,1520.0,1150.0,40.0,7-3-0,10
17,1414,1.8,2960.0,690.0,1460.0,1150.0,75.0,7-3-0,10
18,5970,1.7,3152.0,769.0,1640.0,1250.0,32.0,5-4-1,10
19,2655,1.7,3046.0,664.0,1440.0,1350.0,51.0,7-3-0,10
20,5515,1.7,2920.0,586.0,1380.0,1250.0,45.0,7-3-0,10
21,175,1.7,2896.0,484.0,1340.0,1250.0,56.0,7-3-0,10
22,2403,1.6,3150.0,753.0,1520.0,1300.0,45.0,5-4-1,10
23,4590,1.6,3077.0,681.0,1340.0,1350.0,182.0,7-3-0,10
24,6508,1.6,2941.0,721.0,1420.0,1150.0,91.0,6-4-0,10
25,1482,1.6,2797.0,521.0,1280.0,1350.0,22.0,8-2-0,10
26,3991,1.6,2750.0,637.0,1560.0,1000.0,10.0,5-4-1,10
27,3824,1.5,3041.0,727.0,1500.0,1150.0,106.0,5-5-0,10
28,624,1.5,2982.0,646.0,1560.0,1150.0,72.0,4-5-1,10
29,4561,1.5,2929.0,621.0,1500.0,1150.0,79.0,5-5-0,10
30,4219,1.5,2891.0,614.0,1300.0,1300.0,96.0,5-3-2,10
31,955,1.5,2859.0,670.0,1440.0,1050.0,84.0,6-4-0,10
32,5499,1.5,2855.0,601.0,1500.0,950.0,90.0,5-5-0,10
33,3653,1.5,2824.0,784.0,1480.0,1100.0,74.0,6-4-0,10
34,6325,1.4,3020.0,648.0,1440.0,1200.0,35.0,5-5-0,10
35,5816,1.4,2935.0,734.0,1420.0,1100.0,60.0,5-4-1,10
36,8,1.4,2871.0,657.0,1600.0,1000.0,46.0,3-6-1,10
37,2468,1.4,2864.0,815.0,1600.0,900.0,139.0,3-6-1,10
38,2928,1.4,2845.0,544.0,1400.0,1100.0,90.0,4-6-0,10
39,4723,1.4,2630.0,512.0,1440.0,950.0,10.0,5-5-0,10
40,3316,1.3,2951.0,613.0,1380.0,1300.0,86.0,5-5-0,10
41,435,1.3,2939.0,579.0,1500.0,1200.0,9.0,4-5-1,10
42,418,1.3,2892.0,594.0,1300.0,1300.0,82.0,6-4-0,10
43,5026,1.2,2898.0,782.0,1400.0,1100.0,113.0,5-4-1,10
44,2881,1.2,2874.0,518.0,1400.0,1150.0,49.0,4-5-1,10
45,6560,1.1,2809.0,483.0,1340.0,1050.0,49.0,4-6-0,10
46,3826,1.1,2808.0,724.0,1420.0,1150.0,98.0,4-6-0,10
47,2485,1.1,2790.0,478.0,1420.0,1100.0,55.0,4-6-0,10
48,5614,1.1,2768.0,565.0,1420.0,1000.0,3.0,4-5-1,10
49,3158,1.0,2935.0,630.0,1400.0,1300.0,0.0,3-5-2,10
50,3140,1.0,2869.0,775.0,1520.0,1050.0,59.0,3-7-0,10
51,6361,0.9,2783.0,681.0,1400.0,1000.0,83.0,2-7-1,10
52,5472,0.9,2736.0,597.0,1340.0,1100.0,76.0,4-6-0,10
53,4371,0.9,2661.0,530.0,1400.0,1050.0,36.0,3-6-1,10
54,6144,0.9,2411.0,534.0,1240.0,800.0,51.0,3-7-0,10
55,585,0.8,2826.0,653.0,1440.0,1050.0,61.0,2-7-1,10
56,3402,0.8,2800.0,711.0,1420.0,1150.0,60.0,3-7-0,10
57,5803,0.7,2840.0,695.0,1500.0,1100.0,30.0,2-8-0,10
58,6388,0.7,2645.0,669.0,1240.0,1050.0,80.0,3-7-0,10
59,441,0.6,2846.0,623.0,1400.0,1250.0,6.0,2-7-1,10
60,6304,0.6,2671.0,811.0,1420.0,950.0,6.0,3-7-0,10
61,6409,0.6,2423.0,598.0,1340.0,850.0,78.0,2-8-0,10
62,3834,0.4,2689.0,641.0,1280.0,1150.0,34.0,2-8-0,10
63,4060,0.4,2500.0,440.0,1300.0,900.0,0.0,1-8-1,10
64,4191,0.4,2381.0,570.0,1220.0,850.0,1.0,2-8-0,10
65,2183,0.3,2524.0,633.0,1440.0,900.0,4.0,0-10-0,10
66,2905,0.3,2355.0,501.0,1360.0,800.0,5.0,1-9-0,10
