Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,5111,45.58,0,136,160,109,154,12
2,4513,41.5,6,116,140,142,112,12
3,4980,40.25,8,68,200,105,102,12
4,1595,40.25,0,88,120,145,154,12
5,2147,37.41,4,60,200,65,120,12
6,3220,36.58,0,116,0,205,130,12
7,3693,36.41,6,64,100,147,138,12
8,4061,35.91,0,164,0,93,192,12
9,2555,35.5,0,60,120,120,126,12
10,3876,35.16,0,64,160,134,118,12
11,3586,34.41,0,68,80,171,106,12
12,2923,34.16,0,100,80,118,136,12
13,4918,33.83,0,96,80,94,148,12
14,2149,33.25,6,52,160,59,134,12
15,2557,33.0,8,76,80,76,174,12
16,2928,32.16,8,56,100,92,130,12
17,5779,31.83,0,36,140,96,140,12
18,4120,31.16,0,120,40,92,122,12
19,4082,30.83,4,52,120,76,136,12
20,3219,30.83,4,68,80,110,120,12
21,2944,27.0,4,40,60,110,122,12
22,4608,26.5,0,84,40,84,122,12
23,3789,25.41,0,44,120,105,94,12
24,4495,24.08,0,68,40,127,100,12
25,4125,23.75,0,68,40,83,122,12
26,2148,19.0,4,36,40,66,106,12
27,4104,16.83,4,36,0,66,120,12
28,3712,16.33,0,28,20,98,68,12
