Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,696,2.1099999999999999,1941.0,321.0,1100.0,450.0,41.0,9-0-0,9
2,3309,2.0,2257.0,447.0,920.0,850.0,257.0,8-1-0,9
3,2486,1.77,2204.0,401.0,1080.0,800.0,84.0,8-1-0,9
4,330,1.77,2089.0,455.0,1120.0,600.0,204.0,7-2-0,9
5,4619,1.6599999999999999,2146.0,324.0,940.0,950.0,51.0,7-2-0,9
6,2761,1.55,2035.0,254.0,1120.0,700.0,5.0,6-3-0,9
7,4964,1.55,1915.0,436.0,1060.0,700.0,25.0,7-2-0,9
8,580,1.55,1876.0,556.0,1180.0,400.0,36.0,7-2-0,9
9,5765,1.55,1749.0,367.0,960.0,600.0,49.0,6-2-1,9
10,4,1.4399999999999999,2032.0,422.0,1140.0,700.0,2.0,6-3-0,9
11,2637,1.4399999999999999,2031.0,275.0,1080.0,650.0,41.0,6-3-0,9
12,3970,1.4399999999999999,1864.0,500.0,1040.0,600.0,49.0,6-3-0,9
13,4501,1.4399999999999999,1846.0,246.0,880.0,700.0,51.0,6-3-0,9
14,4913,1.3300000000000001,1898.0,318.0,1020.0,650.0,8.0,6-3-0,9
15,4415,1.3300000000000001,1831.0,543.0,1060.0,500.0,26.0,6-3-0,9
16,4201,1.3300000000000001,1720.0,399.0,880.0,600.0,45.0,6-3-0,9
17,3408,1.3300000000000001,1599.0,375.0,1040.0,300.0,34.0,6-3-0,9
18,5124,1.22,1838.0,308.0,940.0,700.0,28.0,5-3-1,9
19,702,1.22,1828.0,389.0,960.0,600.0,58.0,5-4-0,9
20,207,1.22,1772.0,270.0,1000.0,550.0,62.0,5-4-0,9
21,3512,1.1100000000000001,2078.0,612.0,1120.0,800.0,3.0,5-4-0,9
22,2493,1.1100000000000001,1936.0,360.0,1040.0,750.0,1.0,5-4-0,9
23,597,1.1100000000000001,1919.0,299.0,940.0,750.0,14.0,5-4-0,9
24,1197,1.1100000000000001,1826.0,230.0,1000.0,650.0,1.0,5-4-0,9
25,980,1.1100000000000001,1799.0,238.0,1000.0,650.0,14.0,5-4-0,9
26,1515,1.1100000000000001,1797.0,361.0,960.0,600.0,32.0,5-4-0,9
27,5089,1.1100000000000001,1797.0,186.0,980.0,600.0,27.0,5-4-0,9
28,4578,1.1100000000000001,1675.0,240.0,920.0,600.0,5.0,5-4-0,9
29,867,1.1100000000000001,1609.0,405.0,940.0,500.0,4.0,5-4-0,9
30,848,1.1100000000000001,1546.0,346.0,880.0,500.0,11.0,5-3-0,9
31,3952,1.1100000000000001,1400.0,311.0,860.0,300.0,20.0,5-4-0,9
32,5966,1.0,1790.0,191.0,1020.0,600.0,15.0,4-5-0,9
33,6692,1.0,1542.0,191.0,780.0,500.0,82.0,4-5-0,9
34,5107,1.0,1474.0,302.0,860.0,400.0,49.0,4-3-1,9
35,687,1.0,1426.0,189.0,860.0,400.0,21.0,4-4-1,9
36,294,0.88,1902.0,400.0,960.0,650.0,137.0,4-5-0,9
37,5285,0.88,1634.0,280.0,880.0,500.0,89.0,4-5-0,9
38,1644,0.88,1561.0,226.0,800.0,650.0,1.0,4-5-0,9
39,691,0.88,1543.0,294.0,980.0,350.0,33.0,4-5-0,9
40,3880,0.88,1500.0,289.0,940.0,400.0,5.0,4-5-0,9
41,5102,0.88,1488.0,238.0,880.0,450.0,23.0,4-5-0,9
42,5510,0.88,1443.0,238.0,840.0,400.0,38.0,4-5-0,9
43,4999,0.88,1391.0,312.0,900.0,350.0,16.0,4-5-0,9
44,3303,0.66000000000000003,1819.0,371.0,1000.0,600.0,39.0,3-6-0,9
45,4470,0.66000000000000003,1687.0,237.0,1000.0,550.0,22.0,3-6-0,9
46,2659,0.66000000000000003,1685.0,250.0,880.0,600.0,5.0,3-6-0,9
47,4123,0.66000000000000003,1543.0,363.0,1040.0,250.0,3.0,3-6-0,9
48,6499,0.66000000000000003,1400.0,405.0,940.0,300.0,0.0,3-6-0,9
49,1452,0.66000000000000003,1357.0,354.0,880.0,350.0,12.0,3-6-0,9
50,6658,0.55000000000000004,1322.0,165.0,780.0,350.0,2.0,2-6-1,9
51,5432,0.55000000000000004,1251.0,264.0,820.0,300.0,31.0,2-6-1,9
52,5669,0.44,1514.0,236.0,840.0,500.0,49.0,2-7-0,9
53,4763,0.44,1367.0,255.0,760.0,350.0,57.0,2-7-0,9
54,5512,0.44,1363.0,263.0,860.0,400.0,8.0,2-7-0,9
55,4019,0.44,1269.0,302.0,780.0,350.0,9.0,2-7-0,9
56,3120,0.44,1036.0,125.0,600.0,300.0,16.0,2-7-0,9
57,6000,0.33000000000000002,1236.0,180.0,700.0,300.0,51.0,1-8-0,9
58,2404,0.22,1411.0,295.0,820.0,400.0,1.0,1-8-0,9
59,606,0.22,1090.0,215.0,720.0,200.0,0.0,1-8-0,9
60,1759,0.22,941.0,200.0,760.0,100.0,1.0,1-8-0,9
