Rank,Team,Ranking Score,Auto,Scale/Challenge,Goals,Defense,Record (W-L-T),Played
1,1533,36.0,254.0,240.0,178.0,625.0,10-2-0,12
2,4561,31.0,339.0,160.0,181.0,700.0,9-3-0,12
3,5160,29.0,294.0,135.0,212.0,605.0,8-4-0,12
4,5446,28.0,332.0,155.0,85.0,695.0,8-4-0,12
5,2655,28.0,309.0,170.0,181.0,650.0,7-5-0,12
6,4935,28.0,290.0,145.0,131.0,670.0,8-4-0,12
7,4828,28.0,276.0,155.0,74.0,670.0,8-4-0,12
8,3506,26.0,294.0,200.0,130.0,655.0,7-5-0,12
9,5544,26.0,262.0,150.0,137.0,635.0,7-5-0,12
10,3459,25.0,320.0,130.0,85.0,630.0,7-5-0,12
11,587,25.0,290.0,180.0,161.0,635.0,7-5-0,12
12,4795,25.0,270.0,155.0,122.0,615.0,7-5-0,12
13,900,24.0,346.0,160.0,234.0,615.0,7-5-0,12
14,5190,24.0,318.0,140.0,73.0,715.0,6-6-0,12
15,6004,24.0,296.0,170.0,85.0,660.0,6-6-0,12
16,5511,24.0,282.0,180.0,57.0,685.0,6-6-0,12
17,5518,23.0,270.0,140.0,69.0,640.0,6-6-0,12
18,2059,23.0,236.0,135.0,146.0,610.0,5-7-0,12
19,6003,22.0,317.0,145.0,78.0,700.0,6-6-0,12
20,4816,22.0,303.0,140.0,79.0,660.0,5-7-0,12
21,4534,22.0,298.0,140.0,100.0,630.0,5-7-0,12
22,3763,22.0,278.0,135.0,84.0,600.0,6-6-0,12
23,435,22.0,263.0,125.0,155.0,670.0,5-7-0,12
24,6214,20.0,267.0,160.0,66.0,605.0,5-7-0,12
25,3737,18.0,302.0,160.0,131.0,580.0,6-6-0,12
26,5762,17.0,252.0,150.0,79.0,605.0,4-8-0,12
27,3822,17.0,246.0,100.0,86.0,550.0,4-7-0,12
28,6215,16.0,302.0,150.0,65.0,655.0,3-9-0,12
29,3661,16.0,285.0,135.0,81.0,620.0,4-8-0,12
30,5607,15.0,344.0,155.0,36.0,710.0,2-10-0,12
31,4291,15.0,268.0,120.0,73.0,600.0,4-8-0,12
32,5919,13.0,230.0,125.0,53.0,540.0,2-8-0,12
