Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1519,136.08,230,456,400,223,324,12
2,246,94.33,100,428,160,194,268,12
3,78,92.0,44,324,400,92,250,12
4,230,90.75,30,408,320,51,280,12
5,125,90.08,10,400,280,77,314,12
6,155,81.25,40,256,320,85,274,12
7,88,79.58,42,332,160,135,292,12
8,1124,79.25,20,284,280,143,236,12
9,5735,76.0,32,252,280,86,268,12
10,3958,76.0,20,292,240,94,278,12
11,2079,70.16,20,152,360,108,202,12
12,2423,68.83,64,252,200,118,210,12
13,1811,68.08,24,268,200,99,232,12
14,121,67.83,44,228,200,110,250,12
15,2877,67.41,40,224,160,169,228,12
16,5112,67.0,20,192,280,114,216,12
17,3236,65.16,28,236,240,102,176,12
18,5738,63.91,24,164,280,133,166,12
19,4796,63.0,28,220,240,130,150,12
20,102,60.66,44,180,200,134,182,12
21,4311,57.91,0,132,280,101,188,12
22,4908,56.58,40,148,160,145,186,12
23,5752,54.91,0,208,200,93,164,12
24,1350,53.25,24,192,160,97,184,12
25,97,50.0,6,108,240,118,146,12
26,3780,46.08,6,124,160,125,138,12
27,1027,42.91,40,152,40,113,176,12
