Rank,Team,Ranking Score,Match Points,Auto,Rotor,Touchpad,Pressure,Record (W-L-T),Played
1,3538,2.0,3372.0,846.0,1740.0,1350.0,27.0,11-1-0,12
2,2075,1.6599999999999999,2835.0,401.0,1120.0,1250.0,100.0,10-2-0,12
3,6753,1.5,2989.0,569.0,1380.0,1300.0,4.0,9-3-0,12
4,1025,1.4099999999999999,2964.0,699.0,1540.0,1200.0,4.0,8-4-0,12
5,4983,1.4099999999999999,2624.0,539.0,1320.0,950.0,9.0,8-3-1,12
6,3535,1.3300000000000001,2743.0,798.0,1500.0,950.0,78.0,8-4-0,12
7,94,1.25,2848.0,658.0,1400.0,1150.0,18.0,7-4-1,12
8,51,1.25,2779.0,544.0,1320.0,1200.0,14.0,7-4-1,12
9,5533,1.25,2698.0,838.0,1540.0,950.0,8.0,7-4-1,12
10,5183,1.25,2425.0,405.0,1320.0,850.0,0.0,7-5-0,12
11,5560,1.1599999999999999,2694.0,425.0,1200.0,1100.0,14.0,7-5-0,12
12,6121,1.1599999999999999,2600.0,604.0,1340.0,1050.0,25.0,7-5-0,12
13,6087,1.1599999999999999,2485.0,539.0,1280.0,1000.0,5.0,7-5-0,12
14,5230,1.0800000000000001,2478.0,398.0,1280.0,950.0,13.0,6-5-1,12
15,5709,1.0800000000000001,2372.0,531.0,1360.0,800.0,27.0,6-5-1,12
16,3618,1.0800000000000001,2366.0,653.0,1360.0,800.0,11.0,6-6-0,12
17,6545,1.0800000000000001,2056.0,465.0,1220.0,600.0,16.0,6-5-1,12
18,1711,1.0,2791.0,716.0,1340.0,1200.0,6.0,6-6-0,12
19,5534,1.0,2410.0,448.0,1300.0,950.0,5.0,6-6-0,12
20,5708,1.0,2285.0,460.0,1220.0,800.0,0.0,6-6-0,12
21,4376,1.0,2197.0,410.0,1160.0,750.0,12.0,6-6-0,12
22,1896,1.0,2043.0,513.0,1280.0,600.0,3.0,6-6-0,12
23,6550,1.0,1995.0,461.0,1220.0,600.0,10.0,6-6-0,12
24,2246,1.0,1949.0,499.0,1040.0,550.0,9.0,6-4-0,12
25,5314,0.91000000000000003,2031.0,206.0,900.0,700.0,1.0,5-6-1,12
26,6066,0.82999999999999996,2362.0,656.0,1400.0,700.0,12.0,5-7-0,12
27,3537,0.82999999999999996,2360.0,270.0,1120.0,1000.0,0.0,5-7-0,12
28,6086,0.82999999999999996,2353.0,510.0,1400.0,750.0,23.0,4-7-1,12
29,5505,0.82999999999999996,2038.0,325.0,1340.0,500.0,23.0,5-7-0,12
30,4398,0.82999999999999996,1977.0,315.0,1180.0,600.0,2.0,5-6-0,12
31,6074,0.82999999999999996,1972.0,210.0,1060.0,550.0,2.0,5-7-0,12
32,6077,0.82999999999999996,1959.0,279.0,1080.0,700.0,9.0,5-6-0,12
33,6573,0.66000000000000003,2024.0,344.0,1180.0,500.0,4.0,4-8-0,12
34,6552,0.66000000000000003,1970.0,440.0,1100.0,650.0,0.0,4-8-0,12
35,5525,0.57999999999999996,1976.0,335.0,1140.0,600.0,6.0,3-8-1,12
36,5247,0.57999999999999996,1867.0,516.0,1240.0,350.0,7.0,3-8-1,12
37,6649,0.5,1812.0,285.0,1080.0,550.0,12.0,3-9-0,12
38,6005,0.5,1711.0,351.0,1060.0,450.0,6.0,3-9-0,12
39,6642,0.5,1708.0,435.0,1100.0,400.0,3.0,3-8-0,12
40,6533,0.40999999999999998,2105.0,285.0,1160.0,700.0,10.0,2-9-1,12
