Rank,Team,Wins,Losses,Ties,Played,QS,RS,MP
1,1736,7,1,0,8,14.00,16.63,250
2,93,6,1,1,8,13.00,8.63,66
3,1816,6,1,1,8,13.00,6.13,62
4,171,6,2,0,8,12.00,10.00,66
5,1714,6,2,0,8,12.00,6.50,64
6,2175,6,2,0,8,12.00,5.50,38
7,2169,5,2,1,8,11.00,12.50,80
8,2062,5,2,1,8,11.00,10.25,66
9,2202,5,2,1,8,11.00,10.25,46
10,2136,5,2,1,8,11.00,3.50,32
11,537,5,3,0,8,10.00,15.50,80
12,2052,5,3,0,8,10.00,9.63,66
13,1306,5,3,0,8,10.00,7.63,47
14,706,5,3,0,8,10.00,7.50,48
15,1623,5,3,0,8,10.00,7.13,38
16,2047,5,3,0,8,10.00,3.75,32
17,2143,5,3,0,8,10.00,3.00,62
18,2264,5,3,0,8,10.00,2.75,64
19,930,4,3,1,8,9.00,17.38,60
20,2194,4,3,1,8,9.00,13.75,62
21,2227,4,3,1,8,9.00,7.00,48
22,81,4,3,1,8,9.00,2.75,60
23,857,4,4,0,8,8.00,17.25,64
24,2207,4,4,0,8,8.00,10.00,36
25,2220,4,4,0,8,8.00,9.50,66
26,2077,4,4,0,8,8.00,7.13,38
27,2153,4,4,0,8,8.00,6.25,66
28,1781,3,3,2,8,8.00,3.00,16
29,1741,3,4,1,8,7.00,14.88,46
30,2039,3,4,1,8,7.00,4.75,32
31,1103,3,3,1,7,7.00,3.86,20
32,167,3,4,1,8,7.00,3.63,58
33,1259,3,4,1,8,7.00,2.00,32
34,2241,3,5,0,8,6.00,17.38,62
35,1732,3,5,0,8,6.00,17.25,64
36,1864,3,5,0,8,6.00,11.88,62
37,2239,3,5,0,8,6.00,10.50,64
38,2225,2,4,2,8,6.00,8.38,250
39,1739,3,5,0,8,6.00,6.75,35
40,1850,3,5,0,8,6.00,6.63,36
41,2129,3,5,0,8,6.00,6.00,61
42,1268,3,5,0,8,6.00,4.63,36
43,1652,2,5,1,8,5.00,10.88,32
44,2232,2,5,1,8,5.00,7.25,38
45,2116,2,5,1,8,5.00,5.38,33
46,754,2,5,1,8,5.00,5.25,62
47,1091,2,6,0,8,4.00,8.13,32
48,1716,2,6,0,8,4.00,5.00,38
49,2181,1,6,1,8,3.00,10.13,46
50,269,1,6,1,8,3.00,9.88,30
51,1675,1,6,1,8,3.00,2.00,61
52,1525,1,6,0,7,2.00,9.14,34
